hall,machine_name,outcome,window0_range,window0_n,window0_p,window0_effect,window0_top_dd,window1_range,window1_n,window1_p,window1_effect,window1_top_dd,n_common_dd_levels,spearman_rho,spearman_p,recent_significant,consistent_with_prior_window,note
金時,A‐SLOT+ 異世界かるてっと,hit104,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=54 < 200; window1_n=0 < 200
金時,A‐SLOT+ 異世界かるてっと,plus,2026-05-06..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=54 < 200; window1_n=0 < 200
金時,SHAKE BONUS TRIGGER,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=88 < 200; window1_n=90 < 200
金時,SHAKE BONUS TRIGGER,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=88 < 200; window1_n=90 < 200
金時,かぐや様は告らせたい,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-03-31,,,,,,,,False,False,skip: window0_n=141 < 200; window1_n=146 < 200
金時,かぐや様は告らせたい,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-03-31,,,,,,,,False,False,skip: window0_n=141 < 200; window1_n=146 < 200
金時,からくりサーカス,hit104,2026-04-03..2026-06-30,,,,,2026-01-02..2026-03-31,,,,,,,,False,False,skip: window0_n=69 < 200; window1_n=81 < 200
金時,からくりサーカス,plus,2026-04-03..2026-06-30,,,,,2026-01-02..2026-03-31,,,,,,,,False,False,skip: window0_n=69 < 200; window1_n=81 < 200
金時,とある科学の超電磁砲2,hit104,2026-04-04..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=68 < 200; window1_n=80 < 200
金時,とある科学の超電磁砲2,plus,2026-04-04..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=68 < 200; window1_n=80 < 200
金時,アズールレーン THE ANIMATION,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-03-31,,,,,,,,False,False,skip: window0_n=76 < 200; window1_n=83 < 200
金時,アズールレーン THE ANIMATION,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-03-31,,,,,,,,False,False,skip: window0_n=76 < 200; window1_n=83 < 200
金時,アレックス ブライト,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=88 < 200; window1_n=88 < 200
金時,アレックス ブライト,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=88 < 200; window1_n=88 < 200
金時,ウルトラミラクルジャグラー,hit104,2026-04-02..2026-06-30,266,0.5214968927588302,0.0,29.0,2026-01-02..2026-04-01,266,0.7027286143520495,0.0,25.0,31,0.3181189494383752,0.08114934132856173,False,False,
金時,ウルトラミラクルジャグラー,plus,2026-04-02..2026-06-30,266,0.24455937907162556,0.13506479127204435,12.0,2026-01-02..2026-04-01,266,0.5423247400141753,0.0,21.0,31,0.27795859682103696,0.1300193476667615,False,False,
