hall,machine_name,outcome,window0_range,window0_n,window0_p,window0_effect,window0_top_dd,window1_range,window1_n,window1_p,window1_effect,window1_top_dd,n_common_dd_levels,spearman_rho,spearman_p,recent_significant,consistent_with_prior_window,note
ザシティ,A‐SLOT+ 異世界かるてっと,hit104,2026-05-07..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=107 < 200; window1_n=0 < 200
ザシティ,A‐SLOT+ 異世界かるてっと,plus,2026-05-07..2026-06-30,,,,,empty,,,,,,,,False,False,skip: window0_n=107 < 200; window1_n=0 < 200
ザシティ,ありふれた職業で世界最強,hit104,2026-03-10..2026-06-07,,,,,2026-03-09..2026-03-09,,,,,,,,False,False,skip: window0_n=73 < 200; window1_n=1 < 200
ザシティ,ありふれた職業で世界最強,plus,2026-03-10..2026-06-07,,,,,2026-03-09..2026-03-09,,,,,,,,False,False,skip: window0_n=73 < 200; window1_n=1 < 200
ザシティ,いざ！番長,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=80 < 200; window1_n=78 < 200
ザシティ,いざ！番長,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=80 < 200; window1_n=78 < 200
ザシティ,うみねこのなく頃に2,hit104,2026-04-02..2026-06-30,,,,,2026-03-04..2026-04-01,,,,,,,,False,False,skip: window0_n=89 < 200; window1_n=29 < 200
ザシティ,うみねこのなく頃に2,plus,2026-04-02..2026-06-30,,,,,2026-03-04..2026-04-01,,,,,,,,False,False,skip: window0_n=89 < 200; window1_n=29 < 200
ザシティ,かぐや様は告らせたい,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=144 < 200; window1_n=101 < 200
ザシティ,かぐや様は告らせたい,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=144 < 200; window1_n=101 < 200
ザシティ,からくりサーカス,hit104,2026-04-03..2026-06-30,,,,,2026-01-05..2026-03-31,,,,,,,,False,False,skip: window0_n=102 < 200; window1_n=78 < 200
ザシティ,からくりサーカス,plus,2026-04-03..2026-06-30,,,,,2026-01-05..2026-03-31,,,,,,,,False,False,skip: window0_n=102 < 200; window1_n=78 < 200
ザシティ,アズールレーン THE ANIMATION,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=86 < 200; window1_n=88 < 200
ザシティ,アズールレーン THE ANIMATION,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=86 < 200; window1_n=88 < 200
ザシティ,アレックス ブライト,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=89 < 200; window1_n=88 < 200
ザシティ,アレックス ブライト,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=89 < 200; window1_n=88 < 200
ザシティ,ウルトラミラクルジャグラー,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=175 < 200; window1_n=173 < 200
ザシティ,ウルトラミラクルジャグラー,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=175 < 200; window1_n=173 < 200
ザシティ,ゴッドイーター リザレクション,hit104,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=164 < 200; window1_n=166 < 200
ザシティ,ゴッドイーター リザレクション,plus,2026-04-02..2026-06-30,,,,,2026-01-02..2026-04-01,,,,,,,,False,False,skip: window0_n=164 < 200; window1_n=166 < 200
