hall,machine_name,weekday,n,hit104_rate,baseline_hit104_rate,residual,category
蒲田7,A‐SLOT+ 異世界かるてっと,月,24,29.166666666666668,27.27272727272727,1.893939393939398,bt
蒲田7,A‐SLOT+ 異世界かるてっと,火,24,20.833333333333336,27.27272727272727,-6.439393939393934,bt
蒲田7,A‐SLOT+ 異世界かるてっと,水,27,25.925925925925924,27.27272727272727,-1.346801346801346,bt
蒲田7,A‐SLOT+ 異世界かるてっと,木,24,29.166666666666668,27.27272727272727,1.893939393939398,bt
蒲田7,A‐SLOT+ 異世界かるてっと,金,21,28.57142857142857,27.27272727272727,1.2987012987012996,bt
蒲田7,A‐SLOT+ 異世界かるてっと,土,24,41.66666666666667,27.27272727272727,14.393939393939402,bt
蒲田7,A‐SLOT+ 異世界かるてっと,日,21,14.285714285714285,27.27272727272727,-12.987012987012985,bt
蒲田7,SHAKE BONUS TRIGGER,月,102,19.607843137254903,27.461858529819693,-7.85401539256479,bt
蒲田7,SHAKE BONUS TRIGGER,火,102,33.33333333333333,27.461858529819693,5.871474803513635,bt
蒲田7,SHAKE BONUS TRIGGER,水,105,26.666666666666668,27.461858529819693,-0.7951918631530255,bt
蒲田7,SHAKE BONUS TRIGGER,木,104,34.61538461538461,27.461858529819693,7.15352608556492,bt
蒲田7,SHAKE BONUS TRIGGER,金,102,26.47058823529412,27.461858529819693,-0.9912702945255738,bt
蒲田7,SHAKE BONUS TRIGGER,土,104,18.269230769230766,27.461858529819693,-9.192627760588927,bt
蒲田7,SHAKE BONUS TRIGGER,日,102,33.33333333333333,27.461858529819693,5.871474803513635,bt
蒲田7,ToLOVEるダークネス TRANCE ver.8.7,月,421,41.09263657957244,38.55042016806723,2.5422164115052155,other
蒲田7,ToLOVEるダークネス TRANCE ver.8.7,火,418,38.516746411483254,38.55042016806723,-0.03367375658397265,other
蒲田7,ToLOVEるダークネス TRANCE ver.8.7,水,408,40.19607843137255,38.55042016806723,1.6456582633053216,other
蒲田7,ToLOVEるダークネス TRANCE ver.8.7,木,404,35.64356435643564,38.55042016806723,-2.906855811631587,other
蒲田7,ToLOVEるダークネス TRANCE ver.8.7,金,403,36.72456575682382,38.55042016806723,-1.8258544112434052,other
蒲田7,ToLOVEるダークネス TRANCE ver.8.7,土,408,37.99019607843137,38.55042016806723,-0.5602240896358595,other
蒲田7,ToLOVEるダークネス TRANCE ver.8.7,日,394,39.59390862944163,38.55042016806723,1.0434884613744018,other
蒲田7,いざ！番長,月,482,31.742738589211616,30.142982200175076,1.5997563890365392,other
蒲田7,いざ！番長,火,486,27.36625514403292,30.142982200175076,-2.776727056142157,other
蒲田7,いざ！番長,水,501,32.93413173652694,30.142982200175076,2.791149536351867,other
蒲田7,いざ！番長,木,483,32.091097308488614,30.142982200175076,1.9481151083135373,other
蒲田7,いざ！番長,金,493,27.38336713995943,30.142982200175076,-2.7596150602156477,other
蒲田7,いざ！番長,土,503,31.411530815109344,30.142982200175076,1.268548614934268,other
蒲田7,いざ！番長,日,479,27.97494780793319,30.142982200175076,-2.1680343922418857,other
蒲田7,うみねこのなく頃に2,月,111,28.82882882882883,31.3953488372093,-2.566520008380472,bt
蒲田7,うみねこのなく頃に2,火,113,34.51327433628318,31.3953488372093,3.1179254990738805,bt
蒲田7,うみねこのなく頃に2,水,117,27.350427350427353,31.3953488372093,-4.0449214867819485,bt
