hall,machine_name,weekday,n,hit104_rate,baseline_hit104_rate,residual,category
蒲田1,HEY！エリートサラリーマン鏡,月,55,21.818181818181817,36.803874092009686,-14.985692273827869,other
蒲田1,HEY！エリートサラリーマン鏡,火,47,40.42553191489361,36.803874092009686,3.6216578228839253,other
蒲田1,HEY！エリートサラリーマン鏡,水,53,26.41509433962264,36.803874092009686,-10.388779752387045,other
蒲田1,HEY！エリートサラリーマン鏡,木,45,44.44444444444444,36.803874092009686,7.640570352434757,other
蒲田1,HEY！エリートサラリーマン鏡,金,45,46.666666666666664,36.803874092009686,9.862792574656979,other
蒲田1,HEY！エリートサラリーマン鏡,土,82,40.243902439024396,36.803874092009686,3.44002834701471,other
蒲田1,HEY！エリートサラリーマン鏡,日,86,38.372093023255815,36.803874092009686,1.568218931246129,other
蒲田1,Re:ゼロから始める異世界生活 season2,月,10,30.0,39.81481481481482,-9.814814814814817,other
蒲田1,Re:ゼロから始める異世界生活 season2,火,9,55.55555555555556,39.81481481481482,15.74074074074074,other
蒲田1,Re:ゼロから始める異世界生活 season2,水,16,25.0,39.81481481481482,-14.814814814814817,other
蒲田1,Re:ゼロから始める異世界生活 season2,木,18,44.44444444444444,39.81481481481482,4.629629629629626,other
蒲田1,Re:ゼロから始める異世界生活 season2,金,19,52.63157894736842,39.81481481481482,12.816764132553601,other
蒲田1,Re:ゼロから始める異世界生活 season2,土,19,42.10526315789473,39.81481481481482,2.290448343079916,other
蒲田1,Re:ゼロから始める異世界生活 season2,日,17,29.411764705882355,39.81481481481482,-10.403050108932462,other
蒲田1,SHAKE BONUS TRIGGER,月,44,27.27272727272727,30.124223602484474,-2.851496329757204,bt
蒲田1,SHAKE BONUS TRIGGER,火,45,17.77777777777778,30.124223602484474,-12.346445824706695,bt
蒲田1,SHAKE BONUS TRIGGER,水,46,34.78260869565217,30.124223602484474,4.658385093167698,bt
蒲田1,SHAKE BONUS TRIGGER,木,45,31.11111111111111,30.124223602484474,0.9868875086266371,bt
蒲田1,SHAKE BONUS TRIGGER,金,46,32.608695652173914,30.124223602484474,2.4844720496894404,bt
蒲田1,SHAKE BONUS TRIGGER,土,48,20.833333333333336,30.124223602484474,-9.290890269151138,bt
蒲田1,SHAKE BONUS TRIGGER,日,48,45.83333333333333,30.124223602484474,15.709109730848855,bt
蒲田1,ToLOVEるダークネス,月,114,38.59649122807017,33.29268292682927,5.303808301240899,other
蒲田1,ToLOVEるダークネス,火,113,29.20353982300885,33.29268292682927,-4.0891431038204225,other
蒲田1,ToLOVEるダークネス,水,118,27.966101694915253,33.29268292682927,-5.3265812319140196,other
