hall,weekday,dominant_category,dominant_category_share_of_majority,n_machines_excl_dominant,n_positive_excl_dominant,agreement_rate_excl_dominant,p_value_excl_dominant,signal_survives_without_dominant_category,note
みとや,土,other,0.7142857142857143,28,18,0.6428571428571429,0.1849333420395851,False,
