hall,machine_name,weekday,n,hit104_rate,baseline_hit104_rate,residual,category
ARROW, サラリーマン金太郎,月,46,32.608695652173914,28.484848484848484,4.1238471673254296,other
ARROW, サラリーマン金太郎,火,44,25.0,28.484848484848484,-3.4848484848484844,other
ARROW, サラリーマン金太郎,水,47,10.638297872340425,28.484848484848484,-17.84655061250806,other
ARROW, サラリーマン金太郎,木,46,26.08695652173913,28.484848484848484,-2.3978919631093554,other
ARROW, サラリーマン金太郎,金,50,28.000000000000004,28.484848484848484,-0.48484848484848087,other
ARROW, サラリーマン金太郎,土,51,45.09803921568628,28.484848484848484,16.613190730837793,other
ARROW, サラリーマン金太郎,日,46,30.434782608695656,28.484848484848484,1.9499341238471715,other
ARROW,Re:ゼロから始める異世界生活 season2,月,14,35.714285714285715,31.782945736434108,3.931339977851607,other
ARROW,Re:ゼロから始める異世界生活 season2,火,16,37.5,31.782945736434108,5.717054263565892,other
ARROW,Re:ゼロから始める異世界生活 season2,水,20,30.0,31.782945736434108,-1.7829457364341081,other
ARROW,Re:ゼロから始める異世界生活 season2,木,19,26.31578947368421,31.782945736434108,-5.467156262749899,other
ARROW,Re:ゼロから始める異世界生活 season2,金,20,30.0,31.782945736434108,-1.7829457364341081,other
ARROW,Re:ゼロから始める異世界生活 season2,土,20,45.0,31.782945736434108,13.217054263565892,other
ARROW,Re:ゼロから始める異世界生活 season2,日,20,20.0,31.782945736434108,-11.782945736434108,other
ARROW,SHAKE BONUS TRIGGER,月,51,37.254901960784316,33.711048158640224,3.543853802144092,bt
ARROW,SHAKE BONUS TRIGGER,火,48,47.91666666666667,33.711048158640224,14.205618508026447,bt
ARROW,SHAKE BONUS TRIGGER,水,51,37.254901960784316,33.711048158640224,3.543853802144092,bt
ARROW,SHAKE BONUS TRIGGER,木,51,27.450980392156865,33.711048158640224,-6.26006776648336,bt
ARROW,SHAKE BONUS TRIGGER,金,51,25.49019607843137,33.711048158640224,-8.220852080208854,bt
ARROW,SHAKE BONUS TRIGGER,土,51,27.450980392156865,33.711048158640224,-6.26006776648336,bt
ARROW,SHAKE BONUS TRIGGER,日,50,34.0,33.711048158640224,0.2889518413597756,bt
ARROW,Sister Quest,月,26,30.76923076923077,31.958762886597935,-1.1895321173671647,other
ARROW,Sister Quest,火,27,29.629629629629626,31.958762886597935,-2.3291332569683085,other
ARROW,Sister Quest,水,28,14.285714285714285,31.958762886597935,-17.67304860088365,other
ARROW,Sister Quest,木,27,33.33333333333333,31.958762886597935,1.3745704467353939,other
ARROW,Sister Quest,金,28,42.857142857142854,31.958762886597935,10.89837997054492,other
ARROW,Sister Quest,土,29,48.275862068965516,31.958762886597935,16.31709918236758,other
ARROW,Sister Quest,日,29,24.137931034482758,31.958762886597935,-7.820831852115177,other
ARROW,ToLOVEるダークネス,月,144,33.33333333333333,35.14018691588785,-1.806853582554524,other
ARROW,ToLOVEるダークネス,火,144,39.58333333333333,35.14018691588785,4.443146417445476,other
ARROW,ToLOVEるダークネス,水,157,28.02547770700637,35.14018691588785,-7.114709208881482,other
ARROW,ToLOVEるダークネス,木,155,34.193548387096776,35.14018691588785,-0.9466385287910768,other
ARROW,ToLOVEるダークネス,金,154,35.714285714285715,35.14018691588785,0.5740987983978627,other
ARROW,ToLOVEるダークネス,土,158,37.34177215189873,35.14018691588785,2.201585236010878,other
ARROW,ToLOVEるダークネス,日,158,37.9746835443038,35.14018691588785,2.8344966284159483,other
ARROW,ありふれた職業で世界最強,月,36,25.0,26.642335766423358,-1.6423357664233578,other
ARROW,ありふれた職業で世界最強,火,37,24.324324324324326,26.642335766423358,-2.3180114420990314,other
ARROW,ありふれた職業で世界最強,水,36,25.0,26.642335766423358,-1.6423357664233578,other
ARROW,ありふれた職業で世界最強,木,42,19.047619047619047,26.642335766423358,-7.59471671880431,other
ARROW,ありふれた職業で世界最強,金,40,20.0,26.642335766423358,-6.642335766423358,other
ARROW,ありふれた職業で世界最強,土,42,42.857142857142854,26.642335766423358,16.214807090719496,other
ARROW,ありふれた職業で世界最強,日,41,29.268292682926827,26.642335766423358,2.625956916503469,other
ARROW,いざ！番長,月,348,28.735632183908045,27.379983726606998,1.3556484573010472,other
ARROW,いざ！番長,火,351,19.37321937321937,27.379983726606998,-8.006764353387627,other
ARROW,いざ！番長,水,345,30.144927536231886,27.379983726606998,2.7649438096248886,other
ARROW,いざ！番長,木,351,23.931623931623932,27.379983726606998,-3.448359794983066,other
ARROW,いざ！番長,金,350,26.571428571428573,27.379983726606998,-0.8085551551784249,other
ARROW,いざ！番長,土,357,31.092436974789916,27.379983726606998,3.7124532481829178,other
