hall,machine_name,weekday,n,hit104_rate,baseline_hit104_rate,residual,category
金時,Re:ゼロから始める異世界生活 season2,月,20,30.0,24.528301886792452,5.471698113207548,other
金時,Re:ゼロから始める異世界生活 season2,火,20,45.0,24.528301886792452,20.471698113207548,other
金時,Re:ゼロから始める異世界生活 season2,水,23,34.78260869565217,24.528301886792452,10.25430680885972,other
金時,Re:ゼロから始める異世界生活 season2,木,19,10.526315789473683,24.528301886792452,-14.001986097318769,other
金時,Re:ゼロから始める異世界生活 season2,金,20,10.0,24.528301886792452,-14.528301886792452,other
金時,Re:ゼロから始める異世界生活 season2,土,27,33.33333333333333,24.528301886792452,8.805031446540877,other
金時,Re:ゼロから始める異世界生活 season2,日,30,10.0,24.528301886792452,-14.528301886792452,other
金時,SHAKE BONUS TRIGGER,月,32,25.0,32.432432432432435,-7.432432432432435,bt
金時,SHAKE BONUS TRIGGER,火,31,35.483870967741936,32.432432432432435,3.051438535309501,bt
金時,SHAKE BONUS TRIGGER,水,32,43.75,32.432432432432435,11.317567567567565,bt
金時,SHAKE BONUS TRIGGER,木,32,37.5,32.432432432432435,5.067567567567565,bt
金時,SHAKE BONUS TRIGGER,金,31,29.03225806451613,32.432432432432435,-3.4001743679163035,bt
金時,SHAKE BONUS TRIGGER,土,32,31.25,32.432432432432435,-1.1824324324324351,bt
金時,SHAKE BONUS TRIGGER,日,32,25.0,32.432432432432435,-7.432432432432435,bt
金時,ToLOVEるダークネス,月,65,35.38461538461539,30.426356589147286,4.958258795468101,other
金時,ToLOVEるダークネス,火,70,30.0,30.426356589147286,-0.4263565891472858,other
金時,ToLOVEるダークネス,水,67,32.83582089552239,30.426356589147286,2.409464306375103,other
金時,ToLOVEるダークネス,木,65,30.76923076923077,30.426356589147286,0.34287418008348425,other
金時,ToLOVEるダークネス,金,70,31.428571428571427,30.426356589147286,1.0022148394241412,other
金時,ToLOVEるダークネス,土,88,31.818181818181817,30.426356589147286,1.3918252290345308,other
金時,ToLOVEるダークネス,日,91,23.076923076923077,30.426356589147286,-7.349433512224209,other
金時,いざ！番長,月,89,29.213483146067414,28.247734138972806,0.9657490070946082,other
金時,いざ！番長,火,85,28.235294117647058,28.247734138972806,-0.012440021325748063,other
金時,いざ！番長,水,81,25.925925925925924,28.247734138972806,-2.3218082130468822,other
金時,いざ！番長,木,86,25.581395348837212,28.247734138972806,-2.666338790135594,other
金時,いざ！番長,金,88,32.95454545454545,28.247734138972806,4.706811315572647,other
金時,いざ！番長,土,118,24.576271186440678,28.247734138972806,-3.671462952532128,other
金時,いざ！番長,日,115,31.30434782608696,28.247734138972806,3.0566136871141545,other
