hall,machine_name,weekday,n,hit104_rate,baseline_hit104_rate,residual,category
ヒロキ, サラリーマン金太郎,月,27,40.74074074074074,26.351351351351347,14.389389389389393,other
ヒロキ, サラリーマン金太郎,火,31,41.935483870967744,26.351351351351347,15.584132519616396,other
ヒロキ, サラリーマン金太郎,水,27,11.11111111111111,26.351351351351347,-15.240240240240237,other
ヒロキ, サラリーマン金太郎,木,39,17.94871794871795,26.351351351351347,-8.402633402633398,other
ヒロキ, サラリーマン金太郎,金,38,28.947368421052634,26.351351351351347,2.5960170697012863,other
ヒロキ, サラリーマン金太郎,土,68,26.47058823529412,26.351351351351347,0.11923688394277221,other
ヒロキ, サラリーマン金太郎,日,66,22.727272727272727,26.351351351351347,-3.6240786240786207,other
ヒロキ,Re:ゼロから始める異世界生活 season2,月,36,33.33333333333333,27.364864864864863,5.9684684684684655,other
ヒロキ,Re:ゼロから始める異世界生活 season2,火,37,18.91891891891892,27.364864864864863,-8.445945945945944,other
ヒロキ,Re:ゼロから始める異世界生活 season2,水,33,30.303030303030305,27.364864864864863,2.9381654381654414,other
ヒロキ,Re:ゼロから始める異世界生活 season2,木,34,23.52941176470588,27.364864864864863,-3.8354531001589827,other
ヒロキ,Re:ゼロから始める異世界生活 season2,金,37,16.216216216216218,27.364864864864863,-11.148648648648646,other
ヒロキ,Re:ゼロから始める異世界生活 season2,土,66,25.757575757575758,27.364864864864863,-1.6072891072891053,other
ヒロキ,Re:ゼロから始める異世界生活 season2,日,53,39.62264150943396,27.364864864864863,12.257776644569098,other
ヒロキ,SHAKE BONUS TRIGGER,月,31,25.806451612903224,33.48623853211009,-7.679786919206869,bt
ヒロキ,SHAKE BONUS TRIGGER,火,31,41.935483870967744,33.48623853211009,8.44924533885765,bt
ヒロキ,SHAKE BONUS TRIGGER,水,32,43.75,33.48623853211009,10.263761467889907,bt
ヒロキ,SHAKE BONUS TRIGGER,木,30,30.0,33.48623853211009,-3.486238532110093,bt
ヒロキ,SHAKE BONUS TRIGGER,金,31,29.03225806451613,33.48623853211009,-4.453980467593961,bt
ヒロキ,SHAKE BONUS TRIGGER,土,32,34.375,33.48623853211009,0.888761467889907,bt
ヒロキ,SHAKE BONUS TRIGGER,日,31,29.03225806451613,33.48623853211009,-4.453980467593961,bt
ヒロキ,Sister Quest,月,38,36.84210526315789,28.27586206896552,8.56624319419237,other
ヒロキ,Sister Quest,火,36,30.555555555555557,28.27586206896552,2.2796934865900376,other
ヒロキ,Sister Quest,水,28,21.428571428571427,28.27586206896552,-6.8472906403940925,other
ヒロキ,Sister Quest,木,26,19.230769230769234,28.27586206896552,-9.045092838196286,other
ヒロキ,Sister Quest,金,32,12.5,28.27586206896552,-15.77586206896552,other
ヒロキ,Sister Quest,土,67,26.865671641791046,28.27586206896552,-1.4101904271744736,other
ヒロキ,Sister Quest,日,63,38.095238095238095,28.27586206896552,9.819376026272575,other
ヒロキ,ToLOVEるダークネス,月,43,34.883720930232556,27.058823529411764,7.824897400820792,other
ヒロキ,ToLOVEるダークネス,火,48,22.916666666666664,27.058823529411764,-4.1421568627451,other
ヒロキ,ToLOVEるダークネス,水,53,22.641509433962266,27.058823529411764,-4.417314095449498,other
ヒロキ,ToLOVEるダークネス,木,54,38.88888888888889,27.058823529411764,11.830065359477128,other
ヒロキ,ToLOVEるダークネス,金,54,31.48148148148148,27.058823529411764,4.4226579520697165,other
ヒロキ,ToLOVEるダークネス,土,88,21.59090909090909,27.058823529411764,-5.467914438502675,other
ヒロキ,ToLOVEるダークネス,日,85,23.52941176470588,27.058823529411764,-3.529411764705884,other
ヒロキ,ToLOVEるダークネス TRANCE ver.8.7,月,145,35.172413793103445,33.07240704500978,2.100006748093662,other
ヒロキ,ToLOVEるダークネス TRANCE ver.8.7,火,125,31.2,33.07240704500978,-1.8724070450097834,other
ヒロキ,ToLOVEるダークネス TRANCE ver.8.7,水,122,32.78688524590164,33.07240704500978,-0.285521799108146,other
ヒロキ,ToLOVEるダークネス TRANCE ver.8.7,木,106,38.67924528301887,33.07240704500978,5.6068382380090895,other
ヒロキ,ToLOVEるダークネス TRANCE ver.8.7,金,132,31.060606060606062,33.07240704500978,-2.0118009844037203,other
ヒロキ,ToLOVEるダークネス TRANCE ver.8.7,土,199,32.663316582914575,33.07240704500978,-0.4090904620952074,other
ヒロキ,ToLOVEるダークネス TRANCE ver.8.7,日,193,31.606217616580313,33.07240704500978,-1.4661894284294696,other
ヒロキ,ありふれた職業で世界最強,月,68,29.411764705882355,29.063097514340345,0.34866719154200965,other
ヒロキ,ありふれた職業で世界最強,火,70,30.0,29.063097514340345,0.9369024856596546,other
ヒロキ,ありふれた職業で世界最強,水,65,29.230769230769234,29.063097514340345,0.16767171642888812,other
ヒロキ,ありふれた職業で世界最強,木,62,20.967741935483872,29.063097514340345,-8.095355578856473,other
ヒロキ,ありふれた職業で世界最強,金,67,31.343283582089555,29.063097514340345,2.2801860677492094,other
ヒロキ,ありふれた職業で世界最強,土,96,30.208333333333332,29.063097514340345,1.1452358189929868,other
ヒロキ,ありふれた職業で世界最強,日,95,30.526315789473685,29.063097514340345,1.4632182751333396,other
ヒロキ,いざ！番長,月,169,27.810650887573964,26.68213457076566,1.1285163168083052,other
ヒロキ,いざ！番長,火,162,31.48148148148148,26.68213457076566,4.799346910715823,other
ヒロキ,いざ！番長,水,162,22.22222222222222,26.68213457076566,-4.459912348543437,other
ヒロキ,いざ！番長,木,144,24.305555555555554,26.68213457076566,-2.3765790152101047,other
ヒロキ,いざ！番長,金,179,26.81564245810056,26.68213457076566,0.1335078873349005,other
ヒロキ,いざ！番長,土,242,30.57851239669421,26.68213457076566,3.8963778259285533,other
ヒロキ,いざ！番長,日,235,22.97872340425532,26.68213457076566,-3.703411166510339,other
ヒロキ,うみねこのなく頃に2,月,17,35.294117647058826,32.142857142857146,3.15126050420168,bt
ヒロキ,うみねこのなく頃に2,火,16,37.5,32.142857142857146,5.357142857142854,bt
ヒロキ,うみねこのなく頃に2,水,14,35.714285714285715,32.142857142857146,3.5714285714285694,bt
ヒロキ,うみねこのなく頃に2,木,15,26.666666666666668,32.142857142857146,-5.476190476190478,bt
ヒロキ,うみねこのなく頃に2,金,16,37.5,32.142857142857146,5.357142857142854,bt
ヒロキ,うみねこのなく頃に2,土,17,35.294117647058826,32.142857142857146,3.15126050420168,bt
ヒロキ,うみねこのなく頃に2,日,17,17.647058823529413,32.142857142857146,-14.495798319327733,bt
ヒロキ,かぐや様は告らせたい,月,273,29.67032967032967,27.697662854301342,1.9726668160283296,other
ヒロキ,かぐや様は告らせたい,火,244,21.721311475409834,27.697662854301342,-5.976351378891508,other
ヒロキ,かぐや様は告らせたい,水,228,21.49122807017544,27.697662854301342,-6.2064347841259035,other
ヒロキ,かぐや様は告らせたい,木,217,25.806451612903224,27.697662854301342,-1.8912112413981177,other
ヒロキ,かぐや様は告らせたい,金,245,27.755102040816325,27.697662854301342,0.057439186514983476,other
ヒロキ,かぐや様は告らせたい,土,410,29.756097560975608,27.697662854301342,2.058434706674266,other
ヒロキ,かぐや様は告らせたい,日,394,32.48730964467005,27.697662854301342,4.789646790368707,other
ヒロキ,からくりサーカス,月,227,34.801762114537446,30.38263849229012,4.4191236222473265,other
ヒロキ,からくりサーカス,火,193,32.64248704663213,30.38263849229012,2.259848554342007,other
ヒロキ,からくりサーカス,水,192,30.208333333333332,30.38263849229012,-0.17430515895678766,other
ヒロキ,からくりサーカス,木,159,34.59119496855346,30.38263849229012,4.20855647626334,other
ヒロキ,からくりサーカス,金,213,28.169014084507044,30.38263849229012,-2.213624407783076,other
ヒロキ,からくりサーカス,土,390,27.94871794871795,30.38263849229012,-2.433920543572171,other
ヒロキ,からくりサーカス,日,377,28.647214854111407,30.38263849229012,-1.7354236381787125,other
ヒロキ,この素晴らしい世界に祝福を！,月,184,25.0,28.11094452773613,-3.1109445277361303,other
ヒロキ,この素晴らしい世界に祝福を！,火,170,29.411764705882355,28.11094452773613,1.3008201781462247,other
ヒロキ,この素晴らしい世界に祝福を！,水,189,28.04232804232804,28.11094452773613,-0.06861648540808929,other
ヒロキ,この素晴らしい世界に祝福を！,木,175,31.428571428571427,28.11094452773613,3.3176269008352968,other
ヒロキ,この素晴らしい世界に祝福を！,金,189,29.100529100529098,28.11094452773613,0.9895845727929675,other
ヒロキ,この素晴らしい世界に祝福を！,土,218,27.981651376146786,28.11094452773613,-0.1292931515893443,other
ヒロキ,この素晴らしい世界に祝福を！,日,209,26.31578947368421,28.11094452773613,-1.7951550540519214,other
