hall,machine_name,weekday,n,hit104_rate,baseline_hit104_rate,residual,category
ザシティ,A‐SLOT+ 異世界かるてっと,月,16,31.25,26.605504587155966,4.644495412844034,bt
ザシティ,A‐SLOT+ 異世界かるてっと,火,16,31.25,26.605504587155966,4.644495412844034,bt
ザシティ,A‐SLOT+ 異世界かるてっと,水,16,12.5,26.605504587155966,-14.105504587155966,bt
ザシティ,A‐SLOT+ 異世界かるてっと,木,15,40.0,26.605504587155966,13.394495412844034,bt
ザシティ,A‐SLOT+ 異世界かるてっと,金,14,14.285714285714285,26.605504587155966,-12.319790301441682,bt
ザシティ,A‐SLOT+ 異世界かるてっと,土,16,12.5,26.605504587155966,-14.105504587155966,bt
ザシティ,A‐SLOT+ 異世界かるてっと,日,16,43.75,26.605504587155966,17.144495412844034,bt
ザシティ,SHAKE BONUS TRIGGER,月,17,11.76470588235294,24.347826086956523,-12.583120204603583,bt
ザシティ,SHAKE BONUS TRIGGER,火,16,25.0,24.347826086956523,0.6521739130434767,bt
ザシティ,SHAKE BONUS TRIGGER,水,14,21.428571428571427,24.347826086956523,-2.9192546583850962,bt
ザシティ,SHAKE BONUS TRIGGER,木,17,29.411764705882355,24.347826086956523,5.063938618925832,bt
ザシティ,SHAKE BONUS TRIGGER,金,17,35.294117647058826,24.347826086956523,10.946291560102303,bt
ザシティ,SHAKE BONUS TRIGGER,土,17,29.411764705882355,24.347826086956523,5.063938618925832,bt
ザシティ,SHAKE BONUS TRIGGER,日,17,17.647058823529413,24.347826086956523,-6.70076726342711,bt
ザシティ,ToLOVEるダークネス,月,33,18.181818181818183,28.57142857142857,-10.389610389610386,other
ザシティ,ToLOVEるダークネス,火,32,28.125,28.57142857142857,-0.4464285714285694,other
ザシティ,ToLOVEるダークネス,水,32,25.0,28.57142857142857,-3.5714285714285694,other
ザシティ,ToLOVEるダークネス,木,29,27.586206896551722,28.57142857142857,-0.985221674876847,other
ザシティ,ToLOVEるダークネス,金,36,44.44444444444444,28.57142857142857,15.873015873015873,other
ザシティ,ToLOVEるダークネス,土,37,35.13513513513514,28.57142857142857,6.5637065637065675,other
ザシティ,ToLOVEるダークネス,日,39,20.51282051282051,28.57142857142857,-8.058608058608058,other
ザシティ,ToLOVEるダークネス TRANCE ver.8.7,月,80,32.5,31.62393162393162,0.8760683760683783,other
ザシティ,ToLOVEるダークネス TRANCE ver.8.7,火,79,20.253164556962027,31.62393162393162,-11.370767066969595,other
ザシティ,ToLOVEるダークネス TRANCE ver.8.7,水,83,36.144578313253014,31.62393162393162,4.520646689321392,other
ザシティ,ToLOVEるダークネス TRANCE ver.8.7,木,75,37.333333333333336,31.62393162393162,5.709401709401714,other
ザシティ,ToLOVEるダークネス TRANCE ver.8.7,金,84,32.142857142857146,31.62393162393162,0.5189255189255242,other
ザシティ,ToLOVEるダークネス TRANCE ver.8.7,土,93,33.33333333333333,31.62393162393162,1.7094017094017069,other
ザシティ,ToLOVEるダークネス TRANCE ver.8.7,日,91,29.67032967032967,31.62393162393162,-1.9536019536019502,other
ザシティ,いざ！番長,月,55,27.27272727272727,27.61904761904762,-0.3463203463203506,other
ザシティ,いざ！番長,火,62,30.64516129032258,27.61904761904762,3.0261136712749597,other
ザシティ,いざ！番長,水,60,20.0,27.61904761904762,-7.61904761904762,other
ザシティ,いざ！番長,木,54,25.925925925925924,27.61904761904762,-1.6931216931216966,other
ザシティ,いざ！番長,金,57,28.07017543859649,27.61904761904762,0.45112781954886927,other
ザシティ,いざ！番長,土,66,27.27272727272727,27.61904761904762,-0.3463203463203506,other
ザシティ,いざ！番長,日,66,33.33333333333333,27.61904761904762,5.714285714285708,other
ザシティ,うみねこのなく頃に2,月,17,29.411764705882355,30.252100840336134,-0.8403361344537785,bt
ザシティ,うみねこのなく頃に2,火,17,35.294117647058826,30.252100840336134,5.0420168067226925,bt
ザシティ,うみねこのなく頃に2,水,18,33.33333333333333,30.252100840336134,3.081232492997195,bt
ザシティ,うみねこのなく頃に2,木,17,35.294117647058826,30.252100840336134,5.0420168067226925,bt
