hall,weekday,category,n_machines,n_positive,n_negative,agreement_rate,mean_residual,median_residual
ARROW,土,bt,15,8,7,0.5333333333333333,0.4052704150273662,2.943912812333867
ARROW,土,hana,3,2,1,0.6666666666666666,-0.005928558252027945,0.49930777785342784
ARROW,土,jug,9,1,8,0.1111111111111111,-1.3424042457602314,-1.908672037890291
ARROW,土,oki,2,0,2,0.0,-1.4544304973781674,-1.4544304973781674
ARROW,土,other,79,48,31,0.6075949367088608,1.4289317232790746,1.2404049104388974
ARROW,日,bt,15,6,9,0.4,-1.4815605195012371,-0.7567567567567579
ARROW,日,hana,3,0,3,0.0,-3.036439618511371,-3.009464151971134
ARROW,日,jug,9,1,8,0.1111111111111111,-0.6493136958866792,-0.5611094776046279
ARROW,日,oki,2,1,1,0.5,-0.7979913278841657,-0.7979913278841657
ARROW,日,other,79,46,33,0.5822784810126582,0.15683209119601013,0.7500552624486829
ARROW,月,bt,15,9,6,0.6,1.342661997707242,2.4589295177530524
ARROW,月,hana,3,1,2,0.3333333333333333,-0.6947074635410679,-1.976436438145651
ARROW,月,jug,9,5,4,0.5555555555555556,0.8261689707978057,0.7239234055334478
ARROW,月,oki,2,2,0,1.0,0.6680075252239988,0.6680075252239988
ARROW,月,other,79,40,39,0.5063291139240507,-0.5263797839299675,0.02800947229426498
ARROW,木,bt,15,8,7,0.5333333333333333,2.754317701593166,1.2377936542601269
ARROW,木,hana,3,2,1,0.6666666666666666,2.9592834326144497,3.876207649792555
ARROW,木,jug,9,3,6,0.3333333333333333,-1.493452530575573,-0.6849016904882816
ARROW,木,oki,2,2,0,1.0,4.993439864475816,4.993439864475816
ARROW,木,other,79,32,47,0.4050632911392405,-0.24315886580761456,-0.41706457206093006
ARROW,水,bt,15,9,6,0.6,1.4857957777381172,0.5940555490631496
ARROW,水,hana,3,3,0,1.0,2.0009133158667347,2.057314897413022
ARROW,水,jug,9,5,4,0.5555555555555556,1.415528789846446,0.09431908873249739
ARROW,水,oki,2,1,1,0.5,-1.4915472622777983,-1.4915472622777983
ARROW,水,other,79,28,51,0.35443037974683544,-0.9396705600862071,-1.3188699859528654
ARROW,火,bt,15,8,7,0.5333333333333333,-2.336031961071417,0.1107715813598169
ARROW,火,hana,3,2,1,0.6666666666666666,-2.145397659398938,0.2763795818793824
ARROW,火,jug,9,6,3,0.6666666666666666,1.3184692868721295,0.7546799960795809
ARROW,火,oki,2,2,0,1.0,2.5467820964880428,2.5467820964880428
ARROW,火,other,79,40,39,0.5063291139240507,-0.16490471922385683,0.1378900697935883
ARROW,金,bt,15,6,9,0.4,-1.8294753519178484,-1.4771556166265931
ARROW,金,hana,3,2,1,0.6666666666666666,0.8566115741084843,2.486576835453185
ARROW,金,jug,9,5,4,0.5555555555555556,-0.05193164581208581,0.5669275536825218
ARROW,金,oki,2,0,2,0.0,-3.7167336161916715,-3.7167336161916715
ARROW,金,other,79,36,43,0.45569620253164556,0.11364730573903785,-0.48484848484848087
