hall,days,strong_days,recovery_days,daily_path,allocation_path,offset_path,model_path,report_path
蒲田7,360,53,57,eda\results\hall_budget_allocation_light_smoke\kamata7_daily_budget_index.csv,eda\results\hall_budget_allocation_light_smoke\kamata7_allocation_by_axis.csv,eda\results\hall_budget_allocation_light_smoke\kamata7_offset_pairs.csv,eda\results\hall_budget_allocation_light_smoke\kamata7_light_model_eval.csv,eda\results\hall_budget_allocation_light_smoke\kamata7_budget_regime_report.md
