date,machine_number,machine_name,last_digit,is_zorome,games_normalized,diff_coins_normalized,date_dt,dd,dow,mmdd,is_event,is_month_end,is_0707,floor,section,section_min,section_max,rank_from_min,rank_from_max,section_size,section_size_group,lr,kakuban_old,kakuban_new,seg,segment,hist_payout_row,kakuban,dd_key,dow_key,c1,c2,c3,c4,c5,c6,hist_diff,hist_payout,hist_winrate,hist_hit_an,a_seg_hist_coverage,a_seg_fallback_count,hist_metric,composite,variant,test_date,dow_name,rank
20260622,3354,ネオアイムジャグラーEX,4,0,4557,2100,2026-06-22,22,0,0622,True,False,False,3F,3341-3362,3341,3362,14,9,22,large,L,9,9,A,3F_L_A,115.36098310291858,9,22,0,357.95454545454544,100.0,1950.0,150.0,0.0,0.0,357.95454545454544,98.85984222787387,0.5227272727272727,35.22727272727273,100.0,0.0,35.22727272727273,1.0,v9c_percentile,2026-06-22,Monday,1
20260622,3353,ネオアイムジャグラーEX,3,0,5763,0,2026-06-22,22,0,0622,True,False,False,3F,3341-3362,3341,3362,13,10,22,large,L,10,10,A,3F_L_A,100.0,10,22,0,217.04545454545453,150.0,1950.0,150.0,0.0,0.0,217.04545454545453,97.55159852420884,0.4431818181818182,25.0,100.0,0.0,25.0,0.9895833333333334,v9c_percentile,2026-06-22,Monday,2
20260622,3326,ネオアイムジャグラーEX,6,0,4805,0,2026-06-22,22,0,0622,True,False,False,3F,3325-3340,3325,3340,2,15,16,large,L,2,2,A,3F_L_A,100.0,2,22,0,178.78787878787878,0.0,573.0769230769231,28.846153846153847,0.0,50.0,102.27272727272727,96.48984173566336,0.38636363636363635,27.27272727272727,100.0,0.0,27.27272727272727,0.9791666666666666,v9c_percentile,2026-06-22,Monday,3
20260622,3266,マイジャグラーV,6,1,8459,2000,2026-06-22,22,0,0622,True,False,False,3F,3265-3280,3265,3280,2,15,16,large,L,2,2,A,3F_L_A,107.88115222445522,2,22,0,178.78787878787878,0.0,573.0769230769231,28.846153846153847,0.0,50.0,228.4090909090909,98.6906225685606,0.48863636363636365,26.136363636363637,100.0,0.0,26.136363636363637,0.96875,v9c_percentile,2026-06-22,Monday,4
20260622,3166,ファンキージャグラー2,6,1,8246,-500,2026-06-22,22,0,0622,True,False,False,3F,3156-3167,3156,3167,11,2,12,medium,L,11,2,A,3F_L_A,97.97881801277387,2,22,0,174.4318181818182,0.0,573.0769230769231,28.846153846153847,0.0,50.0,355.6818181818182,98.00003312801672,0.38636363636363635,30.681818181818183,100.0,0.0,30.681818181818183,0.9583333333333334,v9c_percentile,2026-06-22,Monday,5
20260622,3169,ゴーゴージャグラー3,9,0,3070,1100,2026-06-22,22,0,0622,True,False,False,3F,3168-3180,3168,3180,2,12,13,medium,L,2,2,A,3F_L_A,111.94353963083606,2,22,0,174.4318181818182,0.0,573.0769230769231,28.846153846153847,0.0,50.0,163.63636363636363,97.16880346218473,0.3977272727272727,27.27272727272727,100.0,0.0,27.27272727272727,0.9479166666666666,v9c_percentile,2026-06-22,Monday,6
20260622,3011,キングハナハナ-30,1,1,7350,1600,2026-06-22,22,0,0622,True,False,False,3F,3001-3016,3001,3016,11,6,16,large,R,11,11,A,3F_R_A,107.2562358276644,11,22,0,275.90909090909093,200.0,327.27272727272725,268.42105263157896,0.0,0.0,519.3181818181819,99.97606287890025,0.45454545454545453,35.22727272727273,100.0,0.0,35.22727272727273,0.9434593560591135,v9c_percentile,2026-06-22,Monday,7
20260622,3296,ハッピージャグラーVIII,6,0,1261,-500,2026-06-22,22,0,0622,True,False,False,3F,3295-3309,3295,3309,2,14,15,large,L,2,2,A,3F_L_A,86.78297647369813,2,22,0,178.78787878787878,0.0,573.0769230769231,28.846153846153847,0.0,50.0,180.6818181818182,97.03978353829598,0.3409090909090909,20.454545454545457,100.0,0.0,20.454545454545457,0.9375,v9c_percentile,2026-06-22,Monday,8
20260622,2330,プリズムナナ,0,0,2496,-2000,2026-06-22,22,0,0622,True,False,False,2F,2330-2351,2330,2351,1,22,22,large,R,22,22,N,2F_R_N,73.29059829059828,22,22,0,13.636363636363637,0.0,6550.0,-1250.0,0.0,50.0,13.636363636363637,99.61530157451726,0.36363636363636365,28.40909090909091,0.0,0.0,28.40909090909091,0.9355008165221742,v9c_percentile,2026-06-22,Monday,9
20260622,3335,ネオアイムジャグラーEX,5,0,7686,-500,2026-06-22,22,0,0622,True,False,False,3F,3325-3340,3325,3340,11,6,16,large,R,11,11,A,3F_R_A,97.8315552086044,11,22,0,275.90909090909093,200.0,327.27272727272725,268.42105263157896,0.0,50.0,297.72727272727275,97.31338879311784,0.4318181818181818,31.818181818181817,100.0,0.0,31.818181818181817,0.9332043630584709,v9c_percentile,2026-06-22,Monday,10
