date,machine_number,machine_name,last_digit,is_zorome,games_normalized,diff_coins_normalized,date_dt,dd,dow,mmdd,is_event,is_month_end,is_0707,floor,section,section_min,section_max,rank_from_min,rank_from_max,section_size,section_size_group,lr,kakuban_old,kakuban_new,seg,segment,hist_payout_row,kakuban,dd_key,dow_key,c1,c2,c3,c4,c5,c6,hist_diff,hist_payout,hist_winrate,hist_hit_an,a_seg_hist_coverage,a_seg_fallback_count,hist_metric,composite,variant,test_date,dow_name,rank
20260622,3208,グランベルム,8,0,0,0,2026-06-22,22,0,0622,True,False,False,3F,3191-3208,3191,3208,18,1,18,large,L,1,18,N,3F_L_N,,18,22,0,300.0,0.0,1772.7272727272727,614.2857142857143,107.33381502890174,0.0,300.0,101.19553911001167,0.4797687861271676,33.23699421965318,0.0,0.0,33.23699421965318,518.1732016177465,v6a_hit_an,2026-06-22,Monday,1
20260622,3202,新ハナビ,2,0,0,0,2026-06-22,22,0,0622,True,False,False,3F,3191-3208,3191,3208,12,7,18,large,L,7,12,N,3F_L_N,,12,22,0,237.5722543352601,150.0,1145.4545454545455,236.73469387755102,204.3615344193379,0.0,237.5722543352601,99.02634879329536,0.4884393063583815,22.254335260115607,0.0,0.0,22.254335260115607,355.338715990863,v6a_hit_an,2026-06-22,Monday,2
20260622,3400,とある魔術の禁書目録,0,1,0,0,2026-06-22,22,0,0622,True,False,False,3F,3400-3401,3400,3401,1,2,2,small,R,1,2,N,3F_R_N,,2,22,0,473.4104046242775,50.0,390.90909090909093,673.469387755102,0.0,50.0,473.4104046242775,105.63780097741655,0.4393063583815029,34.39306358381503,0.0,0.0,34.39306358381503,344.14905573369657,v6a_hit_an,2026-06-22,Monday,3
20260622,2136,バイオハザード RE:3,6,0,0,0,2026-06-22,22,0,0622,True,False,False,2F,2129-2142,2129,2142,8,7,14,medium,R,8,8,N,2F_R_N,,8,22,0,308.1791907514451,100.0,862.987012987013,202.0408163265306,0.0,50.0,359.8265895953757,101.08984710983482,0.4624277456647399,37.861271676300575,0.0,0.0,37.861271676300575,313.0938083798943,v6a_hit_an,2026-06-22,Monday,4
20260622,2069,戦国乙女5 業火を穿つ宿焔の双刃,9,0,0,0,2026-06-22,22,0,0622,True,False,False,2F,2065-2076,2065,2076,5,8,12,medium,R,5,8,N,2F_R_N,,8,22,0,308.1791907514451,100.0,862.987012987013,202.0408163265306,0.0,50.0,358.95953757225436,100.75569194831712,0.41329479768786126,33.52601156069364,0.0,0.0,33.52601156069364,312.6602823683336,v6a_hit_an,2026-06-22,Monday,5
20260622,2060,戦国乙女5 業火を穿つ宿焔の双刃,0,0,0,0,2026-06-22,22,0,0622,True,False,False,2F,2053-2064,2053,2064,8,5,12,medium,R,8,8,N,2F_R_N,,8,22,0,308.1791907514451,100.0,862.987012987013,202.0408163265306,0.0,50.0,434.6820809248555,102.2047500476051,0.3872832369942196,32.369942196531795,0.0,0.0,32.369942196531795,312.5446754319174,v6a_hit_an,2026-06-22,Monday,6
20260622,2045,甲鉄城のカバネリ 海門(うなと)決戦,5,0,0,0,2026-06-22,22,0,0622,True,False,False,2F,2041-2052,2041,2052,5,8,12,medium,R,5,8,N,2F_R_N,,8,22,0,308.1791907514451,100.0,862.987012987013,202.0408163265306,0.0,50.0,206.64739884393063,99.58197074079577,0.37283236994219654,30.346820809248555,0.0,0.0,30.346820809248555,312.3423632931891,v6a_hit_an,2026-06-22,Monday,7
20260622,2109,モンスターハンターライズ,9,0,0,0,2026-06-22,22,0,0622,True,False,False,2F,2102-2114,2102,2114,8,6,13,medium,R,8,8,N,2F_R_N,,8,22,0,308.1791907514451,100.0,862.987012987013,202.0408163265306,0.0,50.0,419.36416184971097,102.67812103547078,0.3670520231213873,30.057803468208093,0.0,0.0,30.057803468208093,312.31346155908506,v6a_hit_an,2026-06-22,Monday,8
20260622,2018,甲鉄城のカバネリ 海門(うなと)決戦,8,0,0,0,2026-06-22,22,0,0622,True,False,False,2F,2011-2022,2011,2022,8,5,12,medium,R,8,8,N,2F_R_N,,8,22,0,308.1791907514451,100.0,862.987012987013,202.0408163265306,0.0,0.0,528.6127167630058,103.18635409383367,0.430635838150289,34.104046242774565,0.0,0.0,34.104046242774565,310.4680858365417,v6a_hit_an,2026-06-22,Monday,9
20260622,2147,バイオハザード RE:3,7,0,0,0,2026-06-22,22,0,0622,True,False,False,2F,2143-2154,2143,2154,5,8,12,medium,R,5,8,N,2F_R_N,,8,22,0,308.1791907514451,100.0,862.987012987013,202.0408163265306,0.0,0.0,308.95953757225436,100.00112186264194,0.3930635838150289,31.213872832369944,0.0,0.0,31.213872832369944,310.1790684955012,v6a_hit_an,2026-06-22,Monday,10
