variant,window,event_type,avg_diff,avg_diff_other,avg_diff_vs_other,win_rate,payout_rate,hit@10,hit@20,hit@50,lift@10,lift@20,lift@50,n_test_days
v10a_dow_boost,90,all,172.5078125,119.30358151355422,53.20423098644578,38.78125,99.98939691293569,0.8671875,1.6640625,4.3515625,1.23834375,1.1881406250000002,1.2428062500000001,256
v10a_dow_boost,90,event,234.86567164179104,149.37286459269916,85.49280704909188,41.343283582089555,100.96810120986038,0.835820895522388,1.6567164179104477,4.582089552238806,1.1935522388059705,1.1828955223880597,1.3086447761194029,67
v10a_dow_boost,90,non_event,150.4021164021164,108.64410021036528,41.75801619175113,37.87301587301587,99.6424488288407,0.8783068783068783,1.6666666666666667,4.26984126984127,1.2542222222222223,1.1900000000000002,1.2194666666666667,189
v10b_sat_adj,90,all,167.140625,119.70773719879519,47.43288780120482,38.703125,99.8932538388145,0.875,1.67578125,4.31640625,1.2495,1.1965078125000002,1.232765625,256
v10b_sat_adj,90,event,220.98507462686567,150.4180902715339,70.56698435533178,41.223880597014926,100.85976751641324,0.835820895522388,1.6865671641791045,4.537313432835821,1.1935522388059705,1.2042089552238808,1.2958567164179104,67
v10b_sat_adj,90,non_event,148.05291005291005,108.8209982788296,39.23191177408045,37.80952380952381,99.55062729702026,0.8888888888888888,1.6719576719576719,4.238095238095238,1.2693333333333334,1.1937777777777778,1.2104000000000001,189
v10c_full,90,all,168.421875,119.61125753012048,48.81061746987952,38.71875,99.91086719513281,0.8671875,1.66796875,4.29296875,1.23834375,1.1909296875000002,1.226071875,256
v10c_full,90,event,226.56716417910448,149.9977522028412,76.56941197626325,41.28358208955224,100.85685197214487,0.8208955223880597,1.6567164179104477,4.492537313432836,1.1722388059701494,1.1828955223880597,1.2830686567164178,67
v10c_full,90,non_event,147.8095238095238,108.83932555619302,38.97019825333078,37.80952380952381,99.57551809428725,0.8835978835978836,1.6719576719576719,4.222222222222222,1.2617777777777779,1.1937777777777778,1.2058666666666666,189
v6a_hit_an,90,all,170.484375,119.45594879518072,51.028426204819276,38.75,99.96611285317398,0.875,1.671875,4.375,1.2495,1.1937187500000002,1.2495,256
v6a_hit_an,90,event,230.6865671641791,149.68755619492896,80.99901096925014,41.343283582089555,100.9795891022297,0.8507462686567164,1.6865671641791045,4.626865671641791,1.2148656716417914,1.2042089552238808,1.3214328358208955,67
v6a_hit_an,90,non_event,149.14285714285714,108.73892394976733,40.40393319308982,37.83068783068783,99.60683820403784,0.8835978835978836,1.6666666666666667,4.285714285714286,1.2617777777777779,1.1900000000000002,1.224,189
