condition,difficulty,n_pairs,n_days,hit_at_2_mean,hit_at_3_mean,loss_mean,loss_p50,loss_p75,loss_p95,rank2_rescue_rate,rank3_rescue_rate,critical_miss_rate
anomaly_direction,anomaly,57,19,1.0,1.0,1084.2105263157894,0.0,0.0,5059.999999999982,1.0,,0.0
anomaly_direction,normal,375,125,0.9893333333333333,0.992,869.3333333333334,0.0,0.0,3950.0000000000055,0.6842105263157895,0.0,0.016
difficulty_failure,hit_day,420,140,1.0,1.0,788.8095238095239,0.0,0.0,3704.9999999999955,0.9047619047619048,0.0,0.004761904761904762
difficulty_failure,miss_day,12,4,0.6666666666666666,0.75,4708.333333333333,0.0,4975.0,20654.999999999993,0.2,0.0,0.3333333333333333
pred_span_quartile,Q1,108,79,0.9629629629629629,0.9722222222222222,3264.814814814815,0.0,2925.0,17030.0,0.625,0.0,0.05555555555555555
pred_span_quartile,Q2,108,83,1.0,1.0,241.66666666666666,0.0,0.0,1664.999999999999,1.0,,0.0
pred_span_quartile,Q3,108,80,1.0,1.0,84.25925925925925,0.0,0.0,564.9999999999991,1.0,,0.0
pred_span_quartile,Q4,108,82,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
weekday,fri_sat,126,42,1.0,1.0,400.0,0.0,0.0,2000.0,1.0,,0.0
weekday,mon_thu,183,61,0.9890710382513661,0.994535519125683,760.655737704918,0.0,0.0,3790.0000000000005,0.7142857142857143,0.0,0.01092896174863388
weekday,sunday,63,21,0.9841269841269841,0.9841269841269841,1957.142857142857,0.0,0.0,14499.999999999993,0.4,0.0,0.047619047619047616
weekday,wednesday,60,20,0.9833333333333333,0.9833333333333333,1248.3333333333333,0.0,0.0,7534.999999999998,0.8,0.0,0.016666666666666666
