metric,test_type,n_current,n_baseline,n_paired,mean_current,mean_baseline,delta_mean,ci_low,ci_high,p_value,cohens_d,cohens_d_label,condition,difficulty,p_value_adj_bonferroni,p_value_adj_bh,sig_raw_0_05,sig_bh_0_05,sig_bonf_0_05
critical_miss_rate,wilcoxon,57,57,57,0.0,0.017543859649122806,-0.017543859649122806,-0.05263157894736842,0.0,0.31731050786291415,-0.1873171623163388,negligible,anomaly_direction,anomaly,1.0,0.7240774319964888,False,False,False
hit_at_2,wilcoxon,57,57,57,1.0,0.9824561403508771,0.01754385964912286,0.0,0.05263157894736842,0.31731050786291415,0.18731716231633938,negligible,anomaly_direction,anomaly,1.0,0.7240774319964888,False,False,False
loss_value,wilcoxon,57,57,57,1084.2105263157894,1215.7894736842106,-131.57894736842127,-733.3333333333334,382.4561403508772,0.4652088184521418,-0.02624702060322126,negligible,anomaly_direction,anomaly,1.0,0.9304176369042837,False,False,False
critical_miss_rate,wilcoxon,375,375,375,0.016,0.010666666666666666,0.005333333333333334,-0.005333333333333333,0.016,0.31731050786291415,0.046449571004214596,negligible,anomaly_direction,normal,1.0,0.7240774319964888,False,False,False
hit_at_2,wilcoxon,375,375,375,0.9893333333333333,0.9946666666666667,-0.005333333333333412,-0.013333333333333334,0.0,0.15729920705028502,-0.05981536114576765,negligible,anomaly_direction,normal,1.0,0.7240774319964888,False,False,False
loss_value,wilcoxon,375,375,375,869.3333333333334,861.3333333333334,8.0,-272.53333333333336,313.60666666666657,0.2203653550361212,0.0023725406909484484,negligible,anomaly_direction,normal,1.0,0.7240774319964888,False,False,False
critical_miss_rate,wilcoxon,420,423,417,0.004761904761904762,0.004728132387706856,3.377237419790666e-05,-0.007194244604316547,0.007194244604316547,1.0,0.0004908653933532374,negligible,difficulty_failure,hit_day,1.0,1.0,False,False,False
hit_at_2,mannwhitneyu,420,423,417,1.0,1.0,0.0,0.0,0.0,1.0,,na,difficulty_failure,hit_day,1.0,1.0,False,False,False
loss_value,wilcoxon,420,423,417,788.8095238095239,813.4751773049645,-24.665653495440665,-225.66546762589928,220.86930455635482,0.1564870347165056,-0.007261856556443185,negligible,difficulty_failure,hit_day,1.0,0.7240774319964888,False,False,False
critical_miss_rate,mannwhitneyu,12,9,6,0.3333333333333333,0.3333333333333333,0.0,-0.41666666666666663,0.3888888888888889,1.0,0.0,negligible,difficulty_failure,miss_day,1.0,1.0,False,False,False
