hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,accuracy_delta,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
蒲田7,logistic_regression,360,252,108,61,299,0.16944444444444445,0.962962962962963,0.7037037037037037,-0.2592592592592593,0.7259615384615384,0.8509615384615384,weekday_nth_Sat3:-1.2123,weekday_nth_Sat5:0.8953,weekday_nth_Thu5:0.8124,trained
