hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,accuracy_delta,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
蒲田1,logistic_regression,535,374,161,118,417,0.2205607476635514,0.8385093167701864,0.639751552795031,-0.19875776397515532,0.5056980056980057,0.5478632478632479,is_x_day:1.0925,weekday_nth_Wed4:-1.0330,weekday_nth_Tue4:-0.9988,trained
