segment,target,feature,importance_mean,importance_std,n_models
2F_N,target_is_top3,games_vs_segment_mean_7d,21.341414894425913,2.1154566453765233,90
2F_N,target_is_top3,games_trend_7v28,16.686176561612516,1.649573472057082,90
2F_N,target_is_top3,prior_top1_rate,16.51912343493233,1.2929145312030723,90
2F_N,target_is_top3,weekday_prior_top1_rate,15.254638780222182,1.4406097924566046,90
2F_N,target_is_top3,lag1_rank_pct,11.977563961592589,1.1983144492197775,90
2F_N,target_is_top3,day_of_month,7.351538673570057,0.8908624241741763,90
2F_N,target_is_top3,day_of_week_num,6.1715783220959715,0.8970281837487978,90
2F_N,target_is_top3,is_weekend,4.69796537154844,0.6895807498372842,90
2F_N,target_is_top5,games_vs_segment_mean_7d,20.167681070747417,2.393502044328039,90
2F_N,target_is_top5,games_trend_7v28,17.900642125842094,1.453451020727621,90
2F_N,target_is_top5,prior_top1_rate,16.115574742803535,1.5557972887405882,90
2F_N,target_is_top5,weekday_prior_top1_rate,14.635200474554065,2.002794964566935,90
2F_N,target_is_top5,lag1_rank_pct,13.814756677976384,1.7714158156510957,90
2F_N,target_is_top5,day_of_month,8.026314415897028,0.893777704991262,90
2F_N,target_is_top5,day_of_week_num,5.212640649857207,0.7937304059093845,90
2F_N,target_is_top5,is_weekend,4.127189842322268,0.6604340496961784,90
3F_A,target_is_top3,prior_top1_rate,24.781430144088233,1.5358989214741225,90
3F_A,target_is_top3,lag1_rank_pct,17.055560763421227,1.1531271063599935,90
3F_A,target_is_top3,games_vs_segment_mean_7d,15.009030875799992,1.2257921237365497,90
3F_A,target_is_top3,weekday_prior_top1_rate,12.773513427585103,1.128452623777269,90
3F_A,target_is_top3,day_of_month,11.169762880081546,1.2263301610718533,90
3F_A,target_is_top3,games_trend_7v28,10.873406145263939,1.2633210675652111,90
3F_A,target_is_top3,day_of_week_num,6.006211540269216,0.7581984507654544,90
3F_A,target_is_top3,is_weekend,2.3310842234907407,0.45027920973067515,90
3F_A,target_is_top5,prior_top1_rate,22.065348175882892,1.6127670491543582,90
3F_A,target_is_top5,lag1_rank_pct,15.657063987388224,1.152255979691043,90
3F_A,target_is_top5,games_trend_7v28,15.46614131126335,1.506500461131451,90
3F_A,target_is_top5,games_vs_segment_mean_7d,15.39066393926898,1.3921594061712161,90
3F_A,target_is_top5,weekday_prior_top1_rate,14.432362314627317,1.1330086380742461,90
3F_A,target_is_top5,day_of_month,8.676698977331139,0.9570031622108033,90
3F_A,target_is_top5,day_of_week_num,5.5360629546195765,0.8865285694965076,90
3F_A,target_is_top5,is_weekend,2.7756583396185235,0.4561727253456593,90
3F_N,target_is_top3,prior_top1_rate,44.60456989811509,2.744762803781278,90
3F_N,target_is_top3,games_trend_7v28,17.18900726901932,1.6345194555285332,90
3F_N,target_is_top3,games_vs_segment_mean_7d,11.561697353431944,1.7931728395706918,90
3F_N,target_is_top3,lag1_rank_pct,9.869577732733786,0.7284143469163851,90
3F_N,target_is_top3,weekday_prior_top1_rate,8.729295118434637,0.6977750624654478,90
3F_N,target_is_top3,day_of_month,3.90792103514125,0.5548529611217928,90
3F_N,target_is_top3,day_of_week_num,2.332695590607381,0.3942348108401969,90
3F_N,target_is_top3,is_weekend,1.8052360025165886,0.3282006196101495,90
3F_N,target_is_top5,prior_top1_rate,57.454853494882045,2.689664361374772,90
3F_N,target_is_top5,games_vs_segment_mean_7d,12.279321755195891,1.5888692468049197,90
3F_N,target_is_top5,weekday_prior_top1_rate,9.878201054958195,1.1811967536192114,90
3F_N,target_is_top5,lag1_rank_pct,8.220888149433842,0.7105195340256132,90
3F_N,target_is_top5,games_trend_7v28,7.403209973047097,0.7153779778951167,90
3F_N,target_is_top5,day_of_month,2.4053338178070023,0.3708984214219383,90
3F_N,target_is_top5,day_of_week_num,1.2156228376445464,0.27681614811229077,90
3F_N,target_is_top5,is_weekend,1.1425689170313897,0.23985900633156917,90
