hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,accuracy_delta,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
みとや,logistic_regression,547,383,164,125,422,0.22851919561243145,0.75,0.7926829268292683,0.04268292682926833,0.7398373983739838,0.72655165576046,is_x_day:2.5493,weekday_nth_Sat4:1.0821,weekday_nth_Sat3:-1.0077,trained
