hall,machine_name,median_count,n_days,count_group
ARROW,化物語,5.0,192,XS
ARROW,回胴黙示録カイジ 狂宴,5.0,280,XS
ARROW,押忍！番長4,5.0,353,XS
ARROW,攻殻機動隊,5.0,136,XS
ARROW,機動戦士ガンダムユニコーン 覚醒DRIVE,5.0,48,XS
ARROW,緑ドン VIVA!情熱南米編 REVIVAL,5.0,123,XS
ARROW,革命機ヴァルヴレイヴ,5.0,319,XS
ARROW,アイドルマスター ミリオンライブ！ ネクストプロローグ,6.0,55,XS
ARROW,ゴーゴージャグラー3,8.0,532,S
ARROW,いざ！番長,9.0,376,S
ARROW,かぐや様は告らせたい,9.0,531,S
ARROW,にゃんこ大戦争 超神速,9.0,105,S
ARROW,シン・エヴァンゲリオン,9.0,130,S
ARROW,ファンキージャグラー2,9.0,532,S
ARROW,沖ドキ!DUO アンコール,9.0,119,S
ARROW,からくりサーカス,10.0,488,S
ARROW,ゴブリンスレイヤーII,10.0,96,S
ARROW,スーパーブラックジャック,10.0,498,S
ARROW,ソードアート・オンラインII,10.0,11,S
ARROW,ダーリン・イン・ザ・フランキス,10.0,125,S
ARROW,デビル メイ クライ 5,10.0,5,S
ARROW,デビル メイ クライ5 スタイリッシュトライブ,10.0,196,S
ARROW,バイオハザード RE:3,10.0,38,S
ARROW,バイオハザード5,10.0,332,S
ARROW,モンスターハンターライズ,10.0,532,S
ARROW,ヨルムンガンド,10.0,73,S
ARROW,ヱヴァンゲリヲン ～約束の扉～,10.0,168,S
ARROW,吉宗,10.0,423,S
ARROW,戦国乙女5 業火を穿つ宿焔の双刃,10.0,11,S
ARROW,東京リベンジャーズ,10.0,282,S
ARROW,機動戦士ガンダムSEED,10.0,87,S
ARROW,沖ドキ!BLACK,10.0,532,S
ARROW,甲鉄城のカバネリ 海門(うなと)決戦,10.0,108,S
ARROW,真打 吉宗,10.0,73,S
ARROW,革命機ヴァルヴレイヴ2,10.0,226,S
ARROW,アイムジャグラーEX-TP,15.0,249,M
ARROW,ネオアイムジャグラーEX,15.0,290,M
ARROW,ミリオンゴッド‐神々の軌跡‐,15.0,59,M
ARROW,新鬼武者3,15.0,255,M
ARROW,モンキーターンV,16.0,532,M
ARROW,鉄拳6,19.0,158,L
ARROW,ビッグドリーム THE GOLDEN PUSHER,20.0,38,L
ARROW,北斗の拳 転生の章2,20.0,164,L
ARROW,東京喰種,20.0,499,L
ARROW,スマスロ北斗の拳,24.0,532,L
ARROW,マイジャグラーV,40.0,532,XL
