hall,machine_name,median_count,n_days,count_group
ザシティ,マジカルハロウィン8,1.0,147,XXS
ザシティ,マタドールIII,1.0,59,XXS
ザシティ,マッピー,1.0,53,XXS
ザシティ,モンスターハンター:ワールド,1.0,15,XXS
ザシティ,モンスターハンターワールド:アイスボーン,1.0,5,XXS
ザシティ,ワンパンマン,1.0,37,XXS
ザシティ,一方通行 とある魔術の禁書目録,1.0,78,XXS
ザシティ,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,1.0,102,XXS
ザシティ,今日から俺は!! パチスロ編,1.0,58,XXS
ザシティ,吉宗RISING,1.0,68,XXS
ザシティ,咲‐Saki‐ 頂上決戦,1.0,74,XXS
ザシティ,戦姫絶唱シンフォギア 正義の歌,1.0,38,XXS
ザシティ,新ハナビ,1.0,515,XXS
ザシティ,桃太郎電鉄 ～パチスロも定番!～,1.0,42,XXS
ザシティ,痛いのは嫌なので防御力に極振りしたいと思います。,1.0,123,XXS
ザシティ,真・一騎当千,1.0,6,XXS
ザシティ,真打 吉宗,1.0,75,XXS
ザシティ,絶対衝激IV,1.0,56,XXS
ザシティ,絶対衝激～PLATONIC HEART～,1.0,43,XXS
ザシティ,緑ドン VIVA!情熱南米編 REVIVAL,1.0,125,XXS
ザシティ,聖戦士ダンバイン,1.0,26,XXS
ザシティ,聖闘士星矢 海皇覚醒 CUSTOM EDITION,1.0,55,XXS
ザシティ,花の慶次～佐渡攻めの章～,1.0,5,XXS
ザシティ,花火絶景,1.0,54,XXS
ザシティ,転生したら剣でした,1.0,72,XXS
ザシティ,鉄拳6,1.0,164,XXS
ザシティ,銀河英雄伝説 Die Neue These,1.0,1,XXS
ザシティ,閃乱カグラ2 SHINOVI MASTER,1.0,41,XXS
ザシティ,防空少女ラブキューレ2～極限の共鳴～,1.0,67,XXS
ザシティ,頭文字D 2nd,1.0,138,XXS
ザシティ,麻雀格闘倶楽部 覚醒,1.0,1,XXS
ザシティ,黄門ちゃま天,1.0,12,XXS
ザシティ, サラリーマン金太郎,2.0,81,XXS
ザシティ,A‐SLOT+ 異世界かるてっと,2.0,76,XXS
ザシティ,Re:ゼロから始める異世界生活 season2,2.0,64,XXS
ザシティ,Sister Quest,2.0,88,XXS
ザシティ,Sister Quest(スマスロ),2.0,1,XXS
ザシティ,ToLOVEるダークネス,2.0,133,XXS
ザシティ,ToLOVEるダークネス TRANCE ver.8.7,2.0,317,XXS
ザシティ,からくりサーカス,2.0,381,XXS
ザシティ,とある科学の超電磁砲2,2.0,34,XXS
ザシティ,ようこそ実力至上主義の教室へ,2.0,49,XXS
ザシティ,アズールレーン THE ANIMATION,2.0,313,XXS
ザシティ,ガールズ&パンツァー 最終章,2.0,39,XXS
ザシティ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,2.0,210,XXS
ザシティ,ゴッドイーター リザレクション,2.0,534,XXS
ザシティ,シン・エヴァンゲリオン,2.0,71,XXS
ザシティ,スマスロ バイオハザード5,2.0,1,XXS
ザシティ,スマスロニューパルサーBT,2.0,5,XXS
ザシティ,スマスロ秘宝伝,2.0,145,XXS
ザシティ,スーパーブラックジャック,2.0,484,XXS
ザシティ,ソードアート・オンライン,2.0,87,XXS
ザシティ,ソードアート・オンラインII,2.0,13,XXS
ザシティ,タクトオーパス デスティニー,2.0,42,XXS
ザシティ,ダンベル何キロ持てる？,2.0,184,XXS
ザシティ,ディスクアップ2,2.0,126,XXS
ザシティ,デビル メイ クライ 5,2.0,5,XXS
ザシティ,デビル メイ クライ5 スタイリッシュトライブ,2.0,287,XXS
ザシティ,ニューパルサーBT,2.0,44,XXS
ザシティ,バイオハザード5,2.0,281,XXS
ザシティ,バンドリ！,2.0,200,XXS
ザシティ,プリズムナナ,2.0,69,XXS
ザシティ,マギアレコード 魔法少女まどか☆マギカ外伝,2.0,435,XXS
ザシティ,ラブ嬢3～Wご指名はいかがですか?～,2.0,16,XXS
ザシティ,ルパン三世 大航海者の秘宝,2.0,151,XXS
ザシティ,ヱヴァンゲリヲン ～約束の扉～,2.0,281,XXS
ザシティ,七つの魔剣が支配する,2.0,61,XXS
ザシティ,不二子BT,2.0,77,XXS
ザシティ,主役は銭形4,2.0,43,XXS
ザシティ,主役は銭形5,2.0,247,XXS
ザシティ,南国育ち,2.0,26,XXS
ザシティ,回胴黙示録カイジ 狂宴,2.0,99,XXS
ザシティ,回胴黙示録カイジ 狂宴(スマスロ),2.0,1,XXS
ザシティ,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,2.0,105,XXS
ザシティ,戦国乙女4 戦乱に閃く炯眼の軍師,2.0,469,XXS
ザシティ,押忍!番長ZERO,2.0,532,XXS
ザシティ,押忍！番長4,2.0,25,XXS
ザシティ,新鬼武者2,2.0,56,XXS
ザシティ,無職転生 ～異世界行ったら本気だす～,2.0,1,XXS
ザシティ,犬夜叉2,2.0,90,XXS
ザシティ,範馬刃牙,2.0,28,XXS
ザシティ,翔べ!ハーレムエース(スマスロ),2.0,5,XXS
ザシティ,翔べ！ハーレムエース,2.0,144,XXS
ザシティ,革命機ヴァルヴレイヴ,2.0,277,XXS
ザシティ,麻雀物語,2.0,153,XXS
ザシティ,かぐや様は告らせたい,3.0,516,XXS
ザシティ,わたしの幸せな結婚,3.0,23,XXS
ザシティ,アイドルマスター ミリオンライブ！ ネクストプロローグ,3.0,63,XXS
ザシティ,ウルトラミラクルジャグラー,3.0,535,XXS
ザシティ,ジャグラーガールズ,3.0,227,XXS
ザシティ,チバリヨ2,3.0,82,XXS
ザシティ,ネオアイムジャグラーEX,3.0,279,XXS
ザシティ,ビッグドリーム THE GOLDEN PUSHER,3.0,42,XXS
ザシティ,ミスタージャグラー,3.0,536,XXS
ザシティ,ミリオンゴッド‐神々の軌跡‐,3.0,63,XXS
ザシティ,ヨルムンガンド,3.0,75,XXS
ザシティ,化物語,3.0,195,XXS
ザシティ,吉宗(スマスロ),3.0,206,XXS
ザシティ,戦国乙女5 業火を穿つ宿焔の双刃,3.0,13,XXS
ザシティ,攻殻機動隊,3.0,51,XXS
ザシティ,東京リベンジャーズ,3.0,202,XXS
ザシティ,東京喰種,3.0,502,XXS
ザシティ,機動戦士ガンダムユニコーン 覚醒DRIVE,3.0,60,XXS
ザシティ,甲鉄城のカバネリ,3.0,439,XXS
ザシティ,革命機ヴァルヴレイヴ2,3.0,225,XXS
ザシティ,サラリーマン金太郎～MAX～,4.0,34,XS
ザシティ,ハッピージャグラーVIII,4.0,536,XS
ザシティ,バイオハザード RE:3,4.0,42,XS
ザシティ,ファンキージャグラー2,4.0,536,XS
ザシティ,モンスターハンターライズ,4.0,483,XS
ザシティ,新鬼武者3,4.0,198,XS
ザシティ,甲鉄城のカバネリ 海門(うなと)決戦,4.0,112,XS
ザシティ,アイムジャグラーEX-TP,5.0,257,S
ザシティ,ゴジラ,5.0,50,S
ザシティ,機動戦士ガンダムSEED,5.0,58,S
ザシティ,モンキーターンV,6.0,536,M
ザシティ,スマスロ北斗の拳,7.0,487,M
ザシティ,北斗の拳 転生の章2,8.0,168,L
ザシティ,マイジャグラーV,14.0,536,XL
ザシティ,ゴーゴージャグラー3,15.0,536,XL
