hall,machine_name,median_count,n_days,count_group
レイトギャップ, ULTRAMAN,1.0,5,XXS
レイトギャップ, サラリーマン金太郎,1.0,281,XXS
レイトギャップ,A‐SLOT+ この素晴らしい世界に祝福を！,1.0,17,XXS
レイトギャップ,A‐SLOT+ 異世界かるてっと,1.0,77,XXS
レイトギャップ,D4DJ Pachi‐Slot Mix,1.0,4,XXS
レイトギャップ,GI優駿倶楽部黄金,1.0,2,XXS
レイトギャップ,SHAKE BONUS TRIGGER,1.0,242,XXS
レイトギャップ,ULTRAMAN,1.0,53,XXS
レイトギャップ,ありふれた職業で世界最強,1.0,367,XXS
レイトギャップ,うみねこのなく頃に2,1.0,140,XXS
レイトギャップ,とある魔術の禁書目録,1.0,35,XXS
レイトギャップ,ひぐらしのなく頃に 業,1.0,304,XXS
レイトギャップ,ようこそ実力至上主義の教室へ,1.0,169,XXS
レイトギャップ,アズールレーン THE ANIMATION,1.0,319,XXS
レイトギャップ,ガメラ2,1.0,96,XXS
レイトギャップ,ガールズ&パンツァー 最終章,1.0,136,XXS
レイトギャップ,ギャグダー,1.0,16,XXS
レイトギャップ,ギルティクラウン2,1.0,226,XXS
レイトギャップ,グランベルム,1.0,104,XXS
レイトギャップ,コードギアス反逆のルルーシュ3 C.C.&Kallen ver.,1.0,131,XXS
レイトギャップ,ゴジラ,1.0,231,XXS
レイトギャップ,ゴブリンスレイヤー,1.0,35,XXS
レイトギャップ,ゴールデンカムイ,1.0,63,XXS
レイトギャップ,シャーマンキング,1.0,435,XXS
レイトギャップ,ストライクウィッチーズ2,1.0,12,XXS
レイトギャップ,スマスロ ドルアーガの塔,1.0,137,XXS
レイトギャップ,スマスロ真・北斗無双,1.0,220,XXS
レイトギャップ,ソードアート・オンライン,1.0,369,XXS
レイトギャップ,ゾンビランドサガ,1.0,227,XXS
レイトギャップ,タクトオーパス デスティニー,1.0,42,XXS
レイトギャップ,ダンジョンに出会いを求めるのは間違っているだろうか2,1.0,102,XXS
レイトギャップ,デビル メイ クライ5 スタイリッシュトライブ,1.0,322,XXS
レイトギャップ,ドッチ,1.0,63,XXS
レイトギャップ,ニューゲッターマウス,1.0,124,XXS
レイトギャップ,ニューパルサーSP4 with 太鼓の達人,1.0,114,XXS
レイトギャップ,ネオプラネット,1.0,146,XXS
レイトギャップ,バキ 強くなりたくば喰らえ!!!,1.0,339,XXS
レイトギャップ,バンドリ！,1.0,15,XXS
レイトギャップ,バーニングエクスプレス,1.0,152,XXS
レイトギャップ,ビッグドリーム THE GOLDEN PUSHER,1.0,42,XXS
レイトギャップ,マクロスフロンティア4,1.0,342,XXS
レイトギャップ,マジカルハロウィン ボーナストリガー,1.0,158,XXS
レイトギャップ,ラブ嬢3～Wご指名はいかがですか?～,1.0,416,XXS
レイトギャップ,ワンパンマン,1.0,22,XXS
レイトギャップ,一方通行 とある魔術の禁書目録,1.0,108,XXS
レイトギャップ,不二子BT,1.0,181,XXS
レイトギャップ,主役は銭形4,1.0,243,XXS
レイトギャップ,乃木坂46,1.0,25,XXS
レイトギャップ,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,1.0,135,XXS
レイトギャップ,今日から俺は!! パチスロ編,1.0,120,XXS
レイトギャップ,南国育ち,1.0,116,XXS
レイトギャップ,回胴黙示録カイジ 狂宴,1.0,385,XXS
