hall,machine_name,median_count,n_days,count_group
レイトギャップ,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,1.0,386,XXS
レイトギャップ,忍魂参 ～奥義皆伝ノ章～,1.0,278,XXS
レイトギャップ,攻殻機動隊,1.0,140,XXS
レイトギャップ,新鬼武者2,1.0,3,XXS
レイトギャップ,桃太郎電鉄 ～パチスロも定番!～,1.0,39,XXS
レイトギャップ,無職転生 ～異世界行ったら本気だす～,1.0,182,XXS
レイトギャップ,痛いのは嫌なので防御力に極振りしたいと思います。,1.0,442,XXS
レイトギャップ,範馬刃牙,1.0,104,XXS
レイトギャップ,絶対衝激IV,1.0,135,XXS
レイトギャップ,絶対衝激～PLATONIC HEART～,1.0,134,XXS
レイトギャップ,聖戦士ダンバイン,1.0,264,XXS
レイトギャップ,花笠,1.0,19,XXS
レイトギャップ,荒野のコトブキ飛行隊,1.0,29,XXS
レイトギャップ,防空少女ラブキューレ2～極限の共鳴～,1.0,4,XXS
レイトギャップ,鬼武者3,1.0,23,XXS
レイトギャップ,HEY！エリートサラリーマン鏡,2.0,355,XXS
レイトギャップ,LBニューパルサー,2.0,5,XXS
レイトギャップ,アイドルマスター ミリオンライブ！ ネクストプロローグ,2.0,159,XXS
レイトギャップ,アレックス ブライト,2.0,346,XXS
レイトギャップ,クランキークレスト,2.0,136,XXS
レイトギャップ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,2.0,284,XXS
レイトギャップ,ディスクアップ ULTRAREMIX,2.0,315,XXS
レイトギャップ,デビル メイ クライ 5,2.0,5,XXS
レイトギャップ,ニューパルサーBT,2.0,129,XXS
レイトギャップ,バベル,2.0,46,XXS
レイトギャップ,モンスターハンターワールド:アイスボーン,2.0,107,XXS
レイトギャップ,犬夜叉2,2.0,25,XXS
レイトギャップ,虚構推理,2.0,77,XXS
レイトギャップ,BIRDIE WING ‐Golf Girls' Story‐,3.0,14,XXS
レイトギャップ,Re:ゼロから始める異世界生活 season2,3.0,114,XXS
レイトギャップ,Sister Quest,3.0,129,XXS
レイトギャップ,わたしの幸せな結婚,3.0,275,XXS
レイトギャップ,ゴジラ対エヴァンゲリオン,3.0,439,XXS
レイトギャップ,シン・エヴァンゲリオン,3.0,159,XXS
レイトギャップ,スマート沖スロ ニューキングハナハナV,3.0,165,XXS
レイトギャップ,ダーリン・イン・ザ・フランキス,3.0,250,XXS
レイトギャップ,ディスクアップ2,3.0,136,XXS
レイトギャップ,バイオハザード RE:2,3.0,120,XXS
レイトギャップ,バーサスリヴァイズ,3.0,136,XXS
レイトギャップ,ファミスタ回胴版!!,3.0,132,XXS
レイトギャップ,マジカルハロウィン8,3.0,417,XXS
レイトギャップ,ヨルムンガンド,3.0,77,XXS
レイトギャップ,七つの魔剣が支配する,3.0,26,XXS
レイトギャップ,交響詩篇エウレカセブン4 HI-EVOLUTION,3.0,61,XXS
レイトギャップ,戦姫絶唱シンフォギア 正義の歌,3.0,253,XXS
レイトギャップ,押忍!番長ZERO,3.0,135,XXS
レイトギャップ,沖ドキ!ゴージャス 30Φ,3.0,268,XXS
レイトギャップ,真・一騎当千,3.0,293,XXS
レイトギャップ,真打 吉宗,3.0,77,XXS
レイトギャップ,緑ドン VIVA!情熱南米編 REVIVAL,3.0,234,XXS
レイトギャップ,閃乱カグラ2 SHINOVI MASTER,3.0,113,XXS
レイトギャップ,ToLOVEるダークネス,4.0,59,XS
レイトギャップ,ToLOVEるダークネス TRANCE ver.8.7,4.0,392,XS
レイトギャップ,いざ!番長,4.0,5,XS
レイトギャップ,いざ！番長,4.0,378,XS
レイトギャップ,とある科学の超電磁砲2,4.0,225,XS
レイトギャップ,にゃんこ大戦争 超神速,4.0,68,XS
レイトギャップ,ウルトラミラクルジャグラー,4.0,456,XS
レイトギャップ,キン肉マン～7人の悪魔超人編～,4.0,223,XS
レイトギャップ,ゴブリンスレイヤーII,4.0,101,XS
レイトギャップ,ジャグラーガールズ,4.0,456,XS
レイトギャップ,スマスロ サンダーV,4.0,112,XS
レイトギャップ,スマスロ ハナビ,4.0,140,XS
レイトギャップ,スマスロ秘宝伝,4.0,180,XS
レイトギャップ,スーパーブラックジャック,4.0,452,XS
レイトギャップ,スーパーリオエース2,4.0,42,XS
レイトギャップ,ダンベル何キロ持てる？,4.0,276,XS
レイトギャップ,チバリヨ2プラス,4.0,414,XS
レイトギャップ,ハイパーラッシュ,4.0,135,XS
レイトギャップ,バイオハザード5,4.0,447,XS
レイトギャップ,マギアレコード 魔法少女まどか☆マギカ外伝,4.0,439,XS
レイトギャップ,マタドールIII,4.0,63,XS
レイトギャップ,ルパン三世 大航海者の秘宝,4.0,376,XS
レイトギャップ,ヱヴァンゲリヲン ～約束の扉～,4.0,206,XS
レイトギャップ,主役は銭形5,4.0,252,XS
レイトギャップ,化物語,4.0,195,XS
レイトギャップ,吉宗,4.0,425,XS
レイトギャップ,咲‐Saki‐ 頂上決戦,4.0,228,XS
レイトギャップ,新ハナビ,4.0,136,XS
レイトギャップ,東京リベンジャーズ,4.0,281,XS
レイトギャップ,炎炎ノ消防隊,4.0,130,XS
レイトギャップ,甲鉄城のカバネリ,4.0,134,XS
レイトギャップ,転生したら剣でした,4.0,252,XS
レイトギャップ,頭文字D 2nd,4.0,446,XS
レイトギャップ,麻雀物語,4.0,331,XS
レイトギャップ,うしおととら 白面決戦,5.0,137,XS
レイトギャップ,マイジャグラーV,5.0,456,XS
レイトギャップ,新鬼武者3,5.0,258,XS
レイトギャップ,機動戦士ガンダムSEED,5.0,208,XS
レイトギャップ,機動戦士ガンダムユニコーン 覚醒DRIVE,5.0,61,XS
レイトギャップ,ゴッドイーター リザレクション,6.0,457,XS
レイトギャップ,ハッピージャグラーVIII,6.0,456,XS
レイトギャップ,押忍！番長4,6.0,317,XS
レイトギャップ,スマスロ炎炎ノ消防隊,7.0,401,S
レイトギャップ,戦国乙女4 戦乱に閃く炯眼の軍師,7.0,452,S
レイトギャップ,スマスロ炎炎ノ消防隊2,8.0,140,S
レイトギャップ,ソードアート・オンラインII,8.0,14,S
レイトギャップ,モンスターハンターライズ,8.0,455,S
レイトギャップ,戦国乙女5 業火を穿つ宿焔の双刃,8.0,14,S
レイトギャップ,鉄拳6,8.0,168,S
レイトギャップ,バイオハザード RE:3,9.0,42,S
レイトギャップ,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,9.0,454,S
レイトギャップ,沖ドキ!DUO アンコール,9.0,182,S
レイトギャップ,甲鉄城のカバネリ 海門(うなと)決戦,9.0,112,S
レイトギャップ,ファンキージャグラー2,10.0,456,S
レイトギャップ,かぐや様は告らせたい,11.0,456,S
レイトギャップ,沖ドキ!BLACK,12.0,456,M
レイトギャップ,ゴーゴージャグラー3,14.0,456,M
レイトギャップ,東京喰種,14.0,456,M
レイトギャップ,革命機ヴァルヴレイヴ2,14.0,229,M
レイトギャップ,ミリオンゴッド‐神々の軌跡‐,15.0,63,M
レイトギャップ,からくりサーカス,16.0,454,M
レイトギャップ,モンキーターンV,16.0,457,M
レイトギャップ,北斗の拳 転生の章2,16.0,168,M
レイトギャップ,スマスロ北斗の拳,17.0,456,M
レイトギャップ,革命機ヴァルヴレイヴ,21.0,411,L
レイトギャップ,沖ドキ!GOLD‐30,28.0,456,L
レイトギャップ,ネオアイムジャグラーEX,40.0,258,XL
レイトギャップ,アイムジャグラーEX-TP,45.0,456,XL
