hall,machine_name,median_count,n_days,count_group
蒲田1, サラリーマン金太郎,1.0,77,XXS
蒲田1,A‐SLOT+ 異世界かるてっと,1.0,77,XXS
蒲田1,うしおととら 白面決戦,1.0,77,XXS
蒲田1,アレックス ブライト,1.0,297,XXS
蒲田1,サラリーマン金太郎～MAX～,1.0,12,XXS
蒲田1,タクトオーパス デスティニー,1.0,42,XXS
蒲田1,ディスクアップ2,1.0,346,XXS
蒲田1,ドッチ,1.0,57,XXS
蒲田1,ハイパーラッシュ,1.0,219,XXS
蒲田1,マジカルハロウィン ボーナストリガー,1.0,43,XXS
蒲田1,七つの魔剣が支配する,1.0,281,XXS
蒲田1,不二子BT,1.0,107,XXS
蒲田1,仮面ライダー電王,1.0,31,XXS
蒲田1,戦国†恋姫,1.0,273,XXS
蒲田1,新ハナビ,1.0,380,XXS
蒲田1,聖戦士ダンバイン,1.0,120,XXS
蒲田1,A‐SLOT+ この素晴らしい世界に祝福を！,2.0,34,XXS
蒲田1,BIRDIE WING ‐Golf Girls' Story‐,2.0,14,XXS
蒲田1,LB翔べ!ハーレムエースCF,2.0,5,XXS
蒲田1,SHAKE BONUS TRIGGER,2.0,242,XXS
蒲田1,Sister Quest,2.0,49,XXS
蒲田1,ULTRAMAN,2.0,26,XXS
蒲田1,アクダマドライブ,2.0,62,XXS
蒲田1,グランベルム,2.0,113,XXS
蒲田1,スマスロ サンダーV,2.0,108,XXS
蒲田1,スマスロ ドルアーガの塔,2.0,28,XXS
蒲田1,ゾンビランドサガ,2.0,169,XXS
蒲田1,ダークハイビ,2.0,1,XXS
蒲田1,ディスクアップ ULTRAREMIX,2.0,177,XXS
蒲田1,ネオプラネット,2.0,48,XXS
蒲田1,バイオハザード RE:2,2.0,224,XXS
蒲田1,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2.0,101,XXS
蒲田1,バベル,2.0,28,XXS
蒲田1,バンドリ！,2.0,6,XXS
蒲田1,パチスロULTRAMAN-KE,2.0,5,XXS
蒲田1,マジカルハロウィン8,2.0,43,XXS
蒲田1,ラブ嬢3～Wご指名はいかがですか?～,2.0,41,XXS
蒲田1,回胴黙示録カイジ 狂宴,2.0,91,XXS
蒲田1,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,2.0,448,XXS
蒲田1,桃太郎電鉄 ～パチスロも定番!～,2.0,33,XXS
蒲田1,真・一騎当千,2.0,134,XXS
蒲田1,範馬刃牙,2.0,94,XXS
蒲田1,絶対衝激～PLATONIC HEART～,2.0,46,XXS
