hall,machine_name,median_count,n_days,count_group
金時, サラリーマン金太郎,1.0,61,XXS
金時, 荒野のコトブキ飛行隊,1.0,1,XXS
金時,A‐SLOT+ この素晴らしい世界に祝福を！,1.0,60,XXS
金時,A‐SLOT+ 異世界かるてっと,1.0,77,XXS
金時,BIRDIE WING ‐Golf Girls' Story‐,1.0,14,XXS
金時,D4DJ Pachi‐Slot Mix,1.0,14,XXS
金時,SHAKE BONUS TRIGGER,1.0,244,XXS
金時,この素晴らしい世界に祝福を！,1.0,87,XXS
金時,とある科学の超電磁砲2,1.0,200,XXS
金時,ようこそ実力至上主義の教室へ,1.0,52,XXS
金時,アイドルマスター ミリオンライブ！ ネクストプロローグ,1.0,79,XXS
金時,アズールレーン THE ANIMATION,1.0,300,XXS
金時,アレックス ブライト,1.0,332,XXS
金時,キン肉マン～7人の悪魔超人編～,1.0,46,XXS
金時,ギルティクラウン2,1.0,104,XXS
金時,クランキークレスト,1.0,490,XXS
金時,ゲゲゲの鬼太郎 覚醒,1.0,35,XXS
金時,コードギアス反逆のルルーシュ3 C.C.&Kallen ver.,1.0,99,XXS
金時,シャーマンキング,1.0,231,XXS
金時,シン・エヴァンゲリオン,1.0,81,XXS
金時,スマスロ ギルティクラウン2,1.0,5,XXS
金時,スマスロ ドルアーガの塔,1.0,99,XXS
金時,スーパーリオエース2,1.0,42,XXS
金時,ゾンビランドサガ,1.0,80,XXS
金時,タクトオーパス デスティニー,1.0,41,XXS
金時,ハイパーラッシュ,1.0,426,XXS
金時,バベル,1.0,19,XXS
金時,バンドリ！,1.0,25,XXS
金時,バーサスリヴァイズ,1.0,502,XXS
金時,マタドールIII,1.0,56,XXS
金時,ラブ嬢3～Wご指名はいかがですか?～,1.0,369,XXS
金時,一方通行 とある魔術の禁書目録,1.0,54,XXS
金時,不二子BT,1.0,173,XXS
金時,主役は銭形4,1.0,30,XXS
金時,咲‐Saki‐ 頂上決戦,1.0,124,XXS
金時,新・必殺仕置人 回胴 CRASH SPEC,1.0,62,XXS
金時,無職転生 ～異世界行ったら本気だす～,1.0,115,XXS
金時,犬夜叉2,1.0,70,XXS
金時,痛いのは嫌なので防御力に極振りしたいと思います。,1.0,266,XXS
金時,真・一騎当千,1.0,143,XXS
金時,絶対衝激IV,1.0,45,XXS
金時,聖戦士ダンバイン,1.0,96,XXS
金時,荒野のコトブキ飛行隊,1.0,24,XXS
金時,頭文字D 2nd,1.0,97,XXS
金時,麻雀物語,1.0,172,XXS
金時,黄門ちゃま天,1.0,15,XXS
金時,ToLOVEるダークネス,2.0,312,XXS
金時,いざ!番長,2.0,5,XXS
金時,かぐや様は告らせたい,2.0,517,XXS
金時,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,2.0,286,XXS
金時,ゴジラ対エヴァンゲリオン,2.0,324,XXS
金時,スマスロ サンダーV,2.0,112,XXS
金時,スマスロニューパルサーBT,2.0,5,XXS
金時,スマスロ炎炎ノ消防隊,2.0,423,XXS
金時,スマスロ炎炎ノ消防隊2,2.0,140,XXS
金時,スマスロ秘宝伝,2.0,111,XXS
金時,スーパーブラックジャック,2.0,420,XXS
金時,ソードアート・オンラインII,2.0,14,XXS
金時,ダンベル何キロ持てる？,2.0,136,XXS
金時,ダーリン・イン・ザ・フランキス,2.0,182,XXS
金時,ディスクアップ2,2.0,533,XXS
金時,デビル メイ クライ 5,2.0,5,XXS
金時,デビル メイ クライ5 スタイリッシュトライブ,2.0,192,XXS
金時,ニューパルサーBT,2.0,90,XXS
金時,ニューパルサーSP4 with 太鼓の達人,2.0,312,XXS
金時,ネオプラネット,2.0,76,XXS
金時,バイオハザード5,2.0,376,XXS
金時,ビッグドリーム THE GOLDEN PUSHER,2.0,41,XXS
金時,ヨルムンガンド,2.0,71,XXS
金時,ルパン三世 大航海者の秘宝,2.0,100,XXS
金時,ヱヴァンゲリヲン ～約束の扉～,2.0,265,XXS
金時,主役は銭形5,2.0,232,XXS
金時,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,2.0,497,XXS
金時,吉宗,2.0,351,XXS
金時,回胴黙示録カイジ 狂宴,2.0,166,XXS
金時,戦国乙女4 戦乱に閃く炯眼の軍師,2.0,501,XXS
金時,戦国乙女5 業火を穿つ宿焔の双刃,2.0,14,XXS
金時,戦姫絶唱シンフォギア 正義の歌,2.0,90,XXS
金時,押忍!番長ZERO,2.0,485,XXS
金時,押忍！番長4,2.0,190,XXS
金時,攻殻機動隊,2.0,140,XXS
金時,新ハナビ,2.0,488,XXS
金時,機動戦士ガンダムユニコーン 覚醒DRIVE,2.0,56,XXS
金時,沖ドキ!GOLD,2.0,486,XXS
金時,沖ドキ!ゴージャス 25Φ,2.0,515,XXS
金時,炎炎ノ消防隊,2.0,102,XXS
金時,甲鉄城のカバネリ,2.0,487,XXS
金時,真打 吉宗,2.0,77,XXS
金時,緑ドン VIVA!情熱南米編 REVIVAL,2.0,143,XXS
金時,革命機ヴァルヴレイヴ,2.0,268,XXS
金時,鬼武者3,2.0,23,XXS
金時,いざ！番長,2.5,319,XXS
金時,Re:ゼロから始める異世界生活 season2,3.0,77,XXS
金時,からくりサーカス,3.0,485,XXS
金時,ウルトラミラクルジャグラー,3.0,535,XXS
金時,ジャグラーガールズ,3.0,534,XXS
金時,ハッピージャグラーVIII,3.0,535,XXS
金時,バイオハザード RE:3,3.0,42,XXS
金時,マギアレコード 魔法少女まどか☆マギカ外伝,3.0,411,XXS
金時,ミスタージャグラー,3.0,535,XXS
金時,化物語,3.0,193,XXS
金時,機動戦士ガンダムSEED,3.0,124,XXS
金時,ゴッドイーター リザレクション,4.0,516,XS
金時,スマスロ ハナビ,4.0,140,XS
金時,モンスターハンターライズ,4.0,335,XS
金時,新鬼武者3,4.0,252,XS
金時,沖ドキ!DUO アンコール,4.0,56,XS
金時,鉄拳6,4.0,166,XS
金時,革命機ヴァルヴレイヴ2,4.0,227,XS
金時,ミリオンゴッド‐神々の軌跡‐,5.0,63,S
金時,北斗の拳 転生の章2,5.0,168,S
金時,東京リベンジャーズ,5.0,248,S
