hall,machine_name,median_count,n_days,count_group
ヒロキ,ヱヴァンゲリヲン ～約束の扉～,2.0,313,XXS
ヒロキ,一方通行 とある魔術の禁書目録,2.0,83,XXS
ヒロキ,主役は銭形4,2.0,88,XXS
ヒロキ,押忍！番長4,2.0,84,XXS
ヒロキ,新鬼武者2,2.0,213,XXS
ヒロキ,炎炎ノ消防隊,2.0,87,XXS
ヒロキ,絶対衝激IV,2.0,76,XXS
ヒロキ,翔べ！ハーレムエース,2.0,166,XXS
ヒロキ,聖戦士ダンバイン,2.0,153,XXS
ヒロキ,聖闘士星矢 海皇覚醒 CUSTOM EDITION,2.0,67,XXS
ヒロキ,荒野のコトブキ飛行隊,2.0,25,XXS
ヒロキ,頭文字D 2nd,2.0,164,XXS
ヒロキ,Re:ゼロから始める異世界生活 season2,3.0,138,XXS
ヒロキ,ToLOVEるダークネス TRANCE ver.8.7,3.0,377,XXS
ヒロキ,ありふれた職業で世界最強,3.0,272,XXS
ヒロキ,いざ!番長(スマスロ),3.0,5,XXS
ヒロキ,この素晴らしい世界に祝福を！,3.0,532,XXS
ヒロキ,ギルティクラウン2,3.0,182,XXS
ヒロキ,ゴジラ対エヴァンゲリオン,3.0,460,XXS
ヒロキ,サラリーマン金太郎～MAX～,3.0,14,XXS
ヒロキ,ジャグラーガールズ,3.0,534,XXS
ヒロキ,スマスロ炎炎ノ消防隊,3.0,376,XXS
ヒロキ,スマスロ炎炎ノ消防隊2,3.0,139,XXS
ヒロキ,スマスロ真・北斗無双,3.0,100,XXS
ヒロキ,スマスロ秘宝伝,3.0,166,XXS
ヒロキ,スーパーブラックジャック,3.0,471,XXS
ヒロキ,スーパーリオエース2,3.0,42,XXS
ヒロキ,ソードアート・オンラインII,3.0,14,XXS
ヒロキ,ディスクアップ2,3.0,534,XXS
ヒロキ,デビル メイ クライ5 スタイリッシュトライブ,3.0,295,XXS
ヒロキ,バイオハザード RE:3,3.0,42,XXS
ヒロキ,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,3.0,511,XXS
ヒロキ,主役は銭形5,3.0,241,XXS
ヒロキ,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,3.0,519,XXS
ヒロキ,回胴黙示録カイジ 狂宴,3.0,305,XXS
ヒロキ,回胴黙示録カイジ 狂宴(スマスロ),3.0,1,XXS
ヒロキ,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,3.0,418,XXS
ヒロキ,押忍!番長ZERO,3.0,233,XXS
ヒロキ,攻殻機動隊,3.0,140,XXS
ヒロキ,無職転生 ～異世界行ったら本気だす～,3.0,177,XXS
ヒロキ,犬夜叉2,3.0,54,XXS
ヒロキ,甲鉄城のカバネリ,3.0,517,XXS
ヒロキ,真打 吉宗,3.0,77,XXS
ヒロキ,緑ドン VIVA!情熱南米編 REVIVAL,3.0,171,XXS
ヒロキ,ToLOVEるダークネス,4.0,126,XS
ヒロキ,スマスロ バイオハザード5,4.0,1,XS
ヒロキ,ダンベル何キロ持てる？,4.0,380,XS
ヒロキ,ダーリン・イン・ザ・フランキス,4.0,284,XS
ヒロキ,ハッピージャグラーVIII,4.0,529,XS
ヒロキ,バイオハザード5,4.0,439,XS
ヒロキ,ファンキージャグラー2,4.0,534,XS
ヒロキ,ミスタージャグラー,4.0,535,XS
ヒロキ,ルパン三世 大航海者の秘宝,4.0,286,XS
ヒロキ,化物語,4.0,190,XS
ヒロキ,吉宗(スマスロ),4.0,387,XS
ヒロキ,咲‐Saki‐ 頂上決戦,4.0,152,XS
ヒロキ,新ハナビ,4.0,535,XS
ヒロキ,転生したら剣でした,4.0,137,XS
ヒロキ,革命機ヴァルヴレイヴ,4.0,242,XS
ヒロキ,いざ！番長,5.0,337,XS
ヒロキ,かぐや様は告らせたい,5.0,503,XS
ヒロキ,からくりサーカス,5.0,485,XS
ヒロキ,ゴッドイーター リザレクション,5.0,533,XS
ヒロキ,ビッグドリーム THE GOLDEN PUSHER,5.0,39,XS
ヒロキ,マギアレコード 魔法少女まどか☆マギカ外伝,5.0,394,XS
ヒロキ,モンスターハンターライズ,5.0,522,XS
ヒロキ,戦国乙女4 戦乱に閃く炯眼の軍師,5.0,481,XS
ヒロキ,機動戦士ガンダムSEED,5.0,193,XS
ヒロキ,甲鉄城のカバネリ 海門(うなと)決戦,5.0,112,XS
ヒロキ,鉄拳6,5.0,161,XS
ヒロキ,麻雀物語,5.0,186,XS
ヒロキ,ゴーゴージャグラー3,6.0,535,S
ヒロキ,黄門ちゃま天,6.0,64,S
ヒロキ,ネオアイムジャグラーEX,7.0,271,S
ヒロキ,ミリオンゴッド‐神々の軌跡‐,7.0,62,S
ヒロキ,東京喰種,8.0,502,M
ヒロキ,東京リベンジャーズ,9.0,279,M
ヒロキ,革命機ヴァルヴレイヴ2,9.0,222,M
ヒロキ,戦国乙女5 業火を穿つ宿焔の双刃,10.0,14,M
ヒロキ,新鬼武者3,10.0,249,M
ヒロキ,アイムジャグラーEX-TP,12.0,535,L
ヒロキ,モンキーターンV,12.0,535,L
ヒロキ,北斗の拳 転生の章2,12.0,168,L
ヒロキ,スマスロ北斗の拳,13.0,535,L
ヒロキ,マイジャグラーV,35.0,535,XL
