hall,machine_name,median_count,n_days,count_group
ヒロキ, ULTRAMAN(スマスロ),1.0,5,XXS
ヒロキ,1000ちゃん,1.0,5,XXS
ヒロキ,1000ちゃんA,1.0,64,XXS
ヒロキ,A‐SLOT+ この素晴らしい世界に祝福を！,1.0,43,XXS
ヒロキ,A‐SLOT+ 異世界かるてっと,1.0,76,XXS
ヒロキ,BIRDIE WING ‐Golf Girls' Story‐,1.0,14,XXS
ヒロキ,GI優駿倶楽部黄金,1.0,3,XXS
ヒロキ,SHAKE BONUS TRIGGER,1.0,239,XXS
ヒロキ,SHAKE BONUS TRIGGER(スマスロ),1.0,1,XXS
ヒロキ,Sister Quest,1.0,222,XXS
ヒロキ,Sister Quest(スマスロ),1.0,1,XXS
ヒロキ,ULTRAMAN,1.0,43,XXS
ヒロキ,うしおととら 白面決戦,1.0,48,XXS
ヒロキ,うみねこのなく頃に2,1.0,135,XXS
ヒロキ,とある科学の超電磁砲2,1.0,214,XXS
ヒロキ,にゃんこ大戦争 超神速,1.0,61,XXS
ヒロキ,ひぐらしのなく頃に 業,1.0,50,XXS
ヒロキ,ようこそ実力至上主義の教室へ,1.0,99,XXS
ヒロキ,わたしの幸せな結婚,1.0,152,XXS
ヒロキ,アイドルマスター ミリオンライブ！ ネクストプロローグ,1.0,130,XXS
ヒロキ,アクダマドライブ,1.0,69,XXS
ヒロキ,アズールレーン THE ANIMATION,1.0,284,XXS
ヒロキ,アレックス ブライト,1.0,309,XXS
ヒロキ,ガメラ2,1.0,86,XXS
ヒロキ,キン肉マン～7人の悪魔超人編～,1.0,18,XXS
ヒロキ,クランキークレスト,1.0,468,XXS
ヒロキ,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,1.0,272,XXS
ヒロキ,グランベルム,1.0,44,XXS
ヒロキ,ケロット4,1.0,499,XXS
ヒロキ,ゲゲゲの鬼太郎 覚醒,1.0,6,XXS
ヒロキ,コードギアス反逆のルルーシュ3 C.C.&Kallen ver.,1.0,222,XXS
ヒロキ,ゴブリンスレイヤーII,1.0,84,XXS
ヒロキ,シャーマンキング,1.0,359,XXS
ヒロキ,ストライク・ザ・ブラッド,1.0,24,XXS
ヒロキ,スマスロ ギルティクラウン2,1.0,5,XXS
ヒロキ,スマスロ サンダーV,1.0,109,XXS
ヒロキ,スマスロ ドルアーガの塔,1.0,115,XXS
ヒロキ,スマスロニューパルサーBT,1.0,5,XXS
ヒロキ,スーパービンゴネオ,1.0,209,XXS
ヒロキ,ゾンビランドサガ,1.0,47,XXS
ヒロキ,タクトオーパス デスティニー,1.0,42,XXS
ヒロキ,ダンジョンに出会いを求めるのは間違っているだろうか2,1.0,168,XXS
ヒロキ,チバリヨ2,1.0,67,XXS
ヒロキ,ディスクアップ ULTRAREMIX,1.0,495,XXS
ヒロキ,ドッチ,1.0,59,XXS
ヒロキ,ニューゲッターマウス,1.0,290,XXS
ヒロキ,ニューパルサーBT,1.0,115,XXS
ヒロキ,ニューパルサーSPⅢ,1.0,82,XXS
ヒロキ,ハイパーラッシュ,1.0,330,XXS
ヒロキ,バベル,1.0,39,XXS
ヒロキ,バーニングエクスプレス,1.0,90,XXS
ヒロキ,ファミスタ回胴版!!,1.0,465,XXS
ヒロキ,プリズムナナ,1.0,163,XXS
ヒロキ,マジカルハロウィン ボーナストリガー,1.0,79,XXS
ヒロキ,マタドールIII,1.0,69,XXS
ヒロキ,ヨルムンガンド,1.0,71,XXS
ヒロキ,ラブ嬢3～Wご指名はいかがですか?～,1.0,4,XXS
ヒロキ,七つの魔剣が支配する,1.0,424,XXS
ヒロキ,不二子BT,1.0,163,XXS
ヒロキ,今日から俺は!! パチスロ編,1.0,27,XXS
ヒロキ,仮面ライダー電王,1.0,51,XXS
ヒロキ,少女☆歌劇 レヴュースタァライト ‐The SLOT‐(スマスロ),1.0,1,XXS
ヒロキ,戦国†恋姫,1.0,267,XXS
ヒロキ,戦姫絶唱シンフォギア 正義の歌,1.0,270,XXS
ヒロキ,新・必殺仕置人 回胴 CRASH SPEC,1.0,37,XXS
ヒロキ,桃太郎電鉄 ～パチスロも定番!～,1.0,112,XXS
ヒロキ,機動戦士ガンダムユニコーン 覚醒DRIVE,1.0,54,XXS
ヒロキ,痛いのは嫌なので防御力に極振りしたいと思います。,1.0,446,XXS
ヒロキ,真・一騎当千,1.0,322,XXS
ヒロキ,範馬刃牙,1.0,82,XXS
ヒロキ,絶対衝激III,1.0,1,XXS
ヒロキ,絶対衝激～PLATONIC HEART～,1.0,73,XXS
ヒロキ,翔べ!ハーレムエース(スマスロ),1.0,5,XXS
ヒロキ,虚構推理,1.0,75,XXS
ヒロキ,転生したらスライムだった件,1.0,11,XXS
ヒロキ,銀河英雄伝説 Die Neue These,1.0,85,XXS
ヒロキ,閃乱カグラ2 SHINOVI MASTER,1.0,165,XXS
ヒロキ,鬼武者3,1.0,25,XXS
ヒロキ,麻雀格闘倶楽部 覚醒,1.0,451,XXS
ヒロキ,麻雀格闘倶楽部参,1.0,116,XXS
ヒロキ, サラリーマン金太郎,2.0,187,XXS
ヒロキ, 荒野のコトブキ飛行隊(スマスロ),2.0,1,XXS
ヒロキ,とある魔術の禁書目録,2.0,7,XXS
ヒロキ,ひぐらしのなく頃に祭2,2.0,460,XXS
ヒロキ,シン・エヴァンゲリオン,2.0,159,XXS
ヒロキ,スマスロ ハナビ,2.0,140,XXS
ヒロキ,デビル メイ クライ 5,2.0,5,XXS
ヒロキ,ニューパルサーSP4 with 太鼓の達人,2.0,234,XXS
ヒロキ,ネオプラネット,2.0,122,XXS
ヒロキ,バイオハザード RE:2,2.0,170,XXS
ヒロキ,バンドリ！,2.0,86,XXS
ヒロキ,バーサスリヴァイズ,2.0,530,XXS
