machine_name,machine_count,avg_diff,avg_games,diff_above_mean,games_above_mean,diff_percentile,games_percentile,is_outlier_diff,is_outlier_games,is_outlier_either,is_hit_candidate,is_unfired_high_setting,category
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2928.0193236714977,-2067.8228663446052,17.39,13.37,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,3571.9806763285023,96.17713365539475,86.8,44.12,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,4671.980676328502,-66.82286634460525,89.94,41.22,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,2571.9806763285023,1540.1771336553948,81.4,80.35,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-4128.019323671498,1037.1771336553948,4.35,67.15,False,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1528.0193236714977,569.1771336553948,39.86,55.88,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-5428.019323671498,-389.82286634460525,0.16,37.04,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,2671.9806763285023,865.1771336553948,81.88,63.12,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,1571.9806763285023,-231.82286634460525,76.65,40.1,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-328.0193236714976,804.1771336553948,59.58,61.84,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,1171.9806763285023,944.1771336553948,72.95,65.3,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,1971.9806763285023,818.1771336553948,78.74,62.32,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,371.9806763285024,373.17713365539475,67.23,50.4,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,871.9806763285023,2788.1771336553948,71.42,97.42,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1728.0193236714977,1505.1771336553948,36.31,80.03,False,True,True,False,True,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,1771.9806763285023,1900.1771336553948,77.7,87.76,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3728.0193236714977,762.1771336553948,6.52,60.55,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,571.9806763285023,2301.1771336553948,69.24,92.91,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,4871.980676328502,1049.1771336553948,91.06,67.79,True,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-628.0193236714977,3615.1771336553948,54.51,100.0,False,True,True,False,True,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,16871.9806763285,2538.1771336553948,99.84,96.3,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,9871.980676328503,1332.1771336553948,97.42,74.56,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,3371.9806763285023,1849.1771336553948,85.91,86.8,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1328.0193236714977,2893.1771336553948,43.4,98.71,False,True,True,False,True,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-628.0193236714977,1120.1771336553948,54.51,69.57,False,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1528.0193236714977,1321.1771336553948,39.86,74.24,False,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,6771.980676328502,3036.1771336553948,94.52,99.19,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,1471.9806763285023,3383.1771336553948,75.68,99.84,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,8971.980676328503,1971.1771336553948,96.38,88.73,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-828.0193236714977,2420.1771336553948,50.89,94.52,False,True,True,False,True,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,1271.9806763285023,2355.1771336553948,73.67,93.72,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,4671.980676328502,1131.1771336553948,89.94,69.89,True,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,11371.980676328503,455.17713365539475,98.47,52.66,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3328.0193236714977,-966.8228663446052,10.63,27.7,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,3071.9806763285023,1344.1771336553948,83.66,75.04,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1328.0193236714977,1872.1771336553948,43.4,87.6,False,True,True,False,True,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,4871.980676328502,1683.1771336553948,91.06,82.77,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,9171.980676328503,1778.1771336553948,96.86,85.99,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-4428.019323671498,562.1771336553948,2.58,55.39,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1228.0193236714977,1993.1771336553948,45.09,89.37,False,True,True,False,True,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3128.0193236714977,-944.8228663446052,13.37,28.34,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-4728.019323671498,-249.82286634460525,1.77,39.77,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2328.0193236714977,160.17713365539475,27.46,45.97,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3528.0193236714977,776.1771336553948,8.86,61.03,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-528.0193236714977,1739.1771336553948,55.88,85.02,False,True,True,False,True,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-628.0193236714977,1158.1771336553948,54.51,70.53,False,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,5171.980676328502,2835.1771336553948,92.27,98.07,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-28.019323671497602,495.17713365539475,62.64,53.95,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,5071.980676328502,478.17713365539475,91.79,53.3,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3128.0193236714977,524.1771336553948,13.37,54.27,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3428.0193236714977,-817.8228663446052,9.82,30.6,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-228.0193236714976,261.17713365539475,60.39,48.95,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-728.0193236714977,755.1771336553948,53.06,60.14,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2428.0193236714977,724.1771336553948,25.93,59.26,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,671.9806763285023,1616.1771336553948,70.13,81.8,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1028.0193236714977,607.1771336553948,47.5,57.0,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1228.0193236714977,595.1771336553948,45.09,56.84,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,2171.9806763285023,1211.1771336553948,79.63,71.98,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,4171.980676328502,1744.1771336553948,88.24,85.35,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,4171.980676328502,1718.1771336553948,88.24,84.22,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1128.0193236714977,1115.1771336553948,46.05,69.24,False,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,1371.9806763285023,2050.1771336553948,74.48,90.34,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,3471.9806763285023,75.17713365539475,86.39,43.48,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-4228.019323671498,-1514.8228663446052,3.54,20.61,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,471.9806763285024,-281.82286634460525,68.28,39.05,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2528.0193236714977,-2400.8228663446052,24.07,10.79,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3628.0193236714977,1546.1771336553948,7.57,80.52,False,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-4328.019323671498,-338.82286634460525,2.98,37.68,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,2471.9806763285023,1001.1771336553948,80.92,66.02,True,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,2171.9806763285023,-330.82286634460525,79.63,37.84,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1728.0193236714977,-471.82286634460525,36.31,35.1,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,71.9806763285024,1160.1771336553948,63.77,70.69,False,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,6671.980676328502,1989.1771336553948,94.36,88.89,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3628.0193236714977,-948.8228663446052,7.57,28.18,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3828.0193236714977,136.17713365539475,5.8,45.09,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,11971.980676328503,1502.1771336553948,98.71,79.71,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,671.9806763285023,325.17713365539475,70.13,50.08,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3528.0193236714977,2404.1771336553948,8.86,94.36,False,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3428.0193236714977,-585.8228663446052,9.82,33.01,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,6971.980676328502,3112.1771336553948,94.69,99.52,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-928.0193236714977,528.1771336553948,49.03,54.43,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3628.0193236714977,556.1771336553948,7.57,55.15,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2628.0193236714977,-1282.8228663446052,21.9,22.87,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,3271.9806763285023,1391.1771336553948,85.51,76.81,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,171.9806763285024,294.17713365539475,64.49,49.6,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2628.0193236714977,-558.8228663446052,21.9,33.33,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3628.0193236714977,911.1771336553948,7.57,63.77,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2628.0193236714977,657.1771336553948,21.9,58.62,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1528.0193236714977,45.177133655394755,39.86,42.59,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-928.0193236714977,1402.1771336553948,49.03,77.21,False,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,671.9806763285023,1050.1771336553948,70.13,67.95,True,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2928.0193236714977,1847.1771336553948,17.39,86.63,False,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1328.0193236714977,-832.8228663446052,43.4,30.11,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3028.0193236714977,-1483.8228663446052,15.54,21.01,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1828.0193236714977,-1075.8228663446052,34.46,25.28,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,471.9806763285024,490.17713365539475,68.28,53.62,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,5371.980676328502,259.17713365539475,92.75,48.79,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,271.9806763285024,2094.1771336553948,65.78,91.47,False,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-428.0193236714976,-5586.822866344605,57.97,0.89,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,6571.980676328502,1012.1771336553948,94.2,66.18,True,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2328.0193236714977,57.177133655394755,27.46,43.16,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,2471.9806763285023,1741.1771336553948,80.92,85.19,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3028.0193236714977,-550.8228663446052,15.54,33.66,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,7571.980676328502,1454.1771336553948,95.01,78.74,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1528.0193236714977,84.17713365539475,39.86,43.8,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1628.0193236714977,-444.82286634460525,38.16,35.91,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3428.0193236714977,-589.8228663446052,9.82,32.53,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,271.9806763285024,1460.1771336553948,65.78,79.07,False,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2728.0193236714977,-914.8228663446052,19.89,28.74,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2428.0193236714977,737.1771336553948,25.93,59.66,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1828.0193236714977,-3518.8228663446052,34.46,4.51,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,4171.980676328502,1503.1771336553948,88.24,79.87,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,271.9806763285024,-403.82286634460525,65.78,36.88,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-428.0193236714976,-5586.822866344605,57.97,0.89,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,4171.980676328502,1224.1771336553948,88.24,72.14,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1728.0193236714977,-3453.8228663446052,36.31,4.67,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3328.0193236714977,-1581.8228663446052,10.63,19.81,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,271.9806763285024,823.1771336553948,65.78,62.64,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-428.0193236714976,414.17713365539475,57.97,51.29,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1628.0193236714977,-3223.8228663446052,38.16,5.48,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3528.0193236714977,-1891.8228663446052,8.86,14.33,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,12471.980676328503,2378.1771336553948,98.87,93.88,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,171.9806763285024,2570.1771336553948,64.49,96.94,False,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2628.0193236714977,-2462.8228663446052,21.9,10.14,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,7871.980676328502,2104.1771336553948,95.41,91.63,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2928.0193236714977,1563.1771336553948,17.39,80.84,False,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-228.0193236714976,1335.1771336553948,60.39,74.8,False,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-428.0193236714976,-5586.822866344605,57.97,0.89,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2528.0193236714977,-999.8228663446052,24.07,27.38,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-728.0193236714977,2974.1771336553948,53.06,98.87,False,True,True,False,True,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-728.0193236714977,2012.1771336553948,53.06,89.69,False,True,True,False,True,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-28.019323671497602,-1483.8228663446052,62.64,21.01,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,771.9806763285023,1057.1771336553948,70.85,68.28,True,True,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3128.0193236714977,-1816.8228663446052,13.37,15.62,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,1371.9806763285023,-263.82286634460525,74.48,39.45,True,False,True,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-728.0193236714977,-287.82286634460525,53.06,38.49,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1328.0193236714977,-1118.8228663446052,43.4,24.8,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-3628.0193236714977,-2797.8228663446052,7.57,7.89,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,3071.9806763285023,2053.1771336553948,83.66,90.5,True,True,True,True,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2628.0193236714977,-282.82286634460525,21.9,38.81,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-1828.0193236714977,-375.82286634460525,34.46,37.52,False,False,False,False,False,6-15台
戦国乙女4 戦乱に閃く炯眼の軍師,10.0,428.0193236714976,5586.822866344605,-2428.0193236714977,-2094.8228663446052,25.93,13.04,False,False,False,False,False,6-15台
