model,dd,rank,rows,dates,games_sum,rb_sum,pooled_rb_rate,target_rows,target_dates,target_games_sum,target_rb_sum,target_pooled_rb_rate,rest_rows,rest_dates,rest_games_sum,rest_rb_sum,rest_pooled_rb_rate,rate_diff_pp,dd_vs_rest_chi2,dd_vs_rest_p,dd_vs_rest_cramers_v,weekday_weekend_chi2,weekday_weekend_p,weekday_weekend_cramers_v,date_games_pearson_r,date_games_pearson_p,date_games_pearson_n,year_chi2,year_p,year_cramers_v,top_date,top_date_rb_sum,top_date_share,weekday_verdict,concentration_verdict,games_verdict,period_verdict,overall_verdict,weekday_mon_rate,weekday_tue_rate,weekday_wed_rate,weekday_thu_rate,weekday_fri_rate,weekday_sat_rate,weekday_sun_rate,weekday_weekend_rate,weekday_weekday_rate,tier_100_500_rate,tier_500_1k_rate,tier_1k_2k_rate,tier_2kplus_rate,year_2025_rate,year_2026_rate,year_rate_diff_pp,year_rate_rel_change
ウルトラミラクルジャグラー,24,1,90,18,577867.0,1750.0,0.003028378502319738,90,18,577867.0,1750.0,0.003028378502319738,2660,532,11369185.0,31065.0,0.0027323858306466118,0.02959926716731261,17.589004314685454,2.7416903761711112e-05,0.001213361611980957,1.122711942603873,0.28933525110779235,0.001393863430752136,0.7405109796842769,0.000440319959093042,18,3.37714680219799,0.06610640276187879,0.0024174696068355963,2025-10-24,180.0,0.10285714285714286,否定,否定,支持,否定,否定,0.0029122643103499687,0.002971527365065644,0.0027357890955315447,0.0029414782638437597,0.0032514720131176867,0.0033987247984556194,0.002918927807926328,0.0031597840700475673,0.0029837389703666266,,0.0,0.0009049773755656109,0.003058366754992205,0.0031224104385142314,0.0028407323698343254,-0.0281678068679906,-0.0902117368061131
ウルトラミラクルジャグラー,27,2,90,18,489776.0,1441.0,0.0029421613145601253,90,18,489776.0,1441.0,0.0029421613145601253,2660,532,11457276.0,31374.0,0.00273834723017932,0.020381408438080537,7.123105391415635,0.007609678543157538,0.0007721546800389404,0.3392570996433766,0.5602583522532736,0.0008322728402876717,0.6488670690378426,0.003575862056873014,18,3.0092906853564267,0.08278851163173599,0.0024787533857732135,2025-06-27,166.0,0.11519777931991672,否定,否定,支持,否定,否定,0.0028334882897241777,0.003091256775603514,0.0029277724071260875,0.0026422642861408012,0.003248677480957921,0.0030071023008289314,0.0026461980617913535,0.00287688815544048,0.002973291638898857,,0.0,0.0016805377720870679,0.0029795252063635944,0.00303255096287944,0.0027427568961679956,-0.028979406671144445,-0.09556115305520928
ウルトラミラクルジャグラー,7,3,95,19,579901.0,1703.0,0.0029367081622552814,95,19,579901.0,1703.0,0.0029367081622552814,2655,531,11367151.0,31112.0,0.0027370094758132446,0.019969868644203678,8.033004564489909,0.004593258338153319,0.0008199901393435428,2.883871462582209,0.08947067481652893,0.0022300316193999002,0.7547915841940556,0.00018772804840248608,19,1.934398115107107,0.16427807113187579,0.0018264004325554994,2025-11-07,178.0,0.10452143276570758,否定,否定,支持,否定,否定,0.002583979328165375,0.0030491189378408982,0.0024187422540279057,0.0037240903228150488,0.0031349272696873432,0.0029196216328181254,0.002589025655905099,0.002764513696908771,0.0030212723284881553,,,0.0017019959771004177,0.00295062413024599,0.003009445724965373,0.0028024264792492833,-0.02070192457160895,-0.06878982531524855
ミスタージャグラー,7,1,95,19,498834.0,1605.0,0.0032175032175032173,95,19,498834.0,1605.0,0.0032175032175032173,2655,531,9701732.0,28918.0,0.002980704888570412,0.023679832893280534,8.91737132449435,0.002824707950514908,0.0009349885458702603,0.9576727621781886,0.3277739209892818,0.0013855766130186544,0.7961751306500643,4.545355792857098e-05,19,4.60209081820272,0.031932989462785694,0.0030373830774834314,2025-12-07,178.0,0.11090342679127727,否定,否定,支持,支持,否定,0.003958814131013669,0.0030664165608958877,0.002758948745391842,0.00292576586224041,0.0030017009638795317,0.0027898826404740493,0.003717935033977301,0.0033137520710950445,0.003153531955790485,,0.0012099213551119178,0.0017837620116232234,0.003276351494991684,0.0033555719635040347,0.0030032027340912114,-0.035236922941282334,-0.10501018402980813
ミスタージャグラー,21,2,90,18,347167.0,1102.0,0.003174264835079371,90,18,347167.0,1102.0,0.003174264835079371,2660,532,9853399.0,29421.0,0.0029858731996948466,0.01883916353845245,3.9895324555758678,0.045783766835787984,0.0006253870243204369,1.874453209029618,0.1709659182384229,0.0023236359319230224,0.45775909941350146,0.056105292390518424,18,2.227766113031938,0.13554970143214776,0.0025331772466881584,2025-05-21,175.0,0.1588021778584392,否定,否定,否定,否定,支持,0.0034900770295107695,0.0031687566015762532,0.003743549374617336,0.002828854314002829,0.002719831678341416,0.0031571842271430747,0.0027739251040221915,0.0030187944298373745,0.0032841529785989252,0.004975124378109453,0.0012274959083469722,0.002303465069597552,0.003301559735875221,0.0032694165861460035,0.0029608735043852685,-0.0308543081760735,-0.09437251987653442
ミスタージャグラー,11,3,90,18,369674.0,1168.0,0.003159540568176285,90,18,369674.0,1168.0,0.003159540568176285,2660,532,9830892.0,29355.0,0.0029859955739519875,0.01735449942242974,3.5967502189523026,0.057892637587198884,0.0005938038434328828,5.26816410690254,0.021718906746661347,0.003775028147355913,0.40663457459312413,0.09400856900075877,18,0.1286915657972027,0.7197925442589419,0.0005900184456415336,2026-04-11,150.0,0.1284246575342466,支持,否定,否定,否定,否定,0.0023748345402164603,0.0032379924446842958,0.002686424147017556,0.002943002943002943,0.0035087719298245615,0.0035502826870854294,0.003216576590054794,0.0034257805686377114,0.0029909564433684265,0.001455604075691412,0.0014256619144602852,0.0023023791250959325,0.0032293559053944857,0.003184904753320113,0.0031163130943672275,-0.006859165895288554,-0.021536486728961666
