scope,n_pairs,hit_at_2_rate,loss_mean,loss_p50,loss_p90,loss_p95,rank2_rescue_on_miss1,rank3_rescue_on_miss12,critical_miss_rate,catastrophic_rate,catastrophic_on_critical_rate
current_overall,435,0.9908045977011494,746.6666666666666,0.0,1260.0000000000023,3919.999999999982,0.8518518518518519,0.0,0.009195402298850575,0.016091954022988506,0.5
