scope,n_pairs,hit_at_2_rate,loss_mean,loss_p50,loss_p90,loss_p95,rank2_rescue_on_miss1,rank3_rescue_on_miss12,critical_miss_rate,catastrophic_rate,catastrophic_on_critical_rate,hit_at_2_rate_delta,hit_at_2_rate_direction,loss_mean_delta,loss_mean_direction,rank2_rescue_on_miss1_delta,rank2_rescue_on_miss1_direction,critical_miss_rate_delta,critical_miss_rate_direction,catastrophic_rate_delta,catastrophic_rate_direction
current_overall,435.0,0.9908045977011494,746.6666666666666,0.0,1260.0000000000023,3919.999999999982,0.8518518518518519,0.0,0.009195402298850575,0.016091954022988506,0.5,,,,,,,,,,
baseline_overall,432.0,0.8634259259259259,1885.4166666666667,0.0,7500.0,12304.999999999989,0.3023255813953488,0.0,0.1388888888888889,0.034722222222222224,0.18333333333333332,,,,,,,,,,
overall_delta,,,,,,,,,,,,0.12737867177522344,improved,-1138.75,improved,0.549526270456503,improved,-0.12969348659003832,improved,-0.018630268199233718,improved
