index,debut_phase,avg_diff,avg_diff_other,win_rate,payout_rate,avg_diff_vs_other,hit@10,lift@10,hit@20,lift@20,hit@50,lift@50,hit_t2500,lift_t2500,hit_t3500,lift_t3500,hit_t4500,lift_t4500,test_date,variant,window,event_type,selection
2,61-180日,-350.0,190.11627906976744,26.923076923076923,95.67134904129395,-540.1162790697674,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6865384615384615,2.0,0.9469496021220158,0.0,0.0,2025-10-06,v12d_tuned_half,90,non_event,bottom50
3,pre_existing,158.0,171.3855421686747,34.0,98.47594512408939,-13.385542168674704,1.0,1.4280000000000002,3.0,2.1420000000000003,6.0,1.7136,7.0,1.2495,6.0,1.477241379310345,6.0,2.254736842105263,2025-10-06,v12d_tuned_half,90,non_event,bottom50
0,15-60日,172.0,177.86144578313252,50.0,99.46050004516441,-5.861445783132524,0.0,0.0,0.0,0.0,3.0,0.8568,6.0,0.7789090909090909,5.0,0.9394736842105263,3.0,0.8083018867924529,2025-10-07,v12c_tuned,90,event,top50
1,61-180日,-350.0,188.0,28.57142857142857,97.03159358379317,-538.0,0.0,0.0,0.0,0.0,1.0,1.02,2.0,0.9272727272727274,2.0,1.3421052631578947,1.0,0.9622641509433961,2025-10-07,v12c_tuned,90,event,top50
2,pre_existing,-22.0,192.46987951807228,42.0,99.62886519903923,-214.46987951807228,1.0,1.4280000000000002,3.0,2.1420000000000003,3.0,0.8568,4.0,0.5192727272727272,3.0,0.5636842105263158,3.0,0.8083018867924529,2025-10-07,v12c_tuned,90,event,top50
3,unknown,-923.0769230769231,219.0406976744186,26.923076923076923,96.93582702626736,-1142.1176207513417,0.0,0.0,0.0,0.0,2.0,1.0984615384615384,4.0,0.9986013986013986,3.0,1.084008097165992,2.0,1.0362844702467344,2025-10-07,v12c_tuned,90,event,top50
0,15-60日,562.0,148.49397590361446,54.0,101.812205453808,413.50602409638554,0.0,0.0,0.0,0.0,3.0,0.8568,9.0,1.1683636363636363,8.0,1.5031578947368422,4.0,1.0777358490566038,2025-10-07,v12c_tuned,90,event,bottom50
1,61-180日,-350.0,188.0,28.57142857142857,97.03159358379317,-538.0,0.0,0.0,0.0,0.0,1.0,1.02,2.0,0.9272727272727274,2.0,1.3421052631578947,1.0,0.9622641509433961,2025-10-07,v12c_tuned,90,event,bottom50
2,pre_existing,140.0,180.2710843373494,38.0,104.05909659017902,-40.27108433734941,1.0,1.4280000000000002,4.0,2.8560000000000003,7.0,1.9992,10.0,1.298181818181818,7.0,1.315263157894737,7.0,1.8860377358490565,2025-10-07,v12c_tuned,90,event,bottom50
3,unknown,-923.0769230769231,219.0406976744186,26.923076923076923,96.93582702626735,-1142.1176207513417,0.0,0.0,0.0,0.0,2.0,1.0984615384615384,4.0,0.9986013986013986,3.0,1.084008097165992,2.0,1.0362844702467344,2025-10-07,v12c_tuned,90,event,bottom50
0,15-60日,172.0,177.86144578313252,50.0,99.46050004516441,-5.861445783132524,0.0,0.0,0.0,0.0,3.0,0.8568,6.0,0.7789090909090909,5.0,0.9394736842105263,3.0,0.8083018867924529,2025-10-07,v12d_tuned_half,90,event,top50
1,61-180日,-350.0,188.0,28.57142857142857,97.03159358379317,-538.0,0.0,0.0,0.0,0.0,1.0,1.02,2.0,0.9272727272727274,2.0,1.3421052631578947,1.0,0.9622641509433961,2025-10-07,v12d_tuned_half,90,event,top50
2,pre_existing,-22.0,192.46987951807228,42.0,99.62886519903923,-214.46987951807228,1.0,1.4280000000000002,3.0,2.1420000000000003,3.0,0.8568,4.0,0.5192727272727272,3.0,0.5636842105263158,3.0,0.8083018867924529,2025-10-07,v12d_tuned_half,90,event,top50
3,unknown,-923.0769230769231,219.0406976744186,26.923076923076923,96.93582702626736,-1142.1176207513417,0.0,0.0,0.0,0.0,2.0,1.0984615384615384,4.0,0.9986013986013986,3.0,1.084008097165992,2.0,1.0362844702467344,2025-10-07,v12d_tuned_half,90,event,top50
0,15-60日,562.0,148.49397590361446,54.0,101.812205453808,413.50602409638554,0.0,0.0,0.0,0.0,3.0,0.8568,9.0,1.1683636363636363,8.0,1.5031578947368422,4.0,1.0777358490566038,2025-10-07,v12d_tuned_half,90,event,bottom50
1,61-180日,-350.0,188.0,28.57142857142857,97.03159358379317,-538.0,0.0,0.0,0.0,0.0,1.0,1.02,2.0,0.9272727272727274,2.0,1.3421052631578947,1.0,0.9622641509433961,2025-10-07,v12d_tuned_half,90,event,bottom50
2,pre_existing,140.0,180.2710843373494,38.0,104.05909659017902,-40.27108433734941,1.0,1.4280000000000002,4.0,2.8560000000000003,7.0,1.9992,10.0,1.298181818181818,7.0,1.315263157894737,7.0,1.8860377358490565,2025-10-07,v12d_tuned_half,90,event,bottom50
3,unknown,-923.0769230769231,219.0406976744186,26.923076923076923,96.93582702626735,-1142.1176207513417,0.0,0.0,0.0,0.0,2.0,1.0984615384615384,4.0,0.9986013986013986,3.0,1.084008097165992,2.0,1.0362844702467344,2025-10-07,v12d_tuned_half,90,event,bottom50
0,1-14日,-1157.6923076923076,183.86627906976744,23.076923076923077,93.44869307412259,-1341.558586762075,0.0,0.0,0.0,0.0,1.0,0.5492307692307692,4.0,1.2071005917159763,3.0,1.3730769230769233,0.0,0.0,2025-10-08,v12c_tuned,90,non_event,top50
1,15-60日,-248.0,163.85542168674698,30.0,93.99695421640587,-411.855421686747,0.0,0.0,1.0,0.7140000000000001,3.0,0.8568,5.0,0.7846153846153847,3.0,0.714,2.0,0.7140000000000001,2025-10-08,v12c_tuned,90,non_event,top50
2,61-180日,885.7142857142857,120.0,42.857142857142854,106.38857152953526,765.7142857142857,1.0,5.1,1.0,2.55,1.0,1.02,2.0,1.120879120879121,1.0,0.85,1.0,1.275,2025-10-08,v12c_tuned,90,non_event,top50
3,pre_existing,-138.0,155.5722891566265,34.0,100.23249437540133,-293.57228915662654,1.0,1.4280000000000002,1.0,0.7140000000000001,5.0,1.428,8.0,1.2553846153846155,5.0,1.19,3.0,1.0710000000000002,2025-10-08,v12c_tuned,90,non_event,top50
0,1-14日,-1157.6923076923076,183.86627906976744,23.076923076923077,93.4486930741226,-1341.558586762075,0.0,0.0,0.0,0.0,1.0,0.5492307692307692,4.0,1.2071005917159763,3.0,1.3730769230769233,0.0,0.0,2025-10-08,v12c_tuned,90,non_event,bottom50
1,15-60日,-266.0,165.210843373494,30.0,93.71438037669037,-431.21084337349396,0.0,0.0,1.0,0.7140000000000001,3.0,0.8568,5.0,0.7846153846153847,3.0,0.714,3.0,1.0710000000000002,2025-10-08,v12c_tuned,90,non_event,bottom50
2,61-180日,885.7142857142857,120.0,42.857142857142854,106.38857152953526,765.7142857142857,1.0,5.1,1.0,2.55,1.0,1.02,2.0,1.120879120879121,1.0,0.85,1.0,1.275,2025-10-08,v12c_tuned,90,non_event,bottom50
3,pre_existing,80.0,139.15662650602408,40.0,103.6456619424817,-59.15662650602408,0.0,0.0,2.0,1.4280000000000002,5.0,1.428,11.0,1.7261538461538464,6.0,1.428,4.0,1.4280000000000002,2025-10-08,v12c_tuned,90,non_event,bottom50
0,1-14日,-1157.6923076923076,183.86627906976744,23.076923076923077,93.44869307412259,-1341.558586762075,0.0,0.0,0.0,0.0,1.0,0.5492307692307692,4.0,1.2071005917159763,3.0,1.3730769230769233,0.0,0.0,2025-10-08,v12d_tuned_half,90,non_event,top50
1,15-60日,-248.0,163.85542168674698,30.0,93.99695421640587,-411.855421686747,0.0,0.0,1.0,0.7140000000000001,3.0,0.8568,5.0,0.7846153846153847,3.0,0.714,2.0,0.7140000000000001,2025-10-08,v12d_tuned_half,90,non_event,top50
2,61-180日,885.7142857142857,120.0,42.857142857142854,106.38857152953526,765.7142857142857,1.0,5.1,1.0,2.55,1.0,1.02,2.0,1.120879120879121,1.0,0.85,1.0,1.275,2025-10-08,v12d_tuned_half,90,non_event,top50
3,pre_existing,-138.0,155.5722891566265,34.0,100.23249437540133,-293.57228915662654,1.0,1.4280000000000002,1.0,0.7140000000000001,5.0,1.428,8.0,1.2553846153846155,5.0,1.19,3.0,1.0710000000000002,2025-10-08,v12d_tuned_half,90,non_event,top50
0,1-14日,-1157.6923076923076,183.86627906976744,23.076923076923077,93.4486930741226,-1341.558586762075,0.0,0.0,0.0,0.0,1.0,0.5492307692307692,4.0,1.2071005917159763,3.0,1.3730769230769233,0.0,0.0,2025-10-08,v12d_tuned_half,90,non_event,bottom50
1,15-60日,-298.0,167.62048192771084,28.000000000000004,93.44804896502191,-465.62048192771084,0.0,0.0,1.0,0.7140000000000001,3.0,0.8568,5.0,0.7846153846153847,3.0,0.714,3.0,1.0710000000000002,2025-10-08,v12d_tuned_half,90,non_event,bottom50
2,61-180日,885.7142857142857,120.0,42.857142857142854,106.38857152953526,765.7142857142857,1.0,5.1,1.0,2.55,1.0,1.02,2.0,1.120879120879121,1.0,0.85,1.0,1.275,2025-10-08,v12d_tuned_half,90,non_event,bottom50
3,pre_existing,80.0,139.15662650602408,40.0,103.6456619424817,-59.15662650602408,0.0,0.0,2.0,1.4280000000000002,5.0,1.428,11.0,1.7261538461538464,6.0,1.428,4.0,1.4280000000000002,2025-10-08,v12d_tuned_half,90,non_event,bottom50
0,1-14日,-953.8461538461538,254.65116279069767,30.76923076923077,93.69233100942978,-1208.4973166368516,1.0,2.746153846153846,2.0,2.746153846153846,2.0,1.0984615384615384,3.0,0.9692307692307692,3.0,1.4711538461538463,2.0,1.4453441295546559,2025-10-09,v12c_tuned,90,non_event,top50
