index,debut_phase,avg_diff,avg_diff_other,win_rate,payout_rate,avg_diff_vs_other,hit@10,lift@10,hit@20,lift@20,hit@50,lift@50,hit_t2500,lift_t2500,hit_t3500,lift_t3500,hit_t4500,lift_t4500,test_date,variant,window,event_type,selection
3,pre_existing,130.0,164.60843373493975,46.0,104.14144810863823,-34.60843373493975,0.0,0.0,2.0,1.4280000000000002,6.0,1.7136,9.0,1.428,6.0,1.4045901639344263,5.0,1.6227272727272726,2025-11-19,v12d_tuned_half,90,non_event,bottom50
0,1-14日,666.6666666666666,81.77966101694915,66.66666666666666,104.23293267862444,584.8870056497175,0.0,0.0,0.0,0.0,1.0,2.38,1.0,1.676056338028169,1.0,3.051282051282051,0.0,0.0,2025-11-20,v12c_tuned,90,non_event,top50
1,15-60日,-602.0,138.55421686746988,32.0,91.76179590495256,-740.5542168674699,1.0,1.4280000000000002,1.0,0.7140000000000001,3.0,0.8568,5.0,1.0056338028169014,3.0,1.0984615384615384,2.0,1.02,2025-11-20,v12c_tuned,90,non_event,top50
2,61-180日,362.0,65.96385542168674,38.0,96.9168982828396,296.03614457831327,1.0,1.4280000000000002,2.0,1.4280000000000002,4.0,1.1424,7.0,1.407887323943662,3.0,1.0984615384615384,3.0,1.53,2025-11-20,v12c_tuned,90,non_event,top50
3,pre_existing,-70.0,98.49397590361446,32.0,100.32517691085036,-168.49397590361446,0.0,0.0,0.0,0.0,2.0,0.5712,5.0,1.0056338028169014,2.0,0.7323076923076923,1.0,0.51,2025-11-20,v12c_tuned,90,non_event,top50
0,1-14日,666.6666666666666,81.77966101694915,66.66666666666666,104.23293267862444,584.8870056497175,0.0,0.0,0.0,0.0,1.0,2.38,1.0,1.676056338028169,1.0,3.051282051282051,0.0,0.0,2025-11-20,v12c_tuned,90,non_event,bottom50
1,15-60日,-98.0,100.60240963855422,34.0,95.92517892658128,-198.6024096385542,0.0,0.0,2.0,1.4280000000000002,7.0,1.9992,9.0,1.8101408450704224,4.0,1.4646153846153847,3.0,1.53,2025-11-20,v12c_tuned,90,non_event,bottom50
2,61-180日,364.0,65.8132530120482,40.0,97.29785486733805,298.1867469879518,1.0,1.4280000000000002,2.0,1.4280000000000002,3.0,0.8568,6.0,1.2067605633802816,2.0,0.7323076923076923,2.0,1.02,2025-11-20,v12c_tuned,90,non_event,bottom50
3,pre_existing,-118.0,102.10843373493977,30.0,96.99440127928256,-220.10843373493975,1.0,1.4280000000000002,2.0,1.4280000000000002,6.0,1.7136,7.0,1.407887323943662,5.0,1.8307692307692307,5.0,2.5500000000000003,2025-11-20,v12c_tuned,90,non_event,bottom50
0,1-14日,666.6666666666666,81.77966101694915,66.66666666666666,104.23293267862444,584.8870056497175,0.0,0.0,0.0,0.0,1.0,2.38,1.0,1.676056338028169,1.0,3.051282051282051,0.0,0.0,2025-11-20,v12d_tuned_half,90,non_event,top50
1,15-60日,-714.0,146.9879518072289,30.0,91.25615763856122,-860.9879518072289,1.0,1.4280000000000002,1.0,0.7140000000000001,3.0,0.8568,5.0,1.0056338028169014,3.0,1.0984615384615384,2.0,1.02,2025-11-20,v12d_tuned_half,90,non_event,top50
2,61-180日,362.0,65.96385542168674,38.0,96.91689828283961,296.03614457831327,1.0,1.4280000000000002,2.0,1.4280000000000002,4.0,1.1424,7.0,1.407887323943662,3.0,1.0984615384615384,3.0,1.53,2025-11-20,v12d_tuned_half,90,non_event,top50
3,pre_existing,-70.0,98.49397590361446,32.0,100.32517691085036,-168.49397590361446,0.0,0.0,0.0,0.0,2.0,0.5712,5.0,1.0056338028169014,2.0,0.7323076923076923,1.0,0.51,2025-11-20,v12d_tuned_half,90,non_event,top50
0,1-14日,666.6666666666666,81.77966101694915,66.66666666666666,104.23293267862444,584.8870056497175,0.0,0.0,0.0,0.0,1.0,2.38,1.0,1.676056338028169,1.0,3.051282051282051,0.0,0.0,2025-11-20,v12d_tuned_half,90,non_event,bottom50
1,15-60日,-98.0,100.60240963855422,34.0,95.92517892658128,-198.6024096385542,0.0,0.0,2.0,1.4280000000000002,7.0,1.9992,9.0,1.8101408450704224,4.0,1.4646153846153847,3.0,1.53,2025-11-20,v12d_tuned_half,90,non_event,bottom50
2,61-180日,364.0,65.8132530120482,40.0,97.29785486733803,298.1867469879518,1.0,1.4280000000000002,2.0,1.4280000000000002,3.0,0.8568,6.0,1.2067605633802816,2.0,0.7323076923076923,2.0,1.02,2025-11-20,v12d_tuned_half,90,non_event,bottom50
3,pre_existing,-118.0,102.10843373493977,30.0,96.99440127928256,-220.10843373493975,1.0,1.4280000000000002,2.0,1.4280000000000002,6.0,1.7136,7.0,1.407887323943662,5.0,1.8307692307692307,5.0,2.5500000000000003,2025-11-20,v12d_tuned_half,90,non_event,bottom50
0,1-14日,3116.6666666666665,230.08474576271186,66.66666666666666,116.96552782577407,2886.5819209039546,0.0,0.0,1.0,5.949999999999999,3.0,7.14,4.0,4.407407407407407,3.0,5.25,3.0,7.595744680851064,2025-11-21,v12c_tuned,90,event,top50
1,15-60日,-408.0,304.2168674698795,34.0,96.54106712843114,-712.2168674698795,1.0,1.4280000000000002,1.0,0.7140000000000001,3.0,0.8568,9.0,1.19,6.0,1.26,3.0,0.9114893617021277,2025-11-21,v12c_tuned,90,event,top50
2,61-180日,146.0,262.5,44.0,96.78515778738212,-116.5,1.0,1.4280000000000002,1.0,0.7140000000000001,2.0,0.5712,5.0,0.6611111111111111,3.0,0.63,1.0,0.3038297872340426,2025-11-21,v12c_tuned,90,event,top50
3,pre_existing,302.0,250.75301204819277,44.0,103.76654640729743,51.24698795180723,1.0,1.4280000000000002,2.0,1.4280000000000002,4.0,1.1424,10.0,1.3222222222222222,7.0,1.47,3.0,0.9114893617021277,2025-11-21,v12c_tuned,90,event,top50
0,1-14日,3116.6666666666665,230.08474576271186,66.66666666666666,116.96552782577409,2886.5819209039546,0.0,0.0,1.0,5.949999999999999,3.0,7.14,4.0,4.407407407407407,3.0,5.25,3.0,7.595744680851064,2025-11-21,v12c_tuned,90,event,bottom50
1,15-60日,-702.0,326.355421686747,32.0,94.750137144131,-1028.355421686747,1.0,1.4280000000000002,1.0,0.7140000000000001,3.0,0.8568,6.0,0.7933333333333333,5.0,1.05,3.0,0.9114893617021277,2025-11-21,v12c_tuned,90,event,bottom50
2,61-180日,46.0,270.0301204819277,44.0,96.13610716426554,-224.03012048192772,0.0,0.0,0.0,0.0,1.0,0.2856,4.0,0.5288888888888889,2.0,0.42,0.0,0.0,2025-11-21,v12c_tuned,90,event,bottom50
3,pre_existing,316.0,249.6987951807229,42.0,106.87843353883721,66.3012048192771,2.0,2.8560000000000003,3.0,2.1420000000000003,6.0,1.7136,9.0,1.19,6.0,1.26,6.0,1.8229787234042554,2025-11-21,v12c_tuned,90,event,bottom50
0,1-14日,3116.6666666666665,230.08474576271186,66.66666666666666,116.96552782577407,2886.5819209039546,0.0,0.0,1.0,5.949999999999999,3.0,7.14,4.0,4.407407407407407,3.0,5.25,3.0,7.595744680851064,2025-11-21,v12d_tuned_half,90,event,top50
1,15-60日,-408.0,304.2168674698795,34.0,96.54106712843114,-712.2168674698795,1.0,1.4280000000000002,1.0,0.7140000000000001,3.0,0.8568,9.0,1.19,6.0,1.26,3.0,0.9114893617021277,2025-11-21,v12d_tuned_half,90,event,top50
2,61-180日,146.0,262.5,44.0,96.78515778738212,-116.5,1.0,1.4280000000000002,1.0,0.7140000000000001,2.0,0.5712,5.0,0.6611111111111111,3.0,0.63,1.0,0.3038297872340426,2025-11-21,v12d_tuned_half,90,event,top50
3,pre_existing,302.0,250.75301204819277,44.0,103.76654640729743,51.24698795180723,1.0,1.4280000000000002,2.0,1.4280000000000002,4.0,1.1424,10.0,1.3222222222222222,7.0,1.47,3.0,0.9114893617021277,2025-11-21,v12d_tuned_half,90,event,top50
0,1-14日,3116.6666666666665,230.08474576271186,66.66666666666666,116.96552782577409,2886.5819209039546,0.0,0.0,1.0,5.949999999999999,3.0,7.14,4.0,4.407407407407407,3.0,5.25,3.0,7.595744680851064,2025-11-21,v12d_tuned_half,90,event,bottom50
1,15-60日,-626.0,320.63253012048193,34.0,95.52606909251601,-946.632530120482,2.0,2.8560000000000003,2.0,1.4280000000000002,3.0,0.8568,6.0,0.7933333333333333,5.0,1.05,3.0,0.9114893617021277,2025-11-21,v12d_tuned_half,90,event,bottom50
2,61-180日,20.0,271.9879518072289,44.0,96.09199091439626,-251.9879518072289,0.0,0.0,0.0,0.0,1.0,0.2856,3.0,0.39666666666666667,2.0,0.42,0.0,0.0,2025-11-21,v12d_tuned_half,90,event,bottom50
3,pre_existing,316.0,249.6987951807229,42.0,106.87843353883721,66.3012048192771,2.0,2.8560000000000003,3.0,2.1420000000000003,6.0,1.7136,9.0,1.19,6.0,1.26,6.0,1.8229787234042554,2025-11-21,v12d_tuned_half,90,event,bottom50
0,1-14日,-1183.3333333333333,-247.17514124293785,16.666666666666664,94.02756963789025,-936.1581920903955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-22,v12c_tuned,90,event,top50
1,15-60日,-1270.0,-178.6144578313253,26.0,92.82561544260231,-1091.3855421686746,0.0,0.0,1.0,0.7140000000000001,4.0,1.1424,5.0,0.9037974683544304,4.0,1.0577777777777777,3.0,1.0984615384615384,2025-11-22,v12c_tuned,90,event,top50
2,61-180日,210.0,-290.06024096385545,42.0,99.03790116775522,500.06024096385545,3.0,4.284000000000001,4.0,2.8560000000000003,4.0,1.1424,6.0,1.0845569620253164,4.0,1.0577777777777777,4.0,1.4646153846153847,2025-11-22,v12c_tuned,90,event,top50
3,pre_existing,432.0,-306.77710843373495,40.0,105.79047215181431,738.777108433735,2.0,2.8560000000000003,3.0,2.1420000000000003,5.0,1.428,6.0,1.0845569620253164,6.0,1.5866666666666667,4.0,1.4646153846153847,2025-11-22,v12c_tuned,90,event,top50
0,1-14日,-1183.3333333333333,-247.17514124293785,16.666666666666664,94.02756963789025,-936.1581920903955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-22,v12c_tuned,90,event,bottom50
1,15-60日,-1320.0,-174.84939759036143,30.0,91.34557197449948,-1145.1506024096386,0.0,0.0,1.0,0.7140000000000001,4.0,1.1424,4.0,0.7230379746835444,4.0,1.0577777777777777,4.0,1.4646153846153847,2025-11-22,v12c_tuned,90,event,bottom50
2,61-180日,146.0,-285.2409638554217,36.0,98.09484454855459,431.2409638554217,3.0,4.284000000000001,4.0,2.8560000000000003,4.0,1.1424,6.0,1.0845569620253164,4.0,1.0577777777777777,4.0,1.4646153846153847,2025-11-22,v12c_tuned,90,event,bottom50
3,pre_existing,-500.0,-236.59638554216866,40.0,96.89690879202472,-263.40361445783134,1.0,1.4280000000000002,1.0,0.7140000000000001,2.0,0.5712,9.0,1.6268354430379748,3.0,0.7933333333333333,1.0,0.36615384615384616,2025-11-22,v12c_tuned,90,event,bottom50
0,1-14日,-1183.3333333333333,-247.17514124293785,16.666666666666664,94.02756963789025,-936.1581920903955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-22,v12d_tuned_half,90,event,top50
1,15-60日,-1270.0,-178.6144578313253,26.0,92.82561544260231,-1091.3855421686746,0.0,0.0,1.0,0.7140000000000001,4.0,1.1424,5.0,0.9037974683544304,4.0,1.0577777777777777,3.0,1.0984615384615384,2025-11-22,v12d_tuned_half,90,event,top50
2,61-180日,210.0,-290.06024096385545,42.0,99.03790116775525,500.06024096385545,3.0,4.284000000000001,4.0,2.8560000000000003,4.0,1.1424,6.0,1.0845569620253164,4.0,1.0577777777777777,4.0,1.4646153846153847,2025-11-22,v12d_tuned_half,90,event,top50
3,pre_existing,432.0,-306.77710843373495,40.0,105.79047215181431,738.777108433735,2.0,2.8560000000000003,3.0,2.1420000000000003,5.0,1.428,6.0,1.0845569620253164,6.0,1.5866666666666667,4.0,1.4646153846153847,2025-11-22,v12d_tuned_half,90,event,top50
0,1-14日,-1183.3333333333333,-247.17514124293785,16.666666666666664,94.02756963789025,-936.1581920903955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-22,v12d_tuned_half,90,event,bottom50
1,15-60日,-1320.0,-174.84939759036143,30.0,91.34557197449948,-1145.1506024096386,0.0,0.0,1.0,0.7140000000000001,4.0,1.1424,4.0,0.7230379746835444,4.0,1.0577777777777777,4.0,1.4646153846153847,2025-11-22,v12d_tuned_half,90,event,bottom50
2,61-180日,146.0,-285.2409638554217,36.0,98.09484454855459,431.2409638554217,3.0,4.284000000000001,4.0,2.8560000000000003,4.0,1.1424,6.0,1.0845569620253164,4.0,1.0577777777777777,4.0,1.4646153846153847,2025-11-22,v12d_tuned_half,90,event,bottom50
3,pre_existing,-500.0,-236.59638554216866,40.0,96.89690879202472,-263.40361445783134,1.0,1.4280000000000002,1.0,0.7140000000000001,2.0,0.5712,9.0,1.6268354430379748,3.0,0.7933333333333333,1.0,0.36615384615384616,2025-11-22,v12d_tuned_half,90,event,bottom50
0,1-14日,-1216.6666666666667,181.77966101694915,16.666666666666664,92.72339410424613,-1398.446327683616,0.0,0.0,0.0,0.0,1.0,2.38,1.0,1.0530973451327434,1.0,1.652777777777778,1.0,2.2037037037037037,2025-11-23,v12c_tuned,90,non_event,top50
1,15-60日,-588.0,227.10843373493975,30.0,97.08933745795402,-815.1084337349398,0.0,0.0,0.0,0.0,2.0,0.5712,6.0,0.7582300884955752,3.0,0.595,3.0,0.7933333333333333,2025-11-23,v12c_tuned,90,non_event,top50
2,61-180日,24.0,181.02409638554218,34.0,96.3708735848973,-157.02409638554218,0.0,0.0,0.0,0.0,2.0,0.5712,7.0,0.8846017699115044,4.0,0.7933333333333333,2.0,0.5288888888888889,2025-11-23,v12c_tuned,90,non_event,top50
3,pre_existing,-452.0,216.86746987951807,28.000000000000004,94.9842277693029,-668.867469879518,0.0,0.0,0.0,0.0,1.0,0.2856,5.0,0.631858407079646,3.0,0.595,1.0,0.2644444444444444,2025-11-23,v12c_tuned,90,non_event,top50
0,1-14日,-1216.6666666666667,181.77966101694915,16.666666666666664,92.72339410424613,-1398.446327683616,0.0,0.0,0.0,0.0,1.0,2.38,1.0,1.0530973451327434,1.0,1.652777777777778,1.0,2.2037037037037037,2025-11-23,v12c_tuned,90,non_event,bottom50
1,15-60日,-422.0,214.60843373493975,34.0,97.80196285069583,-636.6084337349398,0.0,0.0,1.0,0.7140000000000001,4.0,1.1424,10.0,1.263716814159292,6.0,1.19,5.0,1.3222222222222222,2025-11-23,v12c_tuned,90,non_event,bottom50
2,61-180日,-64.0,187.65060240963857,36.0,95.93215700404083,-251.65060240963857,0.0,0.0,0.0,0.0,2.0,0.5712,7.0,0.8846017699115044,4.0,0.7933333333333333,2.0,0.5288888888888889,2025-11-23,v12c_tuned,90,non_event,bottom50
3,pre_existing,-486.0,219.4277108433735,40.0,97.53569462933906,-705.4277108433735,0.0,0.0,0.0,0.0,3.0,0.8568,9.0,1.1373451327433628,4.0,0.7933333333333333,3.0,0.7933333333333333,2025-11-23,v12c_tuned,90,non_event,bottom50
0,1-14日,-1216.6666666666667,181.77966101694915,16.666666666666664,92.72339410424613,-1398.446327683616,0.0,0.0,0.0,0.0,1.0,2.38,1.0,1.0530973451327434,1.0,1.652777777777778,1.0,2.2037037037037037,2025-11-23,v12d_tuned_half,90,non_event,top50
1,15-60日,-588.0,227.10843373493975,30.0,97.08933745795402,-815.1084337349398,0.0,0.0,0.0,0.0,2.0,0.5712,6.0,0.7582300884955752,3.0,0.595,3.0,0.7933333333333333,2025-11-23,v12d_tuned_half,90,non_event,top50
2,61-180日,24.0,181.02409638554218,34.0,96.3708735848973,-157.02409638554218,0.0,0.0,0.0,0.0,2.0,0.5712,7.0,0.8846017699115044,4.0,0.7933333333333333,2.0,0.5288888888888889,2025-11-23,v12d_tuned_half,90,non_event,top50
3,pre_existing,-452.0,216.86746987951807,28.000000000000004,94.9842277693029,-668.867469879518,0.0,0.0,0.0,0.0,1.0,0.2856,5.0,0.631858407079646,3.0,0.595,1.0,0.2644444444444444,2025-11-23,v12d_tuned_half,90,non_event,top50
0,1-14日,-1216.6666666666667,181.77966101694915,16.666666666666664,92.72339410424613,-1398.446327683616,0.0,0.0,0.0,0.0,1.0,2.38,1.0,1.0530973451327434,1.0,1.652777777777778,1.0,2.2037037037037037,2025-11-23,v12d_tuned_half,90,non_event,bottom50
1,15-60日,-422.0,214.60843373493975,34.0,97.80196285069583,-636.6084337349398,0.0,0.0,1.0,0.7140000000000001,4.0,1.1424,10.0,1.263716814159292,6.0,1.19,5.0,1.3222222222222222,2025-11-23,v12d_tuned_half,90,non_event,bottom50
2,61-180日,-64.0,187.65060240963857,36.0,95.93215700404083,-251.65060240963857,0.0,0.0,0.0,0.0,2.0,0.5712,7.0,0.8846017699115044,4.0,0.7933333333333333,2.0,0.5288888888888889,2025-11-23,v12d_tuned_half,90,non_event,bottom50
3,pre_existing,-486.0,219.4277108433735,40.0,97.53569462933906,-705.4277108433735,0.0,0.0,0.0,0.0,3.0,0.8568,9.0,1.1373451327433628,4.0,0.7933333333333333,3.0,0.7933333333333333,2025-11-23,v12d_tuned_half,90,non_event,bottom50
0,1-14日,-3050.0,190.1129943502825,0.0,81.85852280582583,-3240.1129943502824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-24,v12c_tuned,90,non_event,top50
1,15-60日,104.0,167.31927710843374,34.0,101.01166854705187,-63.31927710843374,2.0,2.8560000000000003,3.0,2.1420000000000003,5.0,1.428,10.0,1.263716814159292,9.0,1.5866666666666667,6.0,1.503157894736842,2025-11-24,v12c_tuned,90,non_event,top50
2,61-180日,-342.0,200.90361445783134,36.0,94.73087962522919,-542.9036144578313,0.0,0.0,0.0,0.0,1.0,0.2856,3.0,0.3791150442477876,2.0,0.35259259259259257,1.0,0.2505263157894737,2025-11-24,v12c_tuned,90,non_event,top50
3,pre_existing,150.0,163.85542168674698,36.0,102.30610811709816,-13.855421686746979,2.0,2.8560000000000003,2.0,1.4280000000000002,5.0,1.428,10.0,1.263716814159292,8.0,1.4103703703703703,6.0,1.503157894736842,2025-11-24,v12c_tuned,90,non_event,top50
0,1-14日,-3050.0,190.1129943502825,0.0,81.85852280582581,-3240.1129943502824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-24,v12c_tuned,90,non_event,bottom50
1,15-60日,186.0,161.14457831325302,40.0,101.07509423628697,24.85542168674698,2.0,2.8560000000000003,3.0,2.1420000000000003,5.0,1.428,13.0,1.6428318584070796,10.0,1.7629629629629628,7.0,1.7536842105263157,2025-11-24,v12c_tuned,90,non_event,bottom50
2,61-180日,-190.0,189.4578313253012,34.0,95.70643528692831,-379.4578313253012,0.0,0.0,0.0,0.0,2.0,0.5712,4.0,0.5054867256637168,3.0,0.5288888888888889,2.0,0.5010526315789474,2025-11-24,v12c_tuned,90,non_event,bottom50
3,pre_existing,688.0,123.3433734939759,42.0,108.30479923627553,564.656626506024,2.0,2.8560000000000003,5.0,3.5700000000000003,7.0,1.9992,11.0,1.3900884955752213,11.0,1.9392592592592592,7.0,1.7536842105263157,2025-11-24,v12c_tuned,90,non_event,bottom50
0,1-14日,-3050.0,190.1129943502825,0.0,81.85852280582583,-3240.1129943502824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-24,v12d_tuned_half,90,non_event,top50
1,15-60日,104.0,167.31927710843374,34.0,101.01166854705187,-63.31927710843374,2.0,2.8560000000000003,3.0,2.1420000000000003,5.0,1.428,10.0,1.263716814159292,9.0,1.5866666666666667,6.0,1.503157894736842,2025-11-24,v12d_tuned_half,90,non_event,top50
2,61-180日,-342.0,200.90361445783134,36.0,94.73087962522919,-542.9036144578313,0.0,0.0,0.0,0.0,1.0,0.2856,3.0,0.3791150442477876,2.0,0.35259259259259257,1.0,0.2505263157894737,2025-11-24,v12d_tuned_half,90,non_event,top50
3,pre_existing,150.0,163.85542168674698,36.0,102.30610811709816,-13.855421686746979,2.0,2.8560000000000003,2.0,1.4280000000000002,5.0,1.428,10.0,1.263716814159292,8.0,1.4103703703703703,6.0,1.503157894736842,2025-11-24,v12d_tuned_half,90,non_event,top50
0,1-14日,-3050.0,190.1129943502825,0.0,81.85852280582581,-3240.1129943502824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-24,v12d_tuned_half,90,non_event,bottom50
1,15-60日,186.0,161.14457831325302,40.0,101.07509423628697,24.85542168674698,2.0,2.8560000000000003,3.0,2.1420000000000003,5.0,1.428,13.0,1.6428318584070796,10.0,1.7629629629629628,7.0,1.7536842105263157,2025-11-24,v12d_tuned_half,90,non_event,bottom50
2,61-180日,-190.0,189.4578313253012,34.0,95.7064352869283,-379.4578313253012,0.0,0.0,0.0,0.0,2.0,0.5712,4.0,0.5054867256637168,3.0,0.5288888888888889,2.0,0.5010526315789474,2025-11-24,v12d_tuned_half,90,non_event,bottom50
3,pre_existing,688.0,123.3433734939759,42.0,108.30479923627553,564.656626506024,2.0,2.8560000000000003,5.0,3.5700000000000003,7.0,1.9992,11.0,1.3900884955752213,11.0,1.9392592592592592,7.0,1.7536842105263157,2025-11-24,v12d_tuned_half,90,non_event,bottom50
0,1-14日,-733.3333333333334,325.28248587570624,16.666666666666664,92.32321366139625,-1058.6158192090397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-25,v12c_tuned,90,non_event,top50
1,15-60日,244.0,321.83734939759034,38.0,103.7165225170936,-77.83734939759034,0.0,0.0,1.0,0.7140000000000001,5.0,1.428,11.0,1.5866666666666667,6.0,1.224,5.0,1.373076923076923,2025-11-25,v12c_tuned,90,non_event,top50
2,61-180日,274.0,319.578313253012,36.0,96.01474351148319,-45.57831325301203,0.0,0.0,1.0,0.7140000000000001,4.0,1.1424,7.0,1.0096969696969698,5.0,1.02,4.0,1.0984615384615384,2025-11-25,v12c_tuned,90,non_event,top50
3,pre_existing,-430.0,372.5903614457831,26.0,93.10775745933245,-802.5903614457832,0.0,0.0,0.0,0.0,2.0,0.5712,4.0,0.5769696969696969,2.0,0.408,2.0,0.5492307692307692,2025-11-25,v12c_tuned,90,non_event,top50
0,1-14日,-733.3333333333334,325.28248587570624,16.666666666666664,92.32321366139625,-1058.6158192090397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-25,v12c_tuned,90,non_event,bottom50
1,15-60日,244.0,321.83734939759034,38.0,105.45761220164475,-77.83734939759034,1.0,1.4280000000000002,2.0,1.4280000000000002,6.0,1.7136,10.0,1.4424242424242424,6.0,1.224,6.0,1.6476923076923078,2025-11-25,v12c_tuned,90,non_event,bottom50
2,61-180日,-36.0,342.921686746988,30.0,93.6996351291381,-378.921686746988,0.0,0.0,0.0,0.0,2.0,0.5712,5.0,0.7212121212121212,3.0,0.612,2.0,0.5492307692307692,2025-11-25,v12c_tuned,90,non_event,bottom50
3,pre_existing,282.0,318.9759036144578,32.0,104.88463088227448,-36.97590361445782,2.0,2.8560000000000003,2.0,1.4280000000000002,5.0,1.428,10.0,1.4424242424242424,7.0,1.428,5.0,1.373076923076923,2025-11-25,v12c_tuned,90,non_event,bottom50
0,1-14日,-733.3333333333334,325.28248587570624,16.666666666666664,92.32321366139625,-1058.6158192090397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-25,v12d_tuned_half,90,non_event,top50
1,15-60日,244.0,321.83734939759034,38.0,103.7165225170936,-77.83734939759034,0.0,0.0,1.0,0.7140000000000001,5.0,1.428,11.0,1.5866666666666667,6.0,1.224,5.0,1.373076923076923,2025-11-25,v12d_tuned_half,90,non_event,top50
2,61-180日,274.0,319.578313253012,36.0,96.01474351148319,-45.57831325301203,0.0,0.0,1.0,0.7140000000000001,4.0,1.1424,7.0,1.0096969696969698,5.0,1.02,4.0,1.0984615384615384,2025-11-25,v12d_tuned_half,90,non_event,top50
3,pre_existing,-430.0,372.5903614457831,26.0,93.10775745933245,-802.5903614457832,0.0,0.0,0.0,0.0,2.0,0.5712,4.0,0.5769696969696969,2.0,0.408,2.0,0.5492307692307692,2025-11-25,v12d_tuned_half,90,non_event,top50
0,1-14日,-733.3333333333334,325.28248587570624,16.666666666666664,92.32321366139625,-1058.6158192090397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-25,v12d_tuned_half,90,non_event,bottom50
1,15-60日,244.0,321.83734939759034,38.0,105.45761220164475,-77.83734939759034,1.0,1.4280000000000002,2.0,1.4280000000000002,6.0,1.7136,10.0,1.4424242424242424,6.0,1.224,6.0,1.6476923076923078,2025-11-25,v12d_tuned_half,90,non_event,bottom50
2,61-180日,-36.0,342.921686746988,30.0,93.6996351291381,-378.921686746988,0.0,0.0,0.0,0.0,2.0,0.5712,5.0,0.7212121212121212,3.0,0.612,2.0,0.5492307692307692,2025-11-25,v12d_tuned_half,90,non_event,bottom50
3,pre_existing,282.0,318.9759036144578,32.0,104.88463088227448,-36.97590361445782,2.0,2.8560000000000003,2.0,1.4280000000000002,5.0,1.428,10.0,1.4424242424242424,7.0,1.428,5.0,1.373076923076923,2025-11-25,v12d_tuned_half,90,non_event,bottom50
0,1-14日,1133.3333333333333,125.84745762711864,50.0,107.56479685958864,1007.4858757062146,0.0,0.0,0.0,0.0,2.0,4.76,2.0,2.8674698795180724,2.0,4.327272727272727,1.0,3.4,2025-11-26,v12c_tuned,90,non_event,top50
1,15-60日,64.0,139.60843373493975,36.0,98.2151129195504,-75.60843373493975,0.0,0.0,0.0,0.0,5.0,1.428,9.0,1.548433734939759,6.0,1.5578181818181818,3.0,1.224,2025-11-26,v12c_tuned,90,non_event,top50
2,61-180日,50.0,140.66265060240963,34.0,91.55613044114196,-90.66265060240963,0.0,0.0,1.0,0.7140000000000001,3.0,0.8568,6.0,1.032289156626506,3.0,0.7789090909090909,2.0,0.816,2025-11-26,v12c_tuned,90,non_event,top50
3,pre_existing,458.0,109.93975903614458,50.0,103.63152202908763,348.06024096385545,1.0,1.4280000000000002,1.0,0.7140000000000001,4.0,1.1424,6.0,1.032289156626506,4.0,1.0385454545454544,3.0,1.224,2025-11-26,v12c_tuned,90,non_event,top50
0,1-14日,1133.3333333333333,125.84745762711864,50.0,107.56479685958864,1007.4858757062146,0.0,0.0,0.0,0.0,2.0,4.76,2.0,2.8674698795180724,2.0,4.327272727272727,1.0,3.4,2025-11-26,v12c_tuned,90,non_event,bottom50
1,15-60日,-258.0,163.85542168674698,28.000000000000004,94.58720793433577,-421.855421686747,2.0,2.8560000000000003,3.0,2.1420000000000003,7.0,1.9992,7.0,1.2043373493975904,7.0,1.8174545454545454,6.0,2.448,2025-11-26,v12c_tuned,90,non_event,bottom50
2,61-180日,58.0,140.06024096385542,36.0,92.5020109552677,-82.06024096385542,0.0,0.0,0.0,0.0,2.0,0.5712,6.0,1.032289156626506,2.0,0.5192727272727272,1.0,0.408,2025-11-26,v12c_tuned,90,non_event,bottom50
3,pre_existing,-424.0,176.35542168674698,28.000000000000004,98.28212905491252,-600.3554216867469,2.0,2.8560000000000003,2.0,1.4280000000000002,3.0,0.8568,5.0,0.8602409638554217,3.0,0.7789090909090909,2.0,0.816,2025-11-26,v12c_tuned,90,non_event,bottom50
