test_date,variant,window,DD,dow,is_event,event_type,avg_diff,avg_diff_other,avg_diff_vs_other,win_rate,payout_rate,hit@10,hit@20,hit@50,lift@10,lift@20,lift@50,hit_t2500,hit_t3500,hit_t4500,lift_t2500,lift_t3500,lift_t4500,n_machines_scored,n_actual_machines,split_period,a_seg_hist_coverage,a_seg_fallback_count
2025-10-06,v11_seg_weights,90,6,0,False,non_event,450.0,149.3975903614458,300.6024096385542,46.0,102.22336087960748,2.0,2.0,4.0,2.8560000000000003,1.4280000000000002,1.1424,7.0,5.0,3.0,1.2495,1.2310344827586208,1.1273684210526316,714,714,front,100.0,0
2025-10-06,v12c_tuned,90,6,0,False,non_event,450.0,149.3975903614458,300.6024096385542,46.0,102.3142149935454,2.0,2.0,5.0,2.8560000000000003,1.4280000000000002,1.428,7.0,6.0,3.0,1.2495,1.477241379310345,1.1273684210526316,714,714,front,100.0,0
2025-10-06,v12d_tuned_half,90,6,0,False,non_event,450.0,149.3975903614458,300.6024096385542,46.0,102.3142149935454,2.0,2.0,5.0,2.8560000000000003,1.4280000000000002,1.428,7.0,6.0,3.0,1.2495,1.477241379310345,1.1273684210526316,714,714,front,100.0,0
2025-10-07,v11_seg_weights,90,7,1,True,event,-266.0,210.84337349397592,-476.84337349397595,38.0,98.38886682239321,1.0,2.0,2.0,1.4280000000000002,1.4280000000000002,0.5712,3.0,2.0,2.0,0.38945454545454544,0.37578947368421056,0.5388679245283019,714,714,front,100.0,0
2025-10-07,v12c_tuned,90,7,1,True,event,-300.0,213.40361445783134,-513.4036144578313,38.0,98.02264343747694,1.0,2.0,2.0,1.4280000000000002,1.4280000000000002,0.5712,3.0,2.0,2.0,0.38945454545454544,0.37578947368421056,0.5388679245283019,714,714,front,100.0,0
2025-10-07,v12d_tuned_half,90,7,1,True,event,-292.0,212.8012048192771,-504.80120481927713,38.0,98.16239114437354,1.0,2.0,2.0,1.4280000000000002,1.4280000000000002,0.5712,3.0,2.0,2.0,0.38945454545454544,0.37578947368421056,0.5388679245283019,714,714,front,100.0,0
2025-10-08,v11_seg_weights,90,8,2,False,non_event,-198.0,160.09036144578315,-358.0903614457832,34.0,98.62136700940317,1.0,1.0,5.0,1.4280000000000002,0.7140000000000001,1.428,8.0,5.0,3.0,1.2553846153846155,1.19,1.0710000000000002,714,714,front,100.0,0
2025-10-08,v12c_tuned,90,8,2,False,non_event,-110.0,153.46385542168676,-263.46385542168673,36.0,100.52612448977872,1.0,1.0,5.0,1.4280000000000002,0.7140000000000001,1.428,8.0,5.0,3.0,1.2553846153846155,1.19,1.0710000000000002,714,714,front,100.0,0
2025-10-08,v12d_tuned_half,90,8,2,False,non_event,-174.0,158.28313253012047,-332.2831325301205,34.0,98.664921399271,1.0,1.0,5.0,1.4280000000000002,0.7140000000000001,1.428,8.0,5.0,3.0,1.2553846153846155,1.19,1.0710000000000002,714,714,front,100.0,0
2025-10-09,v11_seg_weights,90,9,3,False,non_event,714.0,172.74096385542168,541.2590361445783,48.0,102.89245650512159,2.0,2.0,5.0,2.8560000000000003,1.4280000000000002,1.428,8.0,6.0,4.0,1.3439999999999999,1.53,1.5031578947368422,714,714,front,100.0,0
2025-10-09,v12c_tuned,90,9,3,False,non_event,588.0,182.2289156626506,405.7710843373494,44.0,101.86410502650679,2.0,2.0,4.0,2.8560000000000003,1.4280000000000002,1.1424,7.0,5.0,3.0,1.176,1.2750000000000001,1.1273684210526316,714,714,front,100.0,0
2025-10-09,v12d_tuned_half,90,9,3,False,non_event,588.0,182.2289156626506,405.7710843373494,44.0,101.86410502650679,2.0,2.0,4.0,2.8560000000000003,1.4280000000000002,1.1424,7.0,5.0,3.0,1.176,1.2750000000000001,1.1273684210526316,714,714,front,100.0,0
2025-10-10,v11_seg_weights,90,10,4,False,non_event,-40.0,223.0421686746988,-263.0421686746988,42.0,99.85684411845398,0.0,0.0,1.0,0.0,0.0,0.2856,6.0,2.0,1.0,0.8318446601941747,0.4262686567164179,0.2746153846153846,714,714,front,100.0,0
2025-10-10,v12c_tuned,90,10,4,False,non_event,-54.0,224.09638554216866,-278.09638554216866,40.0,99.69867646780995,0.0,0.0,1.0,0.0,0.0,0.2856,6.0,2.0,1.0,0.8318446601941747,0.4262686567164179,0.2746153846153846,714,714,front,100.0,0
2025-10-10,v12d_tuned_half,90,10,4,False,non_event,-58.0,224.3975903614458,-282.3975903614458,38.0,99.95689909753645,0.0,0.0,1.0,0.0,0.0,0.2856,6.0,2.0,1.0,0.8318446601941747,0.4262686567164179,0.2746153846153846,714,714,front,100.0,0
2025-10-11,v11_seg_weights,90,11,5,True,event,-222.0,-183.8855421686747,-38.114457831325296,46.0,97.13203145769823,0.0,2.0,6.0,0.0,1.4280000000000002,1.7136,6.0,6.0,3.0,1.0710000000000002,1.7136,1.26,714,714,front,100.0,0
2025-10-11,v12c_tuned,90,11,5,True,event,-254.0,-181.47590361445782,-72.52409638554218,46.0,97.13917497043583,0.0,2.0,5.0,0.0,1.4280000000000002,1.428,5.0,5.0,2.0,0.8925000000000001,1.428,0.84,714,714,front,100.0,0
2025-10-11,v12d_tuned_half,90,11,5,True,event,-254.0,-181.47590361445782,-72.52409638554218,46.0,97.13917497043583,0.0,2.0,5.0,0.0,1.4280000000000002,1.428,5.0,5.0,2.0,0.8925000000000001,1.428,0.84,714,714,front,100.0,0
2025-10-13,v11_seg_weights,90,13,0,False,non_event,66.0,360.99397590361446,-294.99397590361446,44.0,101.10641361794416,0.0,0.0,4.0,0.0,0.0,1.1424,9.0,7.0,5.0,1.0448780487804878,1.2653164556962027,1.1333333333333333,714,714,front,100.0,0
