month,expert,precision,recall,f1,hit_at_2,hit_at_3,n_days
2026-01,2F_N,0.0,0.0,0.0,0.0,0.03225806451612903,31
2026-01,3F_A,0.0,0.0,0.0,0.0,0.0,31
2026-01,3F_N,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.0967741935483871,31
2026-02,2F_N,0.0,0.0,0.0,0.0,0.03571428571428571,28
2026-02,3F_A,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.07142857142857142,28
2026-02,3F_N,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.03571428571428571,28
2026-03,2F_N,0.0,0.0,0.0,0.0,0.0,31
2026-03,3F_A,0.0,0.0,0.0,0.0,0.06451612903225806,31
2026-03,3F_N,0.0,0.0,0.0,0.0,0.06451612903225806,31
2026-04,2F_N,0.0,0.0,0.0,0.0,0.03333333333333333,30
2026-04,3F_A,0.0,0.0,0.0,0.0,0.03333333333333333,30
2026-04,3F_N,0.0,0.0,0.0,0.0,0.0,30
2026-05,2F_N,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.07692307692307693,0.11538461538461539,26
2026-05,3F_A,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,26
2026-05,3F_N,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,26
