date,month,weekday,expert,model,window,lambda,top1_tail,top1_pred,top1_actual_raw_diff,top1_prob_positive,top1_final_score,top2_tail,top2_pred,top2_actual_raw_diff,top2_prob_positive,top2_final_score,pred_span_top12,hit_at_2,hit_at_3,pred_span_quartile,rolling_median,zscore,is_anomaly,anomaly_direction,is_hit_rate_miss_day,difficulty_failure,actual_top1_tail,actual_top2_tail,actual_top3_tail,actual_top1_diff,actual_top2_diff,actual_top3_diff,loss_scenario,loss_value,chosen_tail,top1_match,top2_match,top3_match,rescue_source
2026-01-01,2026-01,Thursday,2F_N,xgb_ranker_ndcg,full_2025,1.25,8,0.0466036843049582,12600.0,0.5,0.0466036843049582,7,0.0136048734519897,4700.0,0.5,0.0136048734519897,0.0329988108529684,1.0,1.0,Q2,144.0,1.4631213452771414,0,normal,1,miss_day,8,0,7,12600.0,8400.0,4700.0,hit1,0.0,8,1,0,0,rank1
2026-01-01,2026-01,Thursday,3F_A,xgb_ranker_ndcg,full_2025,0.75,9,0.9982554932059788,42300.0,0.5,0.9982554932059788,4,0.9976227359004258,39400.0,0.5,0.9976227359004258,0.0006327573055529,0.0,0.0,Q1,144.0,1.4631213452771414,0,normal,1,miss_day,8,7,3,52000.0,48200.0,47500.0,critical_miss,9700.0,9,0,0,0,none
2026-01-01,2026-01,Thursday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,6,0.3215188720270533,10200.0,0.5,0.3215188720270533,7,0.0052683111900403,5700.0,0.5,0.0052683111900403,0.316250560837013,1.0,1.0,Q3,144.0,1.4631213452771414,0,normal,1,miss_day,6,7,2,10200.0,5700.0,2100.0,hit1,0.0,6,1,1,0,rank1
2026-01-02,2026-01,Friday,2F_N,xgb_ranker_ndcg,full_2025,1.25,6,0.997277712673563,33900.0,0.5,0.997277712673563,9,0.9969816129481032,35300.0,0.5,0.9969816129481032,0.0002960997254598,1.0,1.0,Q1,160.5,0.12866665735372773,0,normal,0,hit_day,9,3,6,35300.0,33900.0,33900.0,miss1_hit2,0.0,9,0,1,0,rank2
2026-01-02,2026-01,Friday,3F_A,xgb_ranker_ndcg,full_2025,0.75,4,0.9658587862008032,16400.0,0.5,0.9658587862008032,7,0.0362701838794098,4700.0,0.5,0.0362701838794098,0.9295886023213936,1.0,1.0,Q4,160.5,0.12866665735372773,0,normal,0,hit_day,4,0,7,16400.0,4900.0,4700.0,hit1,0.0,4,1,0,0,rank1
2026-01-02,2026-01,Friday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,5,0.6354330376577774,15200.0,0.5,0.6354330376577774,3,0.0063112089879176,300.0,0.5,0.0063112089879176,0.6291218286698598,1.0,1.0,Q4,160.5,0.12866665735372773,0,normal,0,hit_day,5,6,3,15200.0,2000.0,300.0,hit1,0.0,5,1,0,0,rank1
2026-01-03,2026-01,Saturday,2F_N,xgb_ranker_ndcg,full_2025,1.25,0,0.9929712520949208,38800.0,0.5,0.9929712520949208,7,0.8292122394215511,28200.0,0.5,0.8292122394215511,0.1637590126733697,1.0,1.0,Q3,144.0,-0.6196853987633989,0,normal,0,hit_day,0,7,4,38800.0,28200.0,27200.0,hit1,0.0,0,1,1,0,rank1
2026-01-03,2026-01,Saturday,3F_A,xgb_ranker_ndcg,full_2025,0.75,5,0.004815009670775,500.0,0.5,0.004815009670775,2,0.0043059495705946,-3400.0,0.5,0.0043059495705946,0.0005090601001803,1.0,1.0,Q1,144.0,-0.6196853987633989,0,normal,0,hit_day,4,5,6,900.0,500.0,-400.0,hit1,400.0,5,1,0,0,rank1
2026-01-03,2026-01,Saturday,3F_N,xgb_ranker_ndcg,recent_60d,1.25,2,0.9010391717162068,13000.0,0.5,0.9010391717162068,9,0.2799497075334539,7000.0,0.5,0.2799497075334539,0.6210894641827529,1.0,1.0,Q4,144.0,-0.6196853987633989,0,normal,0,hit_day,2,9,8,13000.0,7000.0,3300.0,hit1,0.0,2,1,1,0,rank1
2026-01-04,2026-01,Sunday,2F_N,xgb_ranker_ndcg,full_2025,1.25,8,0.9818817486182364,33700.0,0.5,0.9818817486182364,7,0.1312955180815352,13400.0,0.5,0.1312955180815352,0.8505862305367011,1.0,1.0,Q4,137.5,-2.282742734186793,1,low_anomaly,1,miss_day,8,7,3,33700.0,13400.0,5700.0,hit1,0.0,8,1,1,0,rank1
2026-01-04,2026-01,Sunday,3F_A,xgb_ranker_ndcg,full_2025,0.75,0,0.0009603579198122,-3200.0,0.5,0.0009603579198122,5,0.0007834959030348,-4000.0,0.5,0.0007834959030348,0.0001768620167773,0.0,1.0,Q1,137.5,-2.282742734186793,1,low_anomaly,1,miss_day,4,6,0,1600.0,-700.0,-3200.0,critical_miss,4800.0,0,0,0,0,none
2026-01-04,2026-01,Sunday,3F_N,xgb_ranker_ndcg,recent_60d,0.75,9,0.7279230271072487,16300.0,0.5,0.7279230271072487,0,0.0116964706012834,1600.0,0.5,0.0116964706012834,0.7162265565059652,1.0,1.0,Q4,137.5,-2.282742734186793,1,low_anomaly,1,miss_day,9,0,1,16300.0,1600.0,-200.0,hit1,0.0,9,1,1,0,rank1
2026-01-05,2026-01,Monday,2F_N,xgb_ranker_ndcg,full_2025,1.25,1,0.9966492135317389,48500.0,0.5,0.9966492135317389,9,0.991582562064084,39700.0,0.5,0.991582562064084,0.0050666514676547,1.0,1.0,Q1,137.5,1.8916976825315492,1,high_anomaly,0,hit_day,1,9,0,48500.0,39700.0,25800.0,hit1,0.0,1,1,1,0,rank1
2026-01-05,2026-01,Monday,3F_A,xgb_ranker_ndcg,full_2025,0.75,6,0.992953294706346,13000.0,0.5,0.992953294706346,4,0.4787625375257394,8700.0,0.5,0.4787625375257394,0.5141907571806067,1.0,1.0,Q4,137.5,1.8916976825315492,1,high_anomaly,0,hit_day,6,4,1,13000.0,8700.0,5100.0,hit1,0.0,6,1,1,0,rank1
2026-01-05,2026-01,Monday,3F_N,xgb_ranker_ndcg,full_2025,0.75,1,0.994015104610059,26800.0,0.5,0.994015104610059,6,0.990715347150718,25400.0,0.5,0.990715347150718,0.003299757459341,1.0,1.0,Q1,137.5,1.8916976825315492,1,high_anomaly,0,hit_day,1,6,5,26800.0,25400.0,22300.0,hit1,0.0,1,1,1,0,rank1
2026-01-06,2026-01,Tuesday,2F_N,xgb_ranker_ndcg,full_2025,1.25,6,0.9993630825942914,38300.0,0.5,0.9993630825942914,2,0.9981611684297472,44400.0,0.5,0.9981611684297472,0.0012019141645442,1.0,1.0,Q1,144.0,0.49532808618907526,0,normal,0,hit_day,2,6,7,44400.0,38300.0,27100.0,hit1,6100.0,6,1,1,0,rank1
2026-01-06,2026-01,Tuesday,3F_A,xgb_ranker_ndcg,full_2025,0.75,5,0.7806356929024943,6300.0,0.5,0.7806356929024943,9,0.7265775935992581,9200.0,0.5,0.7265775935992581,0.0540580993032362,1.0,1.0,Q2,144.0,0.49532808618907526,0,normal,0,hit_day,9,5,2,9200.0,6300.0,5000.0,hit1,2900.0,5,1,1,0,rank1
2026-01-06,2026-01,Tuesday,3F_N,xgb_ranker_ndcg,full_2025,0.75,3,0.9927875048644677,20300.0,0.5,0.9927875048644677,1,0.9768060142364398,17300.0,0.5,0.9768060142364398,0.0159814906280277,1.0,1.0,Q1,144.0,0.49532808618907526,0,normal,0,hit_day,3,1,2,20300.0,17300.0,15300.0,hit1,0.0,3,1,1,0,rank1
2026-01-07,2026-01,Wednesday,2F_N,xgb_ranker_ndcg,full_2025,0.75,4,0.934616819385788,32300.0,0.5,0.934616819385788,0,0.809440101734134,39400.0,0.5,0.809440101734134,0.1251767176516539,1.0,1.0,Q3,160.5,1.114012351764974,0,normal,0,hit_day,0,5,4,39400.0,35900.0,32300.0,miss1_hit2,0.0,0,0,1,0,rank2
2026-01-07,2026-01,Wednesday,3F_A,xgb_ranker_ndcg,full_2025,0.75,7,0.9453933880817648,11200.0,0.5,0.9453933880817648,0,0.1193548648662094,8500.0,0.5,0.1193548648662094,0.8260385232155554,1.0,1.0,Q4,160.5,1.114012351764974,0,normal,0,hit_day,7,3,0,11200.0,9000.0,8500.0,hit1,0.0,7,1,0,0,rank1
2026-01-07,2026-01,Wednesday,3F_N,xgb_ranker_ndcg,full_2025,0.75,7,0.9948498917194628,22100.0,0.5,0.9948498917194628,3,0.989168066468072,21600.0,0.5,0.989168066468072,0.005681825251391,1.0,1.0,Q1,160.5,1.114012351764974,0,normal,0,hit_day,7,3,0,22100.0,21600.0,20600.0,hit1,0.0,7,1,1,0,rank1
2026-01-08,2026-01,Thursday,2F_N,xgb_ranker_ndcg,recent_60d,0.75,1,0.9890188176170408,54400.0,0.5,0.9890188176170408,5,0.9366649219713286,30700.0,0.5,0.9366649219713286,0.0523538956457123,1.0,1.0,Q2,160.5,-0.1450688381597167,0,normal,0,hit_day,1,5,7,54400.0,30700.0,22000.0,hit1,0.0,1,1,1,0,rank1
2026-01-08,2026-01,Thursday,3F_A,xgb_ranker_ndcg,full_2025,0.75,6,0.9716099205476814,9800.0,0.5,0.9716099205476814,9,0.7242797577816078,9500.0,0.5,0.7242797577816078,0.2473301627660735,1.0,1.0,Q3,160.5,-0.1450688381597167,0,normal,0,hit_day,6,9,2,9800.0,9500.0,6600.0,hit1,0.0,6,1,1,0,rank1
2026-01-08,2026-01,Thursday,3F_N,xgb_ranker_ndcg,full_2025,0.75,0,0.8138820226801227,9900.0,0.5,0.8138820226801227,1,0.0531707038774527,2400.0,0.5,0.0531707038774527,0.7607113188026698,1.0,1.0,Q4,160.5,-0.1450688381597167,0,normal,0,hit_day,0,8,1,9900.0,5400.0,2400.0,hit1,0.0,0,1,0,0,rank1
2026-01-09,2026-01,Friday,2F_N,xgb_ranker_ndcg,recent_60d,1.0,2,0.5425841105926308,13600.0,0.5,0.5425841105926308,6,0.5402096499919558,12000.0,0.5,0.5402096499919558,0.002374460600675,1.0,1.0,Q1,144.0,-0.39190587870800436,0,normal,0,hit_day,2,6,4,13600.0,12000.0,10900.0,hit1,0.0,2,1,1,0,rank1
2026-01-09,2026-01,Friday,3F_A,xgb_ranker_ndcg,full_2025,0.75,3,0.9071092541660356,10700.0,0.5,0.9071092541660356,0,0.1617423960571786,5100.0,0.5,0.1617423960571786,0.7453668581088568,1.0,1.0,Q4,144.0,-0.39190587870800436,0,normal,0,hit_day,3,0,9,10700.0,5100.0,2900.0,hit1,0.0,3,1,1,0,rank1
