segment,target,feature,importance_mean,importance_std,n_models
2F,target_is_top3,weekday_prior_top1_rate,0.19396224386162228,0.014143368421556,90
2F,target_is_top3,prior_top1_rate,0.18055064462953144,0.011862299173714185,90
2F,target_is_top3,is_weekend,0.16748455009526678,0.036527632300467745,90
2F,target_is_top3,lag1_rank_pct,0.15881763961580064,0.007766483875107778,90
2F,target_is_top3,day_of_month,0.15074969430764515,0.009408631287535104,90
2F,target_is_top3,day_of_week_num,0.1484352308842871,0.011158309983387446,90
3F,target_is_top3,prior_top1_rate,0.19452588856220246,0.007635208841979056,90
3F,target_is_top3,weekday_prior_top1_rate,0.17584200120634502,0.006982090387841934,90
3F,target_is_top3,lag1_rank_pct,0.17060651265912585,0.00630187953786893,90
3F,target_is_top3,day_of_week_num,0.16821441964970696,0.008440297486370705,90
3F,target_is_top3,day_of_month,0.16129601614342795,0.006810383213518711,90
3F,target_is_top3,is_weekend,0.1295151582194699,0.02465252622475525,90
