hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,accuracy_delta,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
レイトギャップ,logistic_regression,469,328,141,110,359,0.2345415778251599,0.7801418439716312,0.5886524822695035,-0.19148936170212771,0.6436950146627566,0.7266862170087977,is_x_day:1.9710,weekday_nth_Mon2:-1.0631,weekday_nth_Sun2:-0.7641,trained
