hall,model_name,n_rows,train_rows,test_rows,positive_rows,negative_rows,positive_rate,baseline_accuracy,accuracy,accuracy_delta,balanced_accuracy,roc_auc,top_feature_1,top_feature_2,top_feature_3,note
ヒロキ,logistic_regression,547,383,164,124,423,0.226691042047532,0.7682926829268293,0.6646341463414634,-0.10365853658536583,0.6071428571428572,0.6276106934001671,is_x_day:1.8858,weekday_nth_Mon1:-1.4165,weekday_nth_Sun2:1.0275,trained
