hall,segment,contrast,estimator,window_days,calendar_days,base_rate,n_days,n_days_in_group,n_per_day,mean_effect,daily_sd,mde,bootstrap_ci_halfwidth,detectability,reference_effect,reference_class,rb0_rate,gate
マルハンメガシティ2000-蒲田1,all,section,payout_within_model,365.0,365,1.0,40,,17.0,3.334531183707489,11.990656223136574,1.7573349681285726,1.3568007594280374,0.7682086935524005,1.35,position,0.013560283080939109,MARGINAL
マルハンメガシティ2000-蒲田1,all,machine_name,payout_within_model,28.0,28,1.0,247,,15.0,0.19556770605177903,10.48447472773663,5.547862551346551,3.909851786559384,0.24333695860441504,1.35,position,0.013560283080939109,UNDETECTABLE
マルハンメガシティ2000-蒲田1,all,machine_name,payout_within_model,56.0,56,1.0,247,,15.0,0.19556770605177903,10.48447472773663,3.922931231148047,2.739486723511421,0.34413042708498415,1.35,position,0.013560283080939109,UNDETECTABLE
マルハンメガシティ2000-蒲田1,all,machine_name,payout_within_model,180.0,180,1.0,247,,15.0,0.19556770605177903,10.48447472773663,2.1881064986291188,1.5313613529311798,0.6169717976916549,1.35,position,0.013560283080939109,MARGINAL
マルハンメガシティ2000-蒲田1,all,machine_name,payout_within_model,365.0,365,1.0,247,,15.0,0.19556770605177903,10.48447472773663,1.5365909687211636,1.0748351833444987,0.8785682250387982,1.35,position,0.013560283080939109,MARGINAL
マルハンメガシティ2000-蒲田1,all,corner1,payout_within_model,28.0,28,1.0,602,,55.0,-0.7498812959463548,4.230271212353736,2.2384491212487383,1.678835862439563,0.6030961290051081,1.35,position,0.013560283080939109,MARGINAL
マルハンメガシティ2000-蒲田1,all,corner1,payout_within_model,56.0,56,1.0,602,,55.0,-0.7498812959463548,4.230271212353736,1.5828225529760511,1.1624049202148263,0.8529067250537378,1.35,position,0.013560283080939109,MARGINAL
マルハンメガシティ2000-蒲田1,all,corner1,payout_within_model,180.0,180,1.0,602,,55.0,-0.7498812959463548,4.230271212353736,0.882856239447784,0.6565288116602112,1.5291277783168966,1.35,position,0.013560283080939109,DETECTABLE
マルハンメガシティ2000-蒲田1,all,corner1,payout_within_model,365.0,365,1.0,602,,55.0,-0.7498812959463548,4.230271212353736,0.6199830424453824,0.457144735330107,2.177478910834773,1.35,position,0.013560283080939109,DETECTABLE
マルハンメガシティ2000-蒲田1,all,dd_event,payout_within_model,13.280265339966833,28,0.47429519071310117,603,286.0,348.0,0.4193223053020645,2.7834260507312556,2.1386235396711135,1.474772911469561,1.0754580959834117,2.3,calendar,0.013560283080939109,DETECTABLE
マルハンメガシティ2000-蒲田1,all,dd_event,payout_within_model,26.560530679933667,56,0.47429519071310117,603,286.0,348.0,0.4193223053020645,2.7834260507312556,1.5122352073066216,1.0085769653699623,1.5209274251036866,2.3,calendar,0.013560283080939109,DETECTABLE
マルハンメガシティ2000-蒲田1,all,dd_event,payout_within_model,85.3731343283582,180,0.47429519071310117,603,286.0,348.0,0.4193223053020645,2.7834260507312556,0.8434844991139476,0.56036655809301,2.726783956807829,2.3,calendar,0.013560283080939109,DETECTABLE
マルハンメガシティ2000-蒲田1,all,dd_event,payout_within_model,173.11774461028193,365,0.47429519071310117,603,286.0,348.0,0.4193223053020645,2.7834260507312556,0.5923343605107,0.3974058588156949,3.8829420566063084,2.3,calendar,0.013560283080939109,DETECTABLE
マルハンメガシティ2000-蒲田1,all,strong_zorome,payout_within_model,0.9751243781094527,28,0.03482587064676617,603,21.0,349.0,1.0419939231130386,2.4285836355006145,6.886223096586104,4.861937064297012,0.33400021575546135,2.3,calendar,0.013560283080939109,INSUFFICIENT_DATA
マルハンメガシティ2000-蒲田1,all,strong_zorome,payout_within_model,1.9502487562189055,56,0.03482587064676617,603,21.0,349.0,1.0419939231130386,2.4285836355006145,4.86929504835946,2.9891845353811455,0.47234763495691334,2.3,calendar,0.013560283080939109,INSUFFICIENT_DATA
マルハンメガシティ2000-蒲田1,all,strong_zorome,payout_within_model,6.268656716417911,180,0.03482587064676617,603,21.0,349.0,1.0419939231130386,2.4285836355006145,2.7159630162417785,1.6067441635553448,0.8468451102779122,2.3,calendar,0.013560283080939109,MARGINAL
マルハンメガシティ2000-蒲田1,all,strong_zorome,payout_within_model,12.711442786069652,365,0.03482587064676617,603,21.0,349.0,1.0419939231130386,2.4285836355006145,1.9072765629792046,1.186907910853467,1.2059079656530531,2.3,calendar,0.013560283080939109,DETECTABLE
マルハンメガシティ2000-蒲田1,all,weekday,payout_within_model,3.946932006633499,28,0.14096185737976782,603,85.0,347.0,-0.4475234524849698,2.098530700387505,2.957627910819878,1.9428938784055445,0.7776502215122867,2.3,calendar,0.013560283080939109,INSUFFICIENT_DATA
マルハンメガシティ2000-蒲田1,all,weekday,payout_within_model,7.893864013266998,56,0.14096185737976782,603,85.0,347.0,-0.4475234524849698,2.098530700387505,2.091358751967337,1.3411268211365757,1.0997634900451176,2.3,calendar,0.013560283080939109,DETECTABLE
マルハンメガシティ2000-蒲田1,all,weekday,payout_within_model,25.37313432835821,180,0.14096185737976782,603,85.0,347.0,-0.4475234524849698,2.098530700387505,1.1665041792755089,0.7497112242720281,1.9717031802050475,2.3,calendar,0.013560283080939109,DETECTABLE
マルハンメガシティ2000-蒲田1,all,weekday,payout_within_model,51.45107794361525,365,0.14096185737976782,603,85.0,347.0,-0.4475234524849698,2.098530700387505,0.819173924108918,0.5112081911863146,2.8077065593877353,2.3,calendar,0.013560283080939109,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,last_digit,payout,28.0,28,1.0,603,,9.0,0.20425432035851876,3.081674657149709,1.6306689528856728,1.1387548811456187,0.8278810960440537,1.35,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,last_digit,payout,56.0,56,1.0,603,,9.0,0.20425432035851876,3.081674657149709,1.153057074455826,0.7919428226638825,1.1708006740578036,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,last_digit,payout,180.0,180,1.0,603,,9.0,0.20425432035851876,3.081674657149709,0.6431445083396766,0.44607787290578094,2.099061692192819,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,last_digit,payout,365.0,365,1.0,603,,9.0,0.20425432035851876,3.081674657149709,0.4516462264138027,0.3057555896288529,2.989065159958,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,section,payout,28.0,28,1.0,602,,13.0,-0.22970526303048816,2.9323978198017486,1.5516790752606844,1.0554824044813662,0.870025265870907,1.35,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,section,payout,56.0,56,1.0,602,,13.0,-0.22970526303048816,2.9323978198017486,1.0972027963421014,0.7405440787644348,1.2304015306018943,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,section,payout,180.0,180,1.0,602,,13.0,-0.22970526303048816,2.9323978198017486,0.6119904804672295,0.41316815392219325,2.205916665516318,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,section,payout,365.0,365,1.0,602,,13.0,-0.22970526303048816,2.9323978198017486,0.4297684074419741,0.2908620217878602,3.1412267086716295,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,machine_name,payout,28.0,28,1.0,603,,9.0,-0.1385092677507404,3.3302578230076745,1.7622068002811324,1.2100612272027824,0.766084888439103,1.35,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,machine_name,payout,56.0,56,1.0,603,,9.0,-0.1385092677507404,3.3302578230076745,1.246068378331837,0.8583269769612221,1.083407639159659,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,machine_name,payout,180.0,180,1.0,603,,9.0,-0.1385092677507404,3.3302578230076745,0.6950237349855913,0.4790505857405594,1.9423797088425867,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,machine_name,payout,365.0,365,1.0,603,,9.0,-0.1385092677507404,3.3302578230076745,0.4880782516275183,0.3413005481377588,2.765949917863306,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,corner1,payout,28.0,28,1.0,602,,14.0,-0.5603293580554966,2.4821074604521396,1.3134078135388898,0.8333248830169981,1.0278604909182891,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,corner1,payout,56.0,56,1.0,602,,14.0,-0.5603293580554966,2.4821074604521396,0.9287195714167455,0.5912185105567214,1.453614246484112,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,corner1,payout,180.0,180,1.0,602,,14.0,-0.5603293580554966,2.4821074604521396,0.5180150275094997,0.33159486849484127,2.606102001500802,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,corner1,payout,365.0,365,1.0,602,,14.0,-0.5603293580554966,2.4821074604521396,0.3637744385072819,0.23420184413185657,3.7110908769170603,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,dd_event,payout,13.280265339966833,28,0.47429519071310117,603,286.0,95.0,0.5325273464932678,2.0482086855626163,1.5737250529620666,1.0753114428831285,1.4615005306491995,2.3,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,dd_event,payout,26.560530679933667,56,0.47429519071310117,603,286.0,95.0,0.5325273464932678,2.0482086855626163,1.112791656672636,0.7245543095595772,2.066873871859573,2.3,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,dd_event,payout,85.3731343283582,180,0.47429519071310117,603,286.0,95.0,0.5325273464932678,2.0482086855626163,0.620685531332417,0.4136844624857202,3.7055801752984667,2.3,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,dd_event,payout,173.11774461028193,365,0.47429519071310117,603,286.0,95.0,0.5325273464932678,2.0482086855626163,0.43587447981111554,0.28406808458340127,5.276748482720749,2.3,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,strong_zorome,payout,0.9751243781094527,28,0.03482587064676617,603,21.0,95.0,1.3590182859639555,2.5821399193756727,7.321630308093723,6.049966278646,0.31413768562685507,2.3,calendar,0.007268809112521165,INSUFFICIENT_DATA
マルハンメガシティ2000-蒲田1,JUG,strong_zorome,payout,1.9502487562189055,56,0.03482587064676617,603,21.0,95.0,1.3590182859639555,2.5821399193756727,5.1771744401940225,3.2851580772078632,0.4442577754659941,2.3,calendar,0.007268809112521165,INSUFFICIENT_DATA
マルハンメガシティ2000-蒲田1,JUG,strong_zorome,payout,6.268656716417911,180,0.03482587064676617,603,21.0,95.0,1.3590182859639555,2.5821399193756727,2.8876899363361788,1.2598119226160285,0.7964844047343173,2.3,calendar,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,strong_zorome,payout,12.711442786069652,365,0.03482587064676617,603,21.0,95.0,1.3590182859639555,2.5821399193756727,2.0278712573730457,0.9539384568078924,1.134194289522835,2.3,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,weekday,payout,3.993366500829187,28,0.14262023217247097,603,86.0,93.0,0.15455088873066813,1.5263757666589222,2.138700192410409,1.5202332927129265,1.075419550698127,2.3,calendar,0.007268809112521165,INSUFFICIENT_DATA
マルハンメガシティ2000-蒲田1,JUG,weekday,payout,7.986733001658374,56,0.14262023217247097,603,86.0,93.0,0.15455088873066813,1.5263757666589222,1.5122894089783743,1.0646004215252634,1.5208729138384713,2.3,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,weekday,payout,25.671641791044774,180,0.14262023217247097,603,86.0,93.0,0.15455088873066813,1.5263757666589222,0.8435147313620319,0.5797703874540289,2.726686226672255,2.3,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,weekday,payout,52.056384742951906,365,0.14262023217247097,603,86.0,93.0,0.15455088873066813,1.5263757666589222,0.5923555910126886,0.4043993515355424,3.882802888832246,2.3,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,last_digit,rb_rate,28.0,28,1.0,603,,9.0,-0.03166761951511572,0.3459036797483791,0.18303502283926804,0.12486532305679676,0.590051009499095,0.108,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,last_digit,rb_rate,56.0,56,1.0,603,,9.0,-0.03166761951511572,0.3459036797483791,0.12942530584428105,0.09147197660007249,0.8344581401255559,0.108,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,last_digit,rb_rate,180.0,180,1.0,603,,9.0,-0.03166761951511572,0.3459036797483791,0.07218998654790468,0.05016339298250456,1.4960523635550491,0.108,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,last_digit,rb_rate,365.0,365,1.0,603,,9.0,-0.03166761951511572,0.3459036797483791,0.050695193049839986,0.0350156103806246,2.1303794995675807,0.108,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,section,rb_rate,28.0,28,1.0,602,,13.0,0.0053394774630348436,0.31538775818153536,0.16688751494050383,0.11498721668149181,0.6471424782045709,0.108,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,section,rb_rate,56.0,56,1.0,602,,13.0,0.0053394774630348436,0.31538775818153536,0.11800729350980152,0.08298298860640455,0.9151976694646392,0.108,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,section,rb_rate,180.0,180,1.0,602,,13.0,0.0053394774630348436,0.31538775818153536,0.06582132354608332,0.04567668936823964,1.6408056566104483,0.108,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,section,rb_rate,365.0,365,1.0,602,,13.0,0.0053394774630348436,0.31538775818153536,0.04622281930680764,0.03259631425579715,2.33650827923631,0.108,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,machine_name,rb_rate,28.0,28,1.0,603,,9.0,-0.010844328563228742,0.339716989266653,0.1797613339486325,0.12264575447583345,0.6007966097473522,0.108,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,machine_name,rb_rate,56.0,56,1.0,603,,9.0,-0.010844328563228742,0.339716989266653,0.1271104582302176,0.08567763264166373,0.8496547137324808,0.108,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,machine_name,rb_rate,180.0,180,1.0,603,,9.0,-0.010844328563228742,0.339716989266653,0.07089882623710156,0.048119761039436396,1.5232974328633284,0.108,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,machine_name,rb_rate,365.0,365,1.0,603,,9.0,-0.010844328563228742,0.339716989266653,0.04978847974589693,0.033963609385715375,2.169176495269476,0.108,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,corner1,rb_rate,28.0,28,1.0,602,,14.0,-0.07829923324772663,0.28025198742990226,0.14829541263422422,0.09271784354146947,0.7282760678941954,0.108,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,corner1,rb_rate,56.0,56,1.0,602,,14.0,-0.07829923324772663,0.28025198742990226,0.10486069189251716,0.06668195794478321,1.02993789236772,0.108,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,corner1,rb_rate,180.0,180,1.0,602,,14.0,-0.07829923324772663,0.28025198742990226,0.05848849950744995,0.0375463255363963,1.8465168521931998,0.108,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,corner1,rb_rate,365.0,365,1.0,602,,14.0,-0.07829923324772663,0.28025198742990226,0.04107336648079356,0.025972844785347126,2.629441150155106,0.108,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,dd_event,rb_rate,13.280265339966833,28,0.47429519071310117,603,286.0,95.0,0.07227026229097566,0.25988441490613906,0.1996801485586104,0.1399036520169778,1.3571704646466431,0.271,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,dd_event,rb_rate,26.560530679933667,56,0.47429519071310117,603,286.0,95.0,0.07227026229097566,0.25988441490613906,0.14119518711413062,0.0953641955831599,1.919328877555478,0.271,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,dd_event,rb_rate,85.3731343283582,180,0.47429519071310117,603,286.0,95.0,0.07227026229097566,0.25988441490613906,0.07875491266492819,0.05378834939360788,3.441055177763965,0.271,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,dd_event,rb_rate,173.11774461028193,365,0.47429519071310117,603,286.0,95.0,0.07227026229097566,0.25988441490613906,0.05530539195380561,0.037386350499458196,4.900064721109933,0.271,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,strong_zorome,rb_rate,0.9751243781094527,28,0.03482587064676617,603,21.0,95.0,0.1975106928109871,0.3125538587519976,0.8862431458414445,0.7139350025345452,0.305785157573996,0.271,calendar,0.007268809112521165,INSUFFICIENT_DATA
マルハンメガシティ2000-蒲田1,JUG,strong_zorome,rb_rate,1.9502487562189055,56,0.03482587064676617,603,21.0,95.0,0.1975106928109871,0.3125538587519976,0.6266685382045838,0.37622695293236097,0.4324455170135391,0.271,calendar,0.007268809112521165,INSUFFICIENT_DATA
マルハンメガシティ2000-蒲田1,JUG,strong_zorome,rb_rate,6.268656716417911,180,0.03482587064676617,603,21.0,95.0,0.1975106928109871,0.3125538587519976,0.34953901053487824,0.15829592773995904,0.7753068808694779,0.271,calendar,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,strong_zorome,rb_rate,12.711442786069652,365,0.03482587064676617,603,21.0,95.0,0.1975106928109871,0.3125538587519976,0.24546268069681512,0.11595555271860208,1.1040374823198786,0.271,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,weekday,rb_rate,3.993366500829187,28,0.14262023217247097,603,86.0,93.0,0.01743427565905309,0.1987064768461536,0.27842002575439606,0.1891539515503708,0.973349525651788,0.271,calendar,0.007268809112521165,INSUFFICIENT_DATA
マルハンメガシティ2000-蒲田1,JUG,weekday,rb_rate,7.986733001658374,56,0.14262023217247097,603,86.0,93.0,0.01743427565905309,0.1987064768461536,0.19687268822906667,0.1365290345795075,1.3765241001061774,0.271,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,weekday,rb_rate,25.671641791044774,180,0.14262023217247097,603,86.0,93.0,0.01743427565905309,0.1987064768461536,0.10981033903837713,0.07281194134435987,2.4678914788277764,0.271,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,weekday,rb_rate,52.056384742951906,365,0.14262023217247097,603,86.0,93.0,0.01743427565905309,0.1987064768461536,0.0771139683302862,0.051952674510252254,3.5142790063569564,0.271,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,last_digit,bonus_rate,28.0,28,1.0,603,,10.0,-0.02365891943215384,0.5255903664741225,0.27811628023636564,0.17754526978933868,0.8809264951759719,0.245,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,last_digit,bonus_rate,56.0,56,1.0,603,,10.0,-0.02365891943215384,0.5255903664741225,0.19665790771351233,0.12556827894178696,1.2458181969316564,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,last_digit,bonus_rate,180.0,180,1.0,603,,10.0,-0.02365891943215384,0.5255903664741225,0.109690540190482,0.07098508869019776,2.2335563265031584,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,last_digit,bonus_rate,365.0,365,1.0,603,,10.0,-0.02365891943215384,0.5255903664741225,0.07702983996274368,0.05042182316580478,3.180585603170108,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,section,bonus_rate,28.0,28,1.0,602,,11.0,-0.051505843347459106,0.5097955649117486,0.26975845684803446,0.17227317848614218,0.9082199048092054,0.245,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,section,bonus_rate,56.0,56,1.0,602,,11.0,-0.051505843347459106,0.5097955649117486,0.19074803411966385,0.12134270761183946,1.2844169069983795,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,section,bonus_rate,180.0,180,1.0,602,,11.0,-0.051505843347459106,0.5097955649117486,0.10639417019192046,0.06657695635888758,2.3027577503358847,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,section,bonus_rate,365.0,365,1.0,602,,11.0,-0.051505843347459106,0.5097955649117486,0.07471497440545638,0.046481495848593485,3.279128473904795,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,machine_name,bonus_rate,28.0,28,1.0,603,,9.0,-0.05113109448816334,0.5396672879028606,0.28556508690153304,0.17984293321599545,0.8579480168893319,0.245,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,machine_name,bonus_rate,56.0,56,1.0,603,,9.0,-0.05113109448816334,0.5396672879028606,0.20192500941819974,0.1272206481904916,1.2133217212959944,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,machine_name,bonus_rate,180.0,180,1.0,603,,9.0,-0.05113109448816334,0.5396672879028606,0.11262838915848296,0.07074039605542479,2.1752952504297363,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,machine_name,bonus_rate,365.0,365,1.0,603,,9.0,-0.05113109448816334,0.5396672879028606,0.0790929352437665,0.049456403374257586,3.09762179447385,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,corner1,bonus_rate,28.0,28,1.0,602,,14.0,-0.09542779240660777,0.4382295251964391,0.23188926816713834,0.15792504160117152,1.0565387606614545,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,corner1,bonus_rate,56.0,56,1.0,602,,14.0,-0.09542779240660777,0.4382295251964391,0.16397047400536935,0.10934200589550304,1.49417144450029,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,corner1,bonus_rate,180.0,180,1.0,602,,14.0,-0.09542779240660777,0.4382295251964391,0.09145836075475816,0.06253166453902473,2.6788146865758664,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,corner1,bonus_rate,365.0,365,1.0,602,,14.0,-0.09542779240660777,0.4382295251964391,0.06422634878048677,0.0435205716054134,3.8146337858526342,0.245,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,dd_event,bonus_rate,13.280265339966833,28,0.47429519071310117,603,286.0,95.0,0.13606395839876484,0.429954912569445,0.3303524793757961,0.2611595482264839,1.2834775776502472,0.424,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,dd_event,bonus_rate,26.560530679933667,56,0.47429519071310117,603,286.0,95.0,0.13606395839876484,0.429954912569445,0.23359447834841449,0.17295588946937995,1.8151113973147468,0.424,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,dd_event,bonus_rate,85.3731343283582,180,0.47429519071310117,603,286.0,95.0,0.13606395839876484,0.429954912569445,0.13029277496879868,0.09415978992088182,3.254209606799269,0.424,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,dd_event,bonus_rate,173.11774461028193,365,0.47429519071310117,603,286.0,95.0,0.13606395839876484,0.429954912569445,0.09149769512229289,0.06509466314611928,4.633996511423541,0.424,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,strong_zorome,bonus_rate,0.9751243781094527,28,0.03482587064676617,603,21.0,95.0,0.2682421778987347,0.46649256317375964,1.3227347067463113,1.0703552337737765,0.32054802662807835,0.424,calendar,0.007268809112521165,INSUFFICIENT_DATA
マルハンメガシティ2000-蒲田1,JUG,strong_zorome,bonus_rate,1.9502487562189055,56,0.03482587064676617,603,21.0,95.0,0.2682421778987347,0.46649256317375964,0.935314680851116,0.5865421154753918,0.4533233666493604,0.424,calendar,0.007268809112521165,INSUFFICIENT_DATA
マルハンメガシティ2000-蒲田1,JUG,strong_zorome,bonus_rate,6.268656716417911,180,0.03482587064676617,603,21.0,95.0,0.2682421778987347,0.46649256317375964,0.52169360379907,0.23302678690002848,0.8127375856486508,0.424,calendar,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,strong_zorome,bonus_rate,12.711442786069652,365,0.03482587064676617,603,21.0,95.0,0.2682421778987347,0.46649256317375964,0.3663577072411607,0.17222142000022883,1.1573388292903999,0.424,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,weekday,bonus_rate,3.993366500829187,28,0.14262023217247097,603,86.0,93.0,0.018362366272998365,0.28651789005532446,0.40145806817390023,0.27702229434966985,1.0561501526887616,0.424,calendar,0.007268809112521165,INSUFFICIENT_DATA
マルハンメガシティ2000-蒲田1,JUG,weekday,bonus_rate,7.986733001658374,56,0.14262023217247097,603,86.0,93.0,0.018362366272998365,0.28651789005532446,0.28387372236781616,0.19159795609538977,1.4936218698348618,0.424,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,weekday,bonus_rate,25.671641791044774,180,0.14262023217247097,603,86.0,93.0,0.018362366272998365,0.28651789005532446,0.15833719739238925,0.1044336048230875,2.6778293855312376,0.424,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,weekday,bonus_rate,52.056384742951906,365,0.14262023217247097,603,86.0,93.0,0.018362366272998365,0.28651789005532446,0.11119180335975246,0.07412051596799549,3.81323071655004,0.424,calendar,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,last_digit,payout_within_model,28.0,28,1.0,603,,9.0,0.21998263224669637,3.0790277338748138,1.6292683327407047,1.1190721258934682,0.8285927939991763,1.35,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,last_digit,payout_within_model,56.0,56,1.0,603,,9.0,0.21998263224669637,3.0790277338748138,1.1520666864534528,0.7801840780904903,1.171807166958251,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,last_digit,payout_within_model,180.0,180,1.0,603,,9.0,0.21998263224669637,3.0790277338748138,0.6425920963047801,0.4391983042903936,2.1008661758573792,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,last_digit,payout_within_model,365.0,365,1.0,603,,9.0,0.21998263224669637,3.0790277338748138,0.4512582967840673,0.3131509888311045,2.9916347458227275,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,section,payout_within_model,28.0,28,1.0,602,,13.0,-0.0007694762923823631,2.9333617849350526,1.5521891576637363,1.0735161677994762,0.8697393570458517,1.35,position,0.007268809112521165,MARGINAL
マルハンメガシティ2000-蒲田1,JUG,section,payout_within_model,56.0,56,1.0,602,,13.0,-0.0007694762923823631,2.9333617849350526,1.0975634790682631,0.7525134886602334,1.229997194463899,1.35,position,0.007268809112521165,DETECTABLE
マルハンメガシティ2000-蒲田1,JUG,section,payout_within_model,180.0,180,1.0,602,,13.0,-0.0007694762923823631,2.9333617849350526,0.6121916596800568,0.42491978155269466,2.205191754336438,1.35,position,0.007268809112521165,DETECTABLE
