model,n_features,n_rows_used,auc_mean,auc_std,recall_at_2_mean,recall_at_2_std,hit_at_2_any_mean,hit_at_2_any_std,folds_used
M2_hall_plus_digit,8,5723,0.5104780578072189,0.012748787345478805,0.27875000000000005,0.03436931771216879,0.36,0.03741657386773941,5
M4_add_interactions,38,5723,0.506701607670524,0.015850233063726096,0.27875,0.03025929609227551,0.3675,0.034095454242464636,5
M1_digit_only,4,5723,0.5128531566155037,0.006757669616630886,0.27875,0.03273950213427199,0.3625,0.039528470752104736,5
M3_add_context,14,5723,0.5085667024768011,0.01632770710977702,0.26875,0.0270993542358485,0.35000000000000003,0.024999999999999998,5
M0_hall_only,4,5723,0.5019355069503904,0.0024026371847529985,0.2475,0.041193142633210195,0.32999999999999996,0.052201532544552745,5
