feature,vif,is_high_vif_10
win_rate,53.54461376887234,1
avg_games,51.55380865984449,1
roll14_avg_diff,9.553684583589382,0
roll7_avg_diff,6.2962215553272545,0
weekday_num,4.754829797454222,0
day_of_month,4.575012267211104,0
roll28_avg_diff,4.439974341031135,0
day_last_digit,3.4768734593327726,0
lag1_avg_diff,1.542653171011261,0
lag14_avg_diff,1.525783339097086,0
lag7_avg_diff,1.508664314115285,0
