date,weekday,best_row_group,best_row_mean,all_rows_mean,row_concentration_ratio,gini_above_mean,n_row_groups
2025-07-01,火,234,2630.0,38.4194284592398,68.45494858910348,0.342506725747745,142
2025-07-02,水,209,2677.5454545454545,-66.35945781298825,-40.349115902833525,0.2910575406900606,142
2025-07-03,木,104,1557.6,-9.276827214153483,-167.90223252445605,0.3209379099571843,142
2025-07-04,金,326,1496.857142857143,-16.60268020031922,-90.15756039367443,0.3035914058690228,142
2025-07-05,土,209,2151.090909090909,-49.82854984619845,-43.16984772245025,0.30896236252659093,142
2025-07-06,日,94,4502.1,-10.276547252227138,-438.0946138329003,0.31120611402301535,142
2025-07-07,月,306,5320.0,815.9127706686046,6.520304855187515,0.3305902726503873,163
2025-07-08,火,326,2202.6470588235293,201.7750222706379,10.916351459345403,0.3766600352057663,163
2025-07-09,水,301,3230.0,255.7661503977837,12.628723523329807,0.34140187822786716,163
2025-07-10,木,309,3540.0,386.0776890676985,9.169139010721915,0.35467362234622124,155
2025-07-11,金,307,3320.0,267.2430677454696,12.42314731681672,0.32530987855264804,163
2025-07-12,土,311,2040.25,211.1517644879867,9.662481414480807,0.35197383920914493,163
2025-07-13,日,163,4033.3333333333335,172.9312947719767,23.323328138215793,0.34928041322234704,163
2025-07-14,月,53,3338.7,161.56988099803775,20.664123655822635,0.34955841704307966,163
2025-07-15,火,340,3250.0,179.41257987695442,18.114671792964185,0.34172942956423435,163
2025-07-16,水,309,2070.0,166.36422818227092,12.442578687841955,0.3263847857178357,163
2025-07-17,木,50,3640.3333333333335,186.51487824876102,19.517656540397283,0.3462493392493873,163
2025-07-18,金,53,2609.9,119.78784560159347,21.787686278959857,0.3783724513012825,163
2025-07-19,土,94,2692.6,-15.752361111964978,-170.9331052571407,0.3412546183092473,163
2025-07-20,日,327,4150.0,73.09762911193488,56.77338718667712,0.33625708069542726,163
2025-07-21,月,327,4020.0,156.460449283588,25.693394199026375,0.35171608197686566,163
2025-07-22,火,234,2225.0,103.16583112243423,21.56721829109712,0.3390107558428903,163
2025-07-23,水,340,2350.0,61.057029001327486,38.488607101221824,0.352308685824992,163
2025-07-24,木,55,3210.45,97.60621801310798,32.891859405605224,0.33989596211714757,163
2025-07-25,金,116,2052.7,147.2949029058075,13.935988004368795,0.32688347803935724,163
2025-07-26,土,52,2978.1,145.9441519263337,20.405750834766003,0.34943661903632073,163
2025-07-27,日,309,4200.0,170.030599960923,24.701436100121143,0.3455984602429929,163
2025-07-28,月,340,4300.0,11.59034360390991,370.9984921024627,0.3413385387618517,163
2025-07-29,火,233,1062.0357142857142,46.00869984704809,23.083367228727596,0.3256312098027694,163
2025-07-30,水,51,3309.4,205.33739830139632,16.116888727412572,0.3621716600154863,163
2025-07-31,木,306,5730.0,118.05472830220708,48.536810701320086,0.3547817687340804,163
2025-08-01,金,309,4430.0,134.27393760194835,32.992255080301746,0.35679391047489206,163
2025-08-02,土,53,5274.7,57.387890758787684,91.91311843417589,0.322392887628727,163
2025-08-03,日,336,1533.3333333333333,54.12862529893581,28.327586833495275,0.33996515455878074,163
2025-08-04,月,200,1666.4285714285713,164.78597077358774,10.11268473648286,0.34729261136303013,163
2025-08-05,火,102,1457.3,102.42568228739354,14.227876909923822,0.31525414318629763,163
2025-08-06,水,93,4381.7,271.14459781450654,16.16001216811104,0.307064818267069,163
2025-08-07,木,304,2470.0,91.49649461416473,26.99556972554897,0.3648637369058052,163
2025-08-08,金,305,4080.0,198.24990955837893,20.580085050674672,0.3222585625482468,163
2025-08-09,土,309,5170.0,199.834295988061,25.871435002872975,0.306158469207654,163
2025-08-10,日,102,2105.0,-3.534795303536458,-595.5083163921854,0.33262688232013393,163
2025-08-11,月,238,2980.6,96.74879174996178,30.807619879151382,0.33037252951776974,163
2025-08-12,火,310,4191.307692307692,29.611342733230472,141.54399312679996,0.3114606877623507,163
2025-08-13,水,305,2310.0,-60.08320521472467,-38.446683923478254,0.30778812532795863,163
2025-08-14,木,340,1900.0,26.086771932686762,72.83384869935928,0.3282878795690056,163
2025-08-15,金,93,1369.3,-14.552567208979273,-94.09336375750321,0.33648941825548495,163
2025-08-16,土,51,3575.5,106.96279599209075,33.42751062962478,0.33381976294002036,163
2025-08-17,日,37,4040.5,56.89401450566322,71.018015429335,0.3416109729929009,163
2025-08-18,月,330,3070.0,112.79580644069539,27.217323913669723,0.29435831180017225,162
2025-08-19,火,93,3715.4,41.62396907164621,89.26106959201279,0.3057479340225502,162
2025-08-20,水,237,1569.375,12.454008140874201,126.01364815631466,0.3018698309960446,162
2025-08-21,木,102,1852.8,29.862306294848818,62.044772486966416,0.3079602360057514,162
2025-08-22,金,306,3360.0,95.13551888356228,35.31803935512615,0.33263678724119705,162
2025-08-23,土,303,3620.0,105.51046586448354,34.3093926307698,0.29937721440989407,162
2025-08-24,日,300,2611.1111111111113,46.38004687704866,56.29815592970496,0.3053945486895677,162
2025-08-25,月,224,2726.0,117.55297024685414,23.189545906628855,0.3052248677248677,162
2025-08-26,火,238,3233.375,93.8052237753987,34.46902922743182,0.2896598838627824,162
2025-08-27,水,302,2450.0,67.58880388526958,36.2486071533211,0.3215375788869763,166
2025-08-28,木,306,1620.0,0.9823168592289682,1649.162370349173,0.3325216613696511,166
2025-08-29,金,260,4641.0,31.55503556811122,147.07636725626404,0.3140710992116613,166
2025-08-30,土,104,3309.9,221.87097890277826,14.918129519996244,0.31289328888303425,166
2025-08-31,日,237,3959.5,121.8822663744849,32.48626824705067,0.32422050546769654,166
2025-09-01,月,205,1063.6052631578948,-76.02490864205589,-13.990220865185277,0.36213521178300256,170
2025-09-02,火,250,2124.8,48.91675357119144,43.43706082022907,0.3596763421525815,170
2025-09-03,水,309,2910.0,59.48811009540708,48.91733819300932,0.3749547312328625,170
2025-09-04,木,306,3120.0,142.57331052651938,21.883478671273917,0.35140135150105234,170
2025-09-05,金,308,3290.0,103.09117720593542,31.913497247469397,0.36095560900940304,170
2025-09-06,土,239,6000.0,147.63994270714315,40.639408888836606,0.37797864368677403,170
2025-09-07,日,239,3100.0,25.857976083300567,119.88563954168177,0.3698211657672925,170
2025-09-08,月,325,2438.55,128.09271383665893,19.037382587659017,0.3643511409964526,170
2025-09-09,火,306,5370.0,178.3499247220771,30.10934828466049,0.3460741576491102,170
2025-09-10,水,308,1630.0,-28.102002592081984,-58.002983760996045,0.3631336898395723,170
2025-09-11,木,340,2550.0,62.53292763353983,40.77851615941768,0.3716354116578511,170
2025-09-12,金,340,2450.0,-32.73371273189987,-74.84638299560838,0.3441479684657369,170
2025-09-13,土,239,12000.0,145.78264854891654,82.31432285971583,0.3520144376158423,170
2025-09-14,日,102,2733.7,22.841121193601214,119.68326672010424,0.3635237827188291,170
2025-09-15,月,250,3029.8,-97.70776904365005,-31.008793155910304,0.35918423973362934,170
2025-09-16,火,94,3710.6,139.92387325534023,26.518705590923055,0.3800308149452485,170
2025-09-17,水,303,3110.0,83.90312383544644,37.066557928158126,0.37984691202684284,170
2025-09-18,木,340,4050.0,63.70562416943734,63.57366484987647,0.36013847675568744,170
2025-09-19,金,50,3145.3333333333335,70.18182508815705,44.816921323753064,0.3632247143461702,170
2025-09-20,土,340,4250.0,36.57817728117931,116.18949646752264,0.3520372911835692,170
2025-09-21,日,340,3300.0,80.60637449298122,40.939690201391535,0.3540917467749165,170
2025-09-22,月,239,6300.0,62.40520289735162,100.95312101400702,0.3574215178299298,170
2025-09-23,火,234,2290.0,101.12478333572167,22.64528955673987,0.341862431873708,170
2025-09-24,水,308,4090.0,60.58152625229458,67.5123301279503,0.3457428860645597,170
2025-09-25,木,303,1770.0,29.951000281401846,59.09652376782508,0.36012718600953897,170
2025-09-26,金,239,3900.0,137.86044428141145,28.289477959602518,0.3592076382791922,170
2025-09-27,土,322,3499.7,-18.756782688829716,-186.5831714350557,0.36169913051925984,170
2025-09-28,日,310,4679.153846153846,6.5021552251546595,719.6312121328275,0.32770122588615425,170
2025-09-29,月,305,2090.0,14.056099989618794,148.68989275429033,0.34628736740597876,170
2025-09-30,火,307,4280.0,168.40472744583133,25.414963492498718,0.35105320642845994,170
2025-10-01,水,239,2300.0,151.85194004715203,15.146332666450094,0.35451237664700375,170
2025-10-02,木,92,1120.909090909091,-72.29496156689991,-15.504664040409375,0.36082525817751687,170
2025-10-03,金,204,1862.2,3.5437420098776142,525.4897209812157,0.3692822255255894,170
2025-10-04,土,37,2143.75,61.35234825190419,34.94161284908055,0.34489189318759284,170
2025-10-05,日,303,3250.0,25.132228344999536,129.3160302137172,0.3564310271746809,170
2025-10-06,月,83,2352.633333333333,-6.002969340377218,-391.9116023980054,0.3668154524682501,170
2025-10-07,火,340,4250.0,76.52767120568667,55.53546753797191,0.3686872953849403,170
2025-10-08,水,309,2420.0,48.02104591156856,50.394570839970136,0.35507079544146425,170
2025-10-09,木,257,2317.25,39.35477744793042,58.88103428016868,0.357891446433646,170
2025-10-10,金,306,5910.0,188.70297389088557,31.31906126406551,0.37713903743315513,170
2025-10-11,土,240,2540.0,27.035462382142406,93.95067722894701,0.34452987494210285,170
2025-10-12,日,240,1940.0,-42.328530842284955,-45.83197104639401,0.3518577463973609,148
2025-10-13,月,303,3040.0,-8.366171925440122,-363.3681003800401,0.3513764126340191,170
2025-10-14,火,304,1530.0,55.343657201410295,27.645444435157636,0.3510102423462249,170
2025-10-15,水,260,6880.0,24.13614933591872,285.04961186005687,0.37094026799909163,170
2025-10-16,木,304,3730.0,108.30171261646018,34.44082193981019,0.3581111914964661,170
2025-10-17,金,51,3023.6,22.976563715093395,131.59496073878904,0.36193863246975755,170
2025-10-18,土,260,3837.0,34.81387281904266,110.21468424223173,0.3358060240413181,170
2025-10-19,日,307,5610.0,85.05784499780155,65.95511560567986,0.34965154247283015,170
2025-10-20,月,235,1888.8,-27.061249615447164,-69.79722026294864,0.35569245020842977,170
2025-10-21,火,303,5820.0,21.771532062287267,267.32156392803546,0.35951027300872496,170
