date,period,observed,trend,seasonal,resid
2025-01-01,7,162.6222879684418,-11.007710390733433,103.33622517883035,70.2937731803449
2025-01-02,7,-133.6992110453649,-12.201752547643572,-89.13465714317837,-32.36280135454296
2025-01-03,7,-68.04437869822485,-13.149165703110713,-59.81457725435814,4.919364259244007
2025-01-04,7,23.282544378698226,-13.940873768393764,64.12393709583792,-26.900518948745926
2025-01-05,7,-139.95710059171597,-14.62329338456994,-112.49366464471854,-12.840142562427495
2025-01-06,7,4.473372781065088,-15.077920066059184,1.022434464971913,18.528858382152357
2025-01-07,7,82.14644970414201,-14.870764008417563,93.6776516682118,3.339562044347783
2025-01-08,7,-7.390532544378701,-13.028431086416674,53.95167512140318,-48.313776579365204
2025-01-09,7,-26.112919132149912,-13.32075410804832,-53.704268681403,40.912103657301415
2025-01-10,7,-73.00986193293886,-15.732234119573269,-38.99702735027846,-18.280600463087133
2025-01-11,7,141.2352071005917,-19.24284659401756,57.315591045213694,103.16246264939558
2025-01-12,7,-78.69871794871793,-22.592640364533814,-103.88439388352599,47.77831629934186
2025-01-13,7,-30.877712031558183,-25.665545136647534,31.036179082501437,-36.248345977412086
2025-01-14,7,29.881163708086785,-29.998656998360584,55.31442488052667,4.565395825920696
2025-01-15,7,-66.53698224852073,-35.494312340788625,6.498397688910169,-37.541067596642264
2025-01-16,7,-62.982741617357,-40.59110873129524,-20.81846890828379,-1.5731639777779662
2025-01-17,7,55.300295857988154,-44.1000823785858,-19.52566992258012,118.92604815915408
2025-01-18,7,10.305719921104533,-45.250043523097034,49.57058558361965,5.9851778605819135
2025-01-19,7,-175.28106508875743,-44.809679336431685,-93.7150076981131,-36.75637805421262
2025-01-20,7,25.375739644970416,-44.36528587256687,60.8232606297584,8.917764887778887
2025-01-21,7,-31.43688362919132,-44.345978045435444,18.466147534109375,-5.557053117865252
2025-01-22,7,-65.04930966469428,-44.78095492708127,-34.28360758293792,14.015252845324909
2025-01-23,7,-31.964990138067066,-45.312723231385064,3.3513195324770075,9.996413560840992
2025-01-24,7,-48.79733727810651,-44.99978270175769,0.9140603495672925,-4.711614925916116
2025-01-25,7,187.54684418145956,-42.50945323951664,39.42198046373184,190.63431695724435
2025-01-26,7,-143.72633136094674,-38.19801971077342,-87.33636979573079,-18.191941854442533
2025-01-27,7,62.99605522682445,-32.79625762523775,96.94128224385821,-1.148969391796001
2025-01-28,7,-86.60848126232742,-25.939908903920866,-13.890699352943555,-46.77787300546299
2025-01-29,7,-87.73767258382642,-16.502186778544868,-41.978169437350694,-29.257316367930862
2025-01-30,7,53.23224852071006,-4.096213379280862,-0.018657913737659237,57.34711981372858
2025-01-31,7,27.526134122287967,8.517151255365139,6.574570582768654,12.434412284154174
2025-02-01,7,18.09861932938856,18.98797940342501,27.69556029522684,-28.58492036926329
2025-02-02,7,0.5877712031558247,27.67426537042651,-68.75290499703068,41.66641082976
2025-02-03,7,-20.262013729977127,33.05099257646229,109.78312117616686,-163.09612748260628
2025-02-04,7,30.28094777562863,34.267090159183894,-28.7462229336595,24.760080550104234
2025-02-05,7,12.529013539651835,33.92593925530054,-44.067748114419324,22.670822398770618
2025-02-06,7,-10.489583333333332,32.618130328959516,-16.01223613165291,-27.09547753063994
2025-02-07,7,172.2935203094777,27.4506963192073,4.631251785479568,140.21157220479085
2025-02-08,7,65.60348162475822,18.170778710815984,26.360025780393652,21.072677133548577
2025-02-09,7,-70.26595744680851,7.446510655794664,-45.46368734484654,-32.248780757756634
2025-02-10,7,172.29690522243715,-2.0443718062669523,105.36841046238638,68.97286656631772
2025-02-11,7,280.07543520309486,-9.281741649037347,-28.164491424909134,317.52166827704133
2025-02-12,7,-86.4990328820116,-16.262698418752475,-39.68338601049087,-30.55294845276826
2025-02-13,7,117.33510638297872,-24.245210868219516,-26.621473701606895,168.20179095280514
2025-02-14,7,-47.02079303675048,-31.89024960803022,2.8524216697263336,-17.982965098446595
2025-02-15,7,-11.299479166666668,-38.15952490166895,31.60639994392687,-4.746354208924586
2025-02-16,7,-41.86460348162475,-40.620587697952274,-37.4250358953235,36.181020111651016
2025-02-17,7,27.03820116054159,-37.53647633922166,94.31234246704246,-29.73766496727921
2025-02-18,7,-94.33945841392651,-32.70904217320262,-18.76981294901301,-42.86060329171087
2025-02-19,7,-36.487427466150876,-28.272204074290734,-37.6412726473654,29.426049255505262
2025-02-20,7,-82.7674081237911,-23.986799433646127,-21.594008717330656,-37.18659997281432
2025-02-21,7,-4.299806576402318,-19.236423142461266,-8.878289552057927,23.814906118116873
2025-02-22,7,50.535299806576404,-12.744068622321784,17.706610944434487,45.5727574844637
2025-02-23,7,-49.720986460348165,-5.474419983625728,-23.72761025276023,-20.518956223962206
2025-02-24,7,-36.020309477756285,-0.8718796922589658,75.93761668560533,-111.08604647110265
2025-02-25,7,16.11798839458414,1.1037228409537694,-6.095199990446854,21.109465544077224
2025-02-26,7,-42.23017408123791,3.7279176940364653,-36.532509989214574,-9.425581786059803
2025-02-27,7,42.21228239845261,6.969563368945236,-5.906403495169094,41.149122524676464
2025-02-28,7,148.66827852998065,10.260835970434126,-19.00207257075333,157.40951513029987
2025-03-01,7,-43.97582205029013,13.500948728328527,11.20415123935098,-68.68092201796964
2025-03-02,7,-163.77852998065765,14.400363041756064,-23.154261445257152,-155.02463157715655
2025-03-03,7,136.47823984526116,13.458139044230455,56.949850717603574,66.07025008342711
2025-03-04,7,29.852030947775628,12.888149084885939,22.989374223673984,-6.025492360784295
2025-03-05,7,-27.656673114119922,12.861981408305432,-40.22338651261528,-0.2952680098100764
2025-03-06,7,32.466634429400386,14.082774842307144,-0.7715626158127918,19.15542220290603
2025-03-07,7,-49.87862669245648,15.096694357417553,-26.21061146232172,-38.76470958755231
2025-03-08,7,2.5174081237911032,15.189088984667514,15.861207992250648,-28.53288885312706
2025-03-09,7,17.15135396518375,16.070745692126835,-28.4115049573447,29.492113230401614
2025-03-10,7,44.93230174081238,18.396736106296075,54.82516030251196,-28.289594667995658
2025-03-11,7,107.02079303675049,20.613036298202804,27.22883301797039,59.1789237205773
2025-03-12,7,-28.359767891682786,22.096655027518125,-37.57132237395617,-12.88510054524474
2025-03-13,7,4.876692456479692,22.205437600280046,-6.700950936982881,-10.627794206817473
2025-03-14,7,15.880077369439071,20.110957272508852,-33.71780026927126,29.486920366201478
2025-03-15,7,82.96760154738878,16.086062701082742,30.598364687677417,36.283174158628626
2025-03-16,7,-41.12814313346228,11.637189221258822,-26.742124528594047,-26.023207826127056
2025-03-17,7,51.930851063829785,7.527261362357132,45.64005539389386,-1.2364656924212074
2025-03-18,7,12.440038684719536,4.018883982451718,18.60632885133498,-10.185174149067162
2025-03-19,7,-25.517408123791103,0.12596447431275826,-26.655917436726458,1.0125448386225968
2025-03-20,7,-47.01689460981496,-4.175537493425801,-6.235650753204489,-36.60570636318467
2025-03-21,7,-28.558326629123087,-7.961498721817892,-30.030554999182414,9.433727091877216
2025-03-22,7,88.03982300884957,-10.890897980056396,27.89689706323589,71.03382392567006
2025-03-23,7,-184.69710378117458,-13.913378538946171,-31.909804396748125,-138.87392084548028
2025-03-24,7,15.547509225092252,-16.838835973667894,49.48078805400444,-17.0944428552443
2025-03-25,7,-23.94770716009654,-19.089434441288777,0.746345911024003,-5.604618629831769
2025-03-26,7,-31.974658085277557,-20.92646257352136,-14.206360107983926,3.1581645962277314
2025-03-27,7,-11.983909895414321,-22.271564182341915,10.763565514231427,-0.4759112273038326
2025-03-28,7,-88.23692679002413,-21.343940101526407,-25.139323558247042,-41.75366313025068
2025-03-29,7,-30.259855189058726,-18.65792576811777,8.51633246321274,-20.118261884153696
2025-03-30,7,-21.627916331456156,-15.59527437865379,-37.729043099282514,31.69640114648015
2025-03-31,7,68.80329847144006,-13.369855720864637,50.51261040490225,31.660543787402446
2025-04-01,7,-44.46580852775543,-12.708539282673806,-11.446637753392089,-20.310631491689534
2025-04-02,7,-7.690667739340306,-12.51883888676887,-4.686125525736471,9.514296673165035
2025-04-03,7,37.70474658085278,-11.97296282628218,40.821416102777576,8.856293304357381
2025-04-04,7,79.70273531777957,-12.17949484535934,-24.561687510725978,116.44391767386489
2025-04-05,7,-99.15325824617858,-13.047362113307017,-12.317217043409238,-73.78867908946233
2025-04-06,7,-76.98390989541431,-13.583802710384798,-42.267668875386384,-21.13243830964313
2025-04-07,7,39.862027353177794,-13.152997942450236,42.7019784268349,10.313046868793132
2025-04-08,7,-4.000402252614641,-12.253817355866023,-19.52615721279585,27.779572316047233
2025-04-09,7,-20.677393403057124,-11.441959356547121,8.581948522470533,-17.817382568980534
2025-04-10,7,57.969254820218865,-11.756544790438738,64.53034339594568,5.195456214711925
2025-04-11,7,188.2586484312148,-13.537687808183302,-19.428667962468154,221.22500420186626
2025-04-12,7,-4.611021721641194,-16.559525178528105,-20.484552826507052,32.43305628339397
2025-04-13,7,-63.36082059533386,-20.5679023607582,-59.762518573343144,16.969600338767474
2025-04-14,7,-13.36725663716814,-25.202330763735468,32.55264648618869,-20.717572359621364
2025-04-15,7,-68.67216411906678,-31.41736895379207,-28.42281761886155,-8.831977546413157
2025-04-16,7,-22.071600965406276,-40.257488295739115,29.078446215736903,-10.892558885404064
2025-04-17,7,54.08286403861625,-49.32854416284281,67.52786039214884,35.88354780931022
2025-04-18,7,-76.76346699068449,-53.34717665743601,-15.028949991523842,-8.387340341724638
2025-04-19,7,-72.60323232323233,-53.26470687683725,-17.07572581985969,-2.262799626535376
2025-04-20,7,-170.62720920674064,-53.09332230144354,-63.236638676830275,-54.297248228466835
2025-04-21,7,-1384.23572003218,-53.32456578322196,25.489918826808466,-1356.4010730757666
2025-04-22,7,73.31657280772323,-53.06219341975723,-28.957836335160668,155.33660256264113
2025-04-23,7,18.037007240547062,-51.88030300460767,41.21585523436231,28.701455010792422
2025-04-24,7,3.2892196299275938,-48.936186570753364,55.69221121427743,-3.4668050135964705
2025-04-25,7,-75.0,-45.11747477956157,-14.107958703046565,-15.774566517391868
2025-04-26,7,-54.229283990345934,-44.3875155643977,-16.78956717162135,6.9477987456731185
2025-04-27,7,-72.65004022526146,-46.60619871338362,-53.574782293127896,27.530940781250052
2025-04-28,7,-20.46057924376509,-49.86789920796399,10.296696769939134,19.110623194259766
