last_digit,lag,acf_value,pacf_value,acf_significant,pacf_significant
0,0,1.0,1.0,0,0
0,1,0.04211334767937992,0.04211334767937996,0,0
0,2,0.07298058671912133,0.07133356517329695,0,0
0,3,0.07067965698313183,0.0652686306382646,0,0
0,4,0.10180870847317544,0.09263191060685506,1,1
0,5,0.08292807886240883,0.06853457142278607,0,0
0,6,0.126415021171446,0.10767832258315801,1,1
0,7,0.1266271467543681,0.10386360819672172,1,1
0,8,0.03662738538669634,0.003033737616165466,0,0
0,9,0.04088060002268782,0.002317150879284766,0,0
0,10,-0.0032756497791413728,-0.045801318245576476,0,0
0,11,0.021445940286726403,-0.019966606903480014,0,0
0,12,0.0708686723630215,0.039922537356755605,0,0
0,13,0.00441150442980124,-0.027623244390053734,0,0
0,14,0.03849498858751887,0.019009924555735906,0,0
0,15,0.024744873834402183,0.01575551162751247,0,0
0,16,0.01578347474823136,0.006573826691390457,0,0
0,17,0.07271730232018259,0.07274909181932479,0,0
0,18,0.01860747072681028,0.0012957256413148074,0,0
0,19,0.008183414664998149,-0.013763830684527863,0,0
0,20,-0.019275358461805597,-0.037617865418928496,0,0
0,21,0.0658821838426017,0.043126841570818135,0,0
0,22,-0.02158931281002666,-0.03490954709161299,0,0
0,23,0.0506717173841318,0.030839021339083863,0,0
0,24,0.013321696975245498,-0.004172238617153839,0,0
0,25,0.020188671850918792,0.01460019477870515,0,0
0,26,0.019363922640558258,0.017501315680525795,0,0
0,27,0.052296878832411846,0.04867475964237052,0,0
0,28,0.0479037556039945,0.03712033399206269,0,0
0,29,0.04968224644776846,0.03230484577548545,0,0
0,30,-0.018166495577164207,-0.04578572947554754,0,0
1,0,1.0,1.0,0,0
1,1,0.09513801704534218,0.09513801704534218,1,1
1,2,0.004566689063530051,-0.004525514754305852,0,0
1,3,0.01298232662201712,0.013095237129510216,0,0
1,4,-0.030759498574204007,-0.03353031264053047,0,0
1,5,0.16028903436997083,0.16817863111508777,1,1
1,6,0.13416711752034408,0.10565014302646596,1,1
1,7,0.04646656739637242,0.0274458646096517,0,0
1,8,0.057444492962009444,0.047765125761628356,0,0
1,9,0.07841218044861133,0.08386527591007935,0,0
1,10,0.021865539240667836,-0.006669147147861014,0,0
1,11,0.0224081373813912,-0.013890731334286123,0,0
1,12,0.12655050792001935,0.11100623584940157,1,1
1,13,0.09039747559155283,0.060506489846471015,0,0
1,14,0.04930570102969001,0.0033035961891339197,0,0
1,15,0.06919102291666458,0.046432912776395066,0,0
1,16,-0.05693324718509587,-0.06525773502563696,0,0
1,17,0.07068900381300951,0.04869894211260457,0,0
1,18,0.02715997160616769,-0.037597827171731636,0,0
1,19,-0.023377996206720306,-0.04969973962700894,0,0
1,20,0.1443177348176697,0.11688598945255961,1,1
1,21,0.08080135786739417,0.05327599658910321,0,0
1,22,0.019000926913263227,-0.012575053573731105,0,0
1,23,-0.02859361660440549,-0.05367183739285203,0,0
1,24,0.08510612518383455,0.11336764763034371,0,1
1,25,0.10365662942462177,0.062473757885192195,1,0
1,26,0.1681736332052294,0.10498926820249639,1,1
1,27,0.09419291401125948,0.049060197248303364,0,0
1,28,-0.022193858262639296,-0.002486582029169828,0,0
1,29,0.06180094196210488,0.039317550739214155,0,0
1,30,0.05820878279354886,0.009527501280059355,0,0
2,0,1.0,1.0,0,0
2,1,-0.02566086860080683,-0.02566086860080683,0,0
2,2,0.1075943167160317,0.10700629806481088,1,1
2,3,0.022843000872563655,0.02839805155922072,0,0
2,4,0.06524097100996475,0.055697653093613485,0,0
2,5,0.07670221409348287,0.07560127503231535,0,0
2,6,0.012322830054984765,0.00356668309333676,0,0
2,7,0.03889881509067192,0.021338310055933972,0,0
2,8,0.11479063509587022,0.11036303080912835,1,1
2,9,0.0032052912003717195,-0.005184872565467938,0,0
2,10,0.0392286953121898,0.009747283366077516,0,0
2,11,0.032692530937620666,0.02752112009349238,0,0
2,12,-0.037999232012499454,-0.06044189430317115,0,0
2,13,0.030618609691268884,0.004761437277295369,0,0
2,14,-0.012489030454259193,-0.006697657492920527,0,0
2,15,0.027830430282792272,0.010839095922874723,0,0
2,16,0.025285413404023176,0.018046040683152135,0,0
2,17,0.02961011482732732,0.03270382873228507,0,0
2,18,-0.009797481675169676,-0.02230848673629563,0,0
2,19,-0.021933819196096275,-0.034103831027168845,0,0
2,20,0.025228479815110286,0.03155506077439362,0,0
2,21,0.0845888316287587,0.08400053043962086,0,0
2,22,-0.03407760626300789,-0.03419551267681872,0,0
2,23,0.050031701371758816,0.03517285684196318,0,0
2,24,0.009640536340118706,0.009166301819925584,0,0
2,25,0.028328257546232506,0.0030093354207485264,0,0
2,26,0.06378255720728122,0.060486880298820024,0,0
2,27,0.041265793303083234,0.049036191024757037,0,0
2,28,0.053694042482308385,0.027389858246666857,0,0
2,29,-0.05000375050632014,-0.07387582960493837,0,0
2,30,0.02870030301892167,0.010826865683687077,0,0
3,0,1.0,1.0,0,0
3,1,0.033818558067530084,0.03381855806753008,0,0
3,2,0.07558629889291306,0.07452784113270439,0,0
3,3,0.061924487061374905,0.057422610090559795,0,0
3,4,0.04584273817589663,0.03710001705406292,0,0
3,5,0.10065144538268954,0.09068192487453365,1,1
3,6,-0.01756544083562584,-0.03213402348045481,0,0
3,7,-0.004115828369230351,-0.0212438261682965,0,0
3,8,0.06362343625528942,0.05643476226016842,0,0
3,9,-0.07807813950112888,-0.08635959895734886,0,0
3,10,-0.02729601562604487,-0.03791671840960992,0,0
3,11,-0.014830898056425304,-0.0019940953273396736,0,0
3,12,-0.000749965212065474,0.009323200725450528,0,0
3,13,0.06919381704235791,0.07054589384655528,0,0
3,14,0.006900916862681964,0.026355922067174162,0,0
3,15,0.015341178517342603,0.009373975980409377,0,0
3,16,0.05338933544893352,0.03983007218677663,0,0
3,17,0.0020911999330213713,-0.0019706941435578785,0,0
3,18,0.0037678569845019183,-0.022844475824101717,0,0
3,19,0.028414101599021222,0.019479472328426468,0,0
3,20,0.015522471483061517,0.00715789444787925,0,0
3,21,0.0817853353508404,0.06440685983825162,0,0
3,22,-0.018113404564821724,-0.012871630790430003,0,0
3,23,0.005460348169993008,0.0014754222540810122,0,0
3,24,0.05027307016299266,0.04091580341634876,0,0
3,25,-0.01925205258837172,-0.020810901117324296,0,0
3,26,-0.031534133913340756,-0.05120557309555369,0,0
3,27,0.04890249876558156,0.053179477854958815,0,0
3,28,-0.0285843074869476,-0.030225006285006507,0,0
3,29,0.027151347793950772,0.007580187489389021,0,0
3,30,-0.01840958455087471,0.004834377562855089,0,0
4,0,1.0,1.0,0,0
4,1,0.018693836415224555,0.01869383641522455,0,0
4,2,0.0019007355768061234,0.0015518183545841313,0,0
4,3,0.03539918133260828,0.03534713247652224,0,0
4,4,-0.029998096331143503,-0.031369561166948376,0,0
4,5,-0.032685428409050137,-0.03169021487816304,0,0
4,6,0.02449873430505266,0.024638738013539354,0,0
4,7,-0.009196213587477131,-0.0078722018410549,0,0
4,8,-0.018019482496812397,-0.016510954126121573,0,0
4,9,-0.0036194795171008323,-0.006626520893866989,0,0
4,10,0.0051599507785706844,0.006530168868367115,0,0
4,11,0.07703355820859355,0.07948103681185384,0,0
4,12,0.020169183450690156,0.01544888785611615,0,0
4,13,0.07326204561144457,0.07144890154741738,0,0
4,14,0.02772630886569632,0.020757964738086828,0,0
4,15,0.04115678160315117,0.044812169699013284,0,0
4,16,0.007763906919934621,0.007137511406641211,0,0
4,17,0.014477921316714482,0.014487260316515723,0,0
4,18,0.04048336461950241,0.04471013211464006,0,0
4,19,0.017195589512559378,0.01960081797348135,0,0
4,20,-0.08640780513567402,-0.08467349720506268,0,0
4,21,0.06755546943596313,0.07083730670739811,0,0
4,22,-0.035917978453775444,-0.04223694813188198,0,0
4,23,0.06734783812193278,0.07957561376065075,0,0
4,24,-0.011204068574291834,-0.03890234229611105,0,0
4,25,0.03972797200098079,0.03957284080388106,0,0
4,26,0.06379873897696525,0.05379127599773007,0,0
4,27,0.06851558660680483,0.0639739028567943,0,0
4,28,0.05056123906973805,0.04126600529829718,0,0
4,29,0.039764322959440275,0.026757401976141928,0,0
4,30,0.07972712505931827,0.07873706682502016,0,0
5,0,1.0,1.0,0,0
5,1,0.03645806560123612,0.03645806560123614,0,0
5,2,0.022958497698751107,0.02165809488636438,0,0
5,3,0.15204410244025304,0.15070651216649672,1,1
5,4,0.09166414631650754,0.08289738824847381,1,0
5,5,0.0908238507946136,0.08289163886872405,1,0
5,6,0.07718731598381828,0.05046310698999456,0,0
5,7,0.10246245053968417,0.0761400924086534,1,0
5,8,0.014185219990888736,-0.021729363637657744,0,0
5,9,0.027180641239767368,-0.0057815969219295145,0,0
5,10,-0.014242581322700404,-0.059841871528713494,0,0
5,11,0.06461238200458305,0.04328600658512606,0,0
5,12,0.0652259231900418,0.04482640547589553,0,0
5,13,0.031090925900518915,0.03084129126610308,0,0
5,14,0.09387229727388348,0.08059720890471983,1,0
5,15,0.003353255523858809,-0.014323573360314205,0,0
5,16,0.025029195047114174,0.004549366180550401,0,0
5,17,-0.006732369186910534,-0.04616077687662204,0,0
5,18,-0.031002513138706694,-0.06684420336278753,0,0
5,19,-0.07275191808735153,-0.10839529908744272,0,1
5,20,0.12871879665727126,0.1281118945569842,1,1
5,21,-0.03303223405090561,-0.03155959640725257,0,0
5,22,-0.10786486166888701,-0.06914791326010125,1,0
5,23,-0.011157043991816858,-0.026943185820454907,0,0
5,24,-0.0029105639546935756,0.016068569541618647,0,0
5,25,0.062380672406298125,0.08358396783051945,0,0
5,26,-0.008766232736686159,0.005557086928696139,0,0
5,27,0.01366104149426832,0.003338460378661085,0,0
5,28,-0.006341066773114185,-0.0167767568350301,0,0
5,29,0.019035443466410406,0.02987764198077463,0,0
5,30,-0.0016454125243743583,0.004921013480891469,0,0
6,0,1.0,1.0,0,0
6,1,0.04839641565786133,0.04839641565786134,0,0
6,2,0.03492345305835244,0.03265773137438437,0,0
6,3,0.0333923661729429,0.030280017276410644,0,0
6,4,0.09441174389751397,0.09071691009781956,1,1
6,5,0.12316467411386464,0.11427624167450938,1,1
6,6,0.0746870150174898,0.0605045722491431,0,0
6,7,0.06010016741511251,0.045301776245023774,0,0
6,8,0.02098791010427498,0.00046172063626771526,0,0
6,9,-0.056470225445659133,-0.0862008667200734,0,0
6,10,0.08956870604490384,0.0669106604954706,0,0
6,11,0.06617966426682158,0.04120480038339225,0,0
6,12,0.05545592495465322,0.035857421880425754,0,0
6,13,0.026204892555108127,0.022923282830344408,0,0
6,14,0.02190346655127558,0.016316721000501383,0,0
6,15,0.07561185875042752,0.05550745779023044,0,0
6,16,0.07831948552519416,0.054316336739469576,0,0
6,17,0.10087782338333685,0.07225716397609931,1,0
6,18,-0.0690368569630229,-0.10830948378589021,0,1
6,19,0.05747346628192275,0.04765629623536777,0,0
6,20,-0.039515661635979714,-0.07517878641173638,0,0
6,21,0.07068140361532317,0.04133525011543065,0,0
6,22,0.0535776677926136,0.030176358001292394,0,0
6,23,-0.004634809007957778,-0.017094880073993932,0,0
6,24,-0.009739852425472435,-0.008978444808300446,0,0
6,25,0.08240929000636972,0.09088155345296352,0,1
6,26,-0.022710999137897588,-0.04828084194288234,0,0
6,27,0.08849801097663647,0.048461825348824816,0,0
6,28,0.08887200943934206,0.09162540611842344,0,1
6,29,0.038253021562790764,-0.00520475632672399,0,0
6,30,-0.003082180896194155,-0.009253693691681815,0,0
7,0,1.0,1.0,0,0
7,1,0.0335990786936439,0.03359907869364388,0,0
7,2,0.02533961093825314,0.024238075165928807,0,0
7,3,0.10573539449606457,0.10426916251605634,1,1
7,4,0.022792190027979487,0.015760091130669826,0,0
7,5,0.09787407448825182,0.09308850731568849,1,1
7,6,0.13736078975369254,0.12284974538670872,1,1
7,7,0.08030258527319593,0.07009209043438604,0,0
7,8,0.07584551208881937,0.0534022569755015,0,0
7,9,0.013352845489459565,-0.017747978405258606,0,0
7,10,0.034426294365751516,0.007873462146125472,0,0
7,11,0.059053096570441964,0.022390385307798473,0,0
7,12,-0.017976340987363604,-0.0520416360465647,0,0
7,13,0.025071300728253112,-0.009194829236338834,0,0
7,14,-0.005640718688703301,-0.036354558124420934,0,0
7,15,0.029100511070376735,0.02328072152536561,0,0
7,16,-0.043968905076099615,-0.06401940325752224,0,0
7,17,0.02833176746994401,0.027047363838179437,0,0
7,18,0.012766912958890127,0.007970705938380772,0,0
7,19,0.009338804167029428,0.021719088143248723,0,0
7,20,-0.04590173966414842,-0.047568642065741476,0,0
7,21,-0.006275543170759322,-0.003666310246403365,0,0
7,22,0.06000797194072957,0.07027578430517117,0,0
7,23,0.07851404569099096,0.09039681213589962,0,1
7,24,-0.000678003954949491,-0.0024944036674056347,0,0
7,25,0.05131220723684063,0.04546319969486482,0,0
7,26,0.055766363248496875,0.053633722296836314,0,0
7,27,0.012381684197889405,0.015910313030376193,0,0
7,28,0.022060439595576815,-0.01908247389937211,0,0
7,29,0.03320766349194226,-0.003655078141393808,0,0
7,30,0.030431934397585916,-0.002266157945349644,0,0
8,0,1.0,1.0,0,0
8,1,0.07525511739218317,0.07525511739218317,0,0
8,2,0.055091914454555226,0.049710106632946185,0,0
8,3,0.03605393182575164,0.028605427417409898,0,0
8,4,0.03320202620367051,0.02612969021199227,0,0
8,5,0.02889650926079797,0.021687505905351356,0,0
8,6,0.10994114028237724,0.10355727616228413,1,1
8,7,0.0389927617999308,0.02077790104712205,0,0
8,8,0.052884371900027045,0.03745393027657771,0,0
8,9,0.056544237487436595,0.04173307958608665,0,0
8,10,-0.00839819672061458,-0.026591893960640812,0,0
8,11,0.045134603569605775,0.03605043255249219,0,0
8,12,0.10702193798398771,0.089163565680465,1,1
8,13,0.054027402822951626,0.03070562834457987,0,0
8,14,0.030183746084143887,0.004968409038451294,0,0
8,15,0.0784246399522825,0.05774437970781095,0,0
8,16,0.047234117711313556,0.03200504873551849,0,0
8,17,0.06284184070223997,0.03912408089841614,0,0
8,18,-0.014165870146298061,-0.049739455340519725,0,0
8,19,-0.028665645253815982,-0.0484190990252468,0,0
8,20,0.05588233208376875,0.04393612186484434,0,0
8,21,0.012883250439230425,-0.015168449955327807,0,0
8,22,0.03412701979008014,0.02072979300032424,0,0
8,23,0.04480331865374653,0.02121160987703689,0,0
8,24,0.07569722481868309,0.05619425453065469,0,0
8,25,0.009532592376278086,-0.005231350152697383,0,0
8,26,0.09543732405147719,0.07656851644393114,1,0
8,27,0.044487918075918675,0.023819536003803085,0,0
8,28,-0.009565213896938752,-0.04654028577430538,0,0
8,29,0.05678997698258319,0.03151369499546595,0,0
8,30,0.036421786414764526,0.019237256661317943,0,0
9,0,1.0,1.0,0,0
9,1,0.06627820793457509,0.06627820793457509,0,0
9,2,0.10766423940258961,0.10372709100881312,1,1
9,3,0.03920802753759094,0.02633535552843421,0,0
9,4,0.07802394397547383,0.06406874414069733,0,0
9,5,0.05062816398025576,0.036624466255860605,0,0
9,6,0.07023097265990992,0.05139570049005496,0,0
9,7,0.07746664775736414,0.059965981258136625,0,0
9,8,0.04197600836930003,0.017037079575182197,0,0
9,9,0.018037849357439108,-0.006296017484969881,0,0
9,10,0.044197410633219386,0.026432035981472805,0,0
9,11,0.11952462579523358,0.10363435190243508,1,1
9,12,0.08023119642882007,0.05376316533102945,0,0
9,13,0.13747017486848848,0.10478449059136526,1,1
9,14,-0.006068789744193555,-0.044747007254663185,0,0
9,15,0.07092452305626822,0.03331872878520937,0,0
9,16,0.02036643634859091,-0.0019959987026465973,0,0
9,17,0.05860854355636528,0.019884485043252752,0,0
9,18,0.04447248909054661,0.014540197379204003,0,0
9,19,0.022252608662991114,-0.01496369758113557,0,0
9,20,0.10184307891231674,0.08270528236729047,1,0
9,21,0.016042368514580223,-0.008922562463607253,0,0
9,22,0.03334557147431602,-0.0031617983237690927,0,0
9,23,-0.022250170112221274,-0.057404784912479065,0,0
9,24,0.01916621010803171,-0.022736189960122617,0,0
9,25,0.08798607670730457,0.07955041039778055,0,0
9,26,0.004061823434878472,-0.03259281721865347,0,0
9,27,0.07043352044778527,0.05670182385449501,0,0
9,28,0.035853084326268214,0.00632645834297437,0,0
9,29,0.03485023461812034,0.014866033379855008,0,0
9,30,0.08654665025631275,0.07029413055360176,0,0
