model,chosen_lags,features,n_features,n_rows_used,folds_used,auc_mean,auc_std,recall_at_2_mean,recall_at_2_std,hit_at_2_any_mean,hit_at_2_any_std
D3_digit_plus_hall_l2_C0.3,"6,21,1,2,11,8,15","digit_lag6,digit_lag21,digit_lag1,digit_lag2,digit_lag11,digit_lag8,digit_lag15,hall_lag6,hall_lag8,hall_lag14,hall_lag27",11,5723,5,0.5084082182948428,0.01955695555943892,0.34625000000000006,0.056540914389493206,0.43,0.0735696948478108
D1_digit_selected_l2_C1,"6,21,1,2,11,8,15","digit_lag6,digit_lag21,digit_lag1,digit_lag2,digit_lag11,digit_lag8,digit_lag15",7,5795,5,0.5116820344703039,0.017747165678329287,0.34444444444444444,0.04371834866574265,0.41975308641975306,0.039040464940350364
D2_digit_selected_l2_C0.3,"6,21,1,2,11,8,15","digit_lag6,digit_lag21,digit_lag1,digit_lag2,digit_lag11,digit_lag8,digit_lag15",7,5795,5,0.5116721607132725,0.017752712021797613,0.34444444444444444,0.04371834866574265,0.41975308641975306,0.039040464940350364
D4_digit_plus_hall_context_l2_C0.3,"6,21,1,2,11,8,15","digit_lag6,digit_lag21,digit_lag1,digit_lag2,digit_lag11,digit_lag8,digit_lag15,hall_lag6,hall_lag8,hall_lag14,hall_lag27,weekday_num,day_last_digit,weekday_sin,weekday_cos,tail_is_even,tail_low_group,tail_high_group",18,5723,5,0.5062627649200824,0.02005772574143687,0.3225,0.06454165321712793,0.4149999999999999,0.06773108592072034
D5_digit_plus_interactions_elasticnet,"6,21,1,2,11,8,15","digit_lag6,digit_lag21,digit_lag1,digit_lag2,digit_lag11,digit_lag8,digit_lag15,hall_lag6,hall_lag8,hall_lag14,hall_lag27,weekday_num,day_last_digit,weekday_sin,weekday_cos,tail_is_even,tail_low_group,tail_high_group,int_digit_lag6_weekdaysin,int_digit_lag6_weekdaycos,int_digit_lag6_tail_even,int_digit_lag21_weekdaysin,int_digit_lag21_weekdaycos,int_digit_lag21_tail_even,int_digit_lag1_weekdaysin,int_digit_lag1_weekdaycos,int_digit_lag1_tail_even,int_digit_lag2_weekdaysin,int_digit_lag2_weekdaycos,int_digit_lag2_tail_even,int_digit_lag11_weekdaysin,int_digit_lag11_weekdaycos,int_digit_lag11_tail_even,int_digit_lag8_weekdaysin,int_digit_lag8_weekdaycos,int_digit_lag8_tail_even,int_digit_lag15_weekdaysin,int_digit_lag15_weekdaycos,int_digit_lag15_tail_even",39,5723,5,0.49615446974112,0.019143994807788046,0.27,0.027214426321346553,0.3525,0.0348209706929603
