date,month,weekday,expert,model,window,lambda,top1_tail,top1_pred,top1_actual_raw_diff,top1_prob_positive,top1_final_score,top2_tail,top2_pred,top2_actual_raw_diff,top2_prob_positive,top2_final_score,pred_span_top12,hit_at_2,hit_at_3,pred_span_quartile,rolling_median,zscore,is_anomaly,anomaly_direction,is_hit_rate_miss_day,difficulty_failure,actual_top1_tail,actual_top2_tail,actual_top3_tail,actual_top1_diff,actual_top2_diff,actual_top3_diff,loss_scenario,loss_value,chosen_tail,top1_match,top2_match,top3_match,rescue_source
2026-01-01,2026-01,Thursday,2F_N,xgb_ranker_ndcg,full_2025,1.25,3,0.0016698231511395,-19600.0,0.5,0.0016698231511395,5,0.0012006486694845,-28300.0,0.5,0.0012006486694845,0.0004691744816549,0.0,0.0,Q1,144.0,1.4631213452771414,0,normal,1,miss_day,8,0,7,12600.0,8400.0,4700.0,critical_miss,32200.0,3,0,0,0,none
2026-01-01,2026-01,Thursday,3F_A,xgb_ranker_ndcg,recent_60d,0.5,2,0.9344555415599176,46400.0,0.5,0.9344555415599176,1,0.6921495508418143,39400.0,0.5,0.6921495508418143,0.2423059907181034,0.0,0.0,Q3,144.0,1.4631213452771414,0,normal,1,miss_day,8,7,3,52000.0,48200.0,47500.0,critical_miss,5600.0,2,0,0,0,none
2026-01-01,2026-01,Thursday,3F_N,xgb_ranker_ndcg,recent_60d,1.25,9,0.0068491662564782,-3500.0,0.5,0.0068491662564782,8,0.0048561706618121,-17500.0,0.5,0.0048561706618121,0.001992995594666,0.0,0.0,Q1,144.0,1.4631213452771414,0,normal,1,miss_day,6,7,2,10200.0,5700.0,2100.0,critical_miss,13700.0,9,0,0,0,none
2026-01-02,2026-01,Friday,2F_N,xgb_ranker_ndcg,full_2025,1.25,6,0.9926241545976264,33900.0,0.5,0.9926241545976264,9,0.982468880296414,35300.0,0.5,0.982468880296414,0.0101552743012124,1.0,1.0,Q2,160.5,0.12866665735372773,0,normal,0,hit_day,9,3,6,35300.0,33900.0,33900.0,miss1_hit2,0.0,9,0,1,0,rank2
2026-01-02,2026-01,Friday,3F_A,xgb_ranker_ndcg,full_2025,1.25,4,0.6444384678280412,16400.0,0.5,0.6444384678280412,6,0.0365064186890244,1400.0,0.5,0.0365064186890244,0.6079320491390168,1.0,1.0,Q4,160.5,0.12866665735372773,0,normal,0,hit_day,4,0,7,16400.0,4900.0,4700.0,hit1,0.0,4,1,0,0,rank1
2026-01-02,2026-01,Friday,3F_N,xgb_ranker_ndcg,full_2025,0.5,5,0.015204962916178,15200.0,0.5,0.015204962916178,9,0.0017439496881296,-12300.0,0.5,0.0017439496881296,0.0134610132280483,1.0,1.0,Q2,160.5,0.12866665735372773,0,normal,0,hit_day,5,6,3,15200.0,2000.0,300.0,hit1,0.0,5,1,0,0,rank1
2026-01-03,2026-01,Saturday,2F_N,xgb_ranker_ndcg,full_2025,1.25,0,0.9853638783332512,38800.0,0.5,0.9853638783332512,7,0.4746903803533817,28200.0,0.5,0.4746903803533817,0.5106734979798696,1.0,1.0,Q3,144.0,-0.6196853987633989,0,normal,1,miss_day,0,7,4,38800.0,28200.0,27200.0,hit1,0.0,0,1,1,0,rank1
2026-01-03,2026-01,Saturday,3F_A,xgb_ranker_ndcg,full_2025,1.25,8,0.0147867691684122,-2200.0,0.5,0.0147867691684122,7,0.0127125660206809,-3300.0,0.5,0.0127125660206809,0.0020742031477312,0.0,0.0,Q1,144.0,-0.6196853987633989,0,normal,1,miss_day,4,5,6,900.0,500.0,-400.0,critical_miss,3100.0,8,0,0,0,none
2026-01-03,2026-01,Saturday,3F_N,xgb_ranker_ndcg,full_2025,0.5,2,0.0211754252742622,13000.0,0.5,0.0211754252742622,0,0.0020400379801166,-25800.0,0.5,0.0020400379801166,0.0191353872941455,1.0,1.0,Q2,144.0,-0.6196853987633989,0,normal,1,miss_day,2,9,8,13000.0,7000.0,3300.0,hit1,0.0,2,1,0,0,rank1
2026-01-04,2026-01,Sunday,2F_N,xgb_ranker_ndcg,full_2025,1.25,8,0.9579149057393932,33700.0,0.5,0.9579149057393932,7,0.0069914595892194,13400.0,0.5,0.0069914595892194,0.9509234461501735,1.0,1.0,Q4,137.5,-2.282742734186793,1,low_anomaly,0,hit_day,8,7,3,33700.0,13400.0,5700.0,hit1,0.0,8,1,1,0,rank1
