condition,difficulty,n_pairs,n_miss1,rank2_rescue_rate,rank3_rescue_rate,critical_miss_rate,loss_when_miss1_p50,loss_when_miss1_p75
anomaly_direction,high_anomaly,33,3,0.3333333333333333,0.0,0.06060606060606061,4400.0,9400.0
anomaly_direction,low_anomaly,24,8,0.25,0.0,0.25,6900.0,10500.0
anomaly_direction,normal,372,73,0.3013698630136986,0.0,0.13709677419354838,4400.0,10800.0
difficulty_failure,hit_day,279,21,1.0,,0.0,0.0,0.0
difficulty_failure,miss_day,150,63,0.06349206349206349,0.0,0.3933333333333333,8300.0,12850.0
pred_span_quartile,Q1,106,62,0.24193548387096775,0.0,0.44339622641509435,7750.0,11850.0
pred_span_quartile,Q2,108,16,0.5,0.0,0.07407407407407407,2150.0,4800.0
pred_span_quartile,Q3,107,6,0.3333333333333333,0.0,0.037383177570093455,3200.0,8525.0
pred_span_quartile,Q4,108,0,,,0.0,,
weekday,Friday,63,12,0.4166666666666667,0.0,0.1111111111111111,4850.0,10575.0
weekday,Monday,60,16,0.1875,0.0,0.21666666666666667,4150.0,8475.0
weekday,Saturday,63,10,0.3,0.0,0.1111111111111111,5850.0,9575.0
weekday,Sunday,60,8,0.125,0.0,0.11666666666666667,9900.0,13175.0
weekday,Thursday,63,12,0.4166666666666667,0.0,0.1111111111111111,2650.0,6300.0
weekday,Tuesday,60,9,0.4444444444444444,0.0,0.08333333333333333,2700.0,6500.0
weekday,Wednesday,60,17,0.23529411764705882,0.0,0.21666666666666667,12800.0,15500.0
