condition,difficulty,n_pairs,n_days,hit_at_2_mean,hit_at_3_mean,loss_mean,loss_p50,loss_p75,loss_p95,rank2_rescue_rate,rank3_rescue_rate,critical_miss_rate
anomaly_direction,high_anomaly,33,11,0.9393939393939394,0.9393939393939394,766.6666666666666,0.0,0.0,4280.0,0.3333333333333333,0.0,0.06060606060606061
anomaly_direction,low_anomaly,24,8,0.75,0.7916666666666666,2637.5,0.0,3575.0,11459.999999999996,0.25,0.0,0.25
anomaly_direction,normal,372,124,0.8629032258064516,0.9086021505376344,1834.4086021505377,0.0,525.0,11624.999999999995,0.3013698630136986,0.0,0.13709677419354838
difficulty_failure,hit_day,279,93,1.0,1.0,529.3906810035842,0.0,0.0,2800.0,1.0,,0.0
difficulty_failure,miss_day,150,50,0.6066666666666667,0.7266666666666667,4155.333333333333,0.0,7450.0,19304.99999999995,0.06349206349206349,0.0,0.3933333333333333
pred_span_quartile,Q1,106,82,0.5566037735849056,0.6886792452830188,5218.867924528302,2200.0,8375.0,21075.0,0.24193548387096775,0.0,0.44339622641509435
pred_span_quartile,Q2,108,82,0.9259259259259259,0.9537037037037037,1580.5555555555557,0.0,700.0,7694.999999999997,0.5,0.0,0.07407407407407407
pred_span_quartile,Q3,107,78,0.9626168224299065,0.9719626168224299,428.0373831775701,0.0,0.0,1909.9999999999966,0.3333333333333333,0.0,0.037383177570093455
pred_span_quartile,Q4,108,83,1.0,1.0,12.037037037037036,0.0,0.0,0.0,,,0.0
weekday,Friday,63,21,0.8888888888888888,0.9523809523809523,1814.2857142857142,0.0,1350.0,9179.999999999998,0.4166666666666667,0.0,0.1111111111111111
weekday,Monday,60,20,0.7833333333333333,0.9,1485.0,0.0,1750.0,8715.0,0.1875,0.0,0.21666666666666667
weekday,Saturday,63,21,0.8888888888888888,0.9206349206349206,1046.031746031746,0.0,0.0,7929.999999999999,0.3,0.0,0.1111111111111111
weekday,Sunday,60,20,0.8833333333333333,0.9166666666666666,2528.3333333333335,0.0,2375.0,15094.999999999995,0.125,0.0,0.11666666666666667
weekday,Thursday,63,21,0.8888888888888888,0.8888888888888888,1419.047619047619,0.0,0.0,8119.999999999996,0.4166666666666667,0.0,0.1111111111111111
weekday,Tuesday,60,20,0.9166666666666666,0.9166666666666666,961.6666666666666,0.0,0.0,6500.0,0.4444444444444444,0.0,0.08333333333333333
weekday,Wednesday,60,20,0.7833333333333333,0.8333333333333334,3381.6666666666665,0.0,2325.0,21249.999999999996,0.23529411764705882,0.0,0.21666666666666667
